Ticker,Frequency,Fiscal,Period Ending,Total Revenue,Reported Currency,Fiscal_period
CBUS,quarterly,Q3 2022,2022-09-30 00:00:00,"42,000",USD,Fiscal year is January - December
CBUS,quarterly,Q2 2022,2022-06-30 00:00:00,"41,000",USD,Fiscal year is January - December
CBUS,quarterly,Q1 2022,2022-03-31 00:00:00,"32,000",USD,Fiscal year is January - December
CBUS,quarterly,Q4 2021,2021-12-31 00:00:00,"1,943,000",USD,Fiscal year is January - December
CBUS,quarterly,Q3 2021,2021-09-30 00:00:00,"7,762,000",USD,Fiscal year is January - December
CBUS,quarterly,Q2 2021,2021-06-30 00:00:00,"11,880,000",USD,Fiscal year is January - December
CBUS,quarterly,Q1 2021,2021-03-31 00:00:00,"4,402,000",USD,Fiscal year is January - December
CBUS,quarterly,Q4 2020,2020-12-31 00:00:00,"13,926,000",USD,Fiscal year is January - December
CBUS,quarterly,Q3 2020,2020-09-30 00:00:00,"5,241,000",USD,Fiscal year is January - December
CBUS,quarterly,Q2 2020,2020-06-30 00:00:00,"2,307,000",USD,Fiscal year is January - December
CBUS,quarterly,Q1 2020,2020-03-31 00:00:00,"2,377,000",USD,Fiscal year is January - December
CBUS,quarterly,Q4 2019,2019-12-31 00:00:00,"3,763,000",USD,Fiscal year is January - December
CDXS,annual,TTM,2024-09-30 00:00:00,"64,446,000",USD,Fiscal year is January - December
CDXS,annual,FY 2023,2023-12-31 00:00:00,"70,143,000",USD,Fiscal year is January - December
CDXS,annual,FY 2022,2022-12-31 00:00:00,"138,590,000",USD,Fiscal year is January - December
CDXS,annual,FY 2021,2021-12-31 00:00:00,"104,754,000",USD,Fiscal year is January - December
CDXS,annual,FY 2020,2020-12-31 00:00:00,"69,056,000",USD,Fiscal year is January - December
CDXS,annual,FY 2019,2019-12-31 00:00:00,"68,458,000",USD,Fiscal year is January - December
CDXS,quarterly,Q3 2024,2024-09-30 00:00:00,"12,833,000",USD,Fiscal year is January - December
CDXS,quarterly,Q2 2024,2024-06-30 00:00:00,"7,979,000",USD,Fiscal year is January - December
CDXS,quarterly,Q1 2024,2024-03-31 00:00:00,"17,073,000",USD,Fiscal year is January - December
CDXS,quarterly,Q4 2023,2023-12-31 00:00:00,"26,561,000",USD,Fiscal year is January - December
CDXS,quarterly,Q3 2023,2023-09-30 00:00:00,"9,277,000",USD,Fiscal year is January - December
CDXS,quarterly,Q2 2023,2023-06-30 00:00:00,"21,323,000",USD,Fiscal year is January - December
CDXS,quarterly,Q1 2023,2023-03-31 00:00:00,"12,982,000",USD,Fiscal year is January - December
CDXS,quarterly,Q4 2022,2022-12-31 00:00:00,"30,375,000",USD,Fiscal year is January - December
CDXS,quarterly,Q3 2022,2022-09-30 00:00:00,"34,470,000",USD,Fiscal year is January - December
CDXS,quarterly,Q2 2022,2022-06-30 00:00:00,"38,406,000",USD,Fiscal year is January - December
CDXS,quarterly,Q1 2022,2022-03-31 00:00:00,"35,340,000",USD,Fiscal year is January - December
CDXS,quarterly,Q4 2021,2021-12-31 00:00:00,"24,501,000",USD,Fiscal year is January - December
CDXS,quarterly,Q3 2021,2021-09-30 00:00:00,"36,769,000",USD,Fiscal year is January - December
CDXS,quarterly,Q2 2021,2021-06-30 00:00:00,"25,453,000",USD,Fiscal year is January - December
CDXS,quarterly,Q1 2021,2021-03-31 00:00:00,"18,032,000",USD,Fiscal year is January - December
CDXS,quarterly,Q4 2020,2020-12-31 00:00:00,"21,033,000",USD,Fiscal year is January - December
CDXS,quarterly,Q3 2020,2020-09-30 00:00:00,"18,385,000",USD,Fiscal year is January - December
CDXS,quarterly,Q2 2020,2020-06-30 00:00:00,"14,967,000",USD,Fiscal year is January - December
CDXS,quarterly,Q1 2020,2020-03-31 00:00:00,"14,670,000",USD,Fiscal year is January - December
CDXS,quarterly,Q4 2019,2019-12-31 00:00:00,"18,650,000",USD,Fiscal year is January - December
CGC,annual,TTM,2024-09-30 00:00:00,"280,496,000",CAD,Fiscal year is April - March
CGC,annual,FY 2024,2024-03-31 00:00:00,"297,146,000",CAD,Fiscal year is April - March
CGC,annual,FY 2023,2023-03-31 00:00:00,"333,253,000",CAD,Fiscal year is April - March
CGC,annual,FY 2022,2022-03-31 00:00:00,"475,699,000",CAD,Fiscal year is April - March
CGC,annual,FY 2021,2021-03-31 00:00:00,"546,649,000",CAD,Fiscal year is April - March
CGC,annual,FY 2020,2020-03-31 00:00:00,"398,772,000",CAD,Fiscal year is April - March
CGC,quarterly,Q2 2025,2024-09-30 00:00:00,"62,991,000",CAD,Fiscal year is April - March
CGC,quarterly,Q1 2025,2024-06-30 00:00:00,"66,212,000",CAD,Fiscal year is April - March
CGC,quarterly,Q4 2024,2024-03-31 00:00:00,"72,788,000",CAD,Fiscal year is April - March
CGC,quarterly,Q3 2024,2023-12-31 00:00:00,"78,505,000",CAD,Fiscal year is April - March
CGC,quarterly,Q2 2024,2023-09-30 00:00:00,"69,595,000",CAD,Fiscal year is April - March
CGC,quarterly,Q1 2024,2023-06-30 00:00:00,"76,258,000",CAD,Fiscal year is April - March
CGC,quarterly,Q4 2023,2023-03-31 00:00:00,"68,235,000",CAD,Fiscal year is April - March
CGC,quarterly,Q3 2023,2022-12-31 00:00:00,"84,850,000",CAD,Fiscal year is April - March
CGC,quarterly,Q2 2023,2022-09-30 00:00:00,"87,941,000",CAD,Fiscal year is April - March
CGC,quarterly,Q1 2023,2022-06-30 00:00:00,"92,227,000",CAD,Fiscal year is April - March
CGC,quarterly,Q4 2022,2022-03-31 00:00:00,"101,766,000",CAD,Fiscal year is April - March
CGC,quarterly,Q3 2022,2021-12-31 00:00:00,"140,972,000",CAD,Fiscal year is April - March
CGC,quarterly,Q2 2022,2021-09-30 00:00:00,"131,374,000",CAD,Fiscal year is April - March
CGC,quarterly,Q1 2022,2021-06-30 00:00:00,"136,209,000",CAD,Fiscal year is April - March
CGC,quarterly,Q4 2021,2021-03-31 00:00:00,"148,439,000",CAD,Fiscal year is April - March
CGC,quarterly,Q3 2021,2020-12-31 00:00:00,"152,528,000",CAD,Fiscal year is April - March
CGC,quarterly,Q2 2021,2020-09-30 00:00:00,"135,266,000",CAD,Fiscal year is April - March
CGC,quarterly,Q1 2021,2020-06-30 00:00:00,"110,416,000",CAD,Fiscal year is April - March
CGC,quarterly,Q4 2020,2020-03-31 00:00:00,"107,913,000",CAD,Fiscal year is April - March
CGC,quarterly,Q3 2020,2019-12-31 00:00:00,"123,764,000",CAD,Fiscal year is April - March
CGEN,annual,TTM,2024-09-30 00:00:00,"59,852,000",USD,Fiscal year is January - December
CGEN,annual,FY 2023,2023-12-31 00:00:00,"33,459,000",USD,Fiscal year is January - December
CGEN,annual,FY 2022,2022-12-31 00:00:00,"7,500,000",USD,Fiscal year is January - December
CGEN,annual,FY 2021,2021-12-31 00:00:00,"6,000,000",USD,Fiscal year is January - December
CGEN,annual,FY 2020,2020-12-31 00:00:00,"2,000,000",USD,Fiscal year is January - December
CGEN,annual,FY 2019,2019-12-31 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q3 2024,2024-09-30 00:00:00,"17,132,000",USD,Fiscal year is January - December
CGEN,quarterly,Q2 2024,2024-06-30 00:00:00,"6,702,000",USD,Fiscal year is January - December
CGEN,quarterly,Q1 2024,2024-03-31 00:00:00,"2,559,000",USD,Fiscal year is January - December
CGEN,quarterly,Q4 2023,2023-12-31 00:00:00,"33,459,000",USD,Fiscal year is January - December
CGEN,quarterly,Q3 2023,2023-09-30 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q2 2023,2023-06-30 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q1 2023,2023-03-31 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q4 2022,2022-12-31 00:00:00,"7,500,000",USD,Fiscal year is January - December
CGEN,quarterly,Q3 2022,2022-09-30 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q2 2022,2022-06-30 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q1 2022,2022-03-31 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q4 2021,2021-12-31 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q3 2021,2021-09-30 00:00:00,"6,000,000",USD,Fiscal year is January - December
CGEN,quarterly,Q2 2021,2021-06-30 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q1 2021,2021-03-31 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q4 2020,2020-12-31 00:00:00,"2,000,000",USD,Fiscal year is January - December
CGEN,quarterly,Q3 2020,2020-09-30 00:00:00,"1,000,000",USD,Fiscal year is January - December
CGEN,quarterly,Q2 2020,2020-06-30 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q1 2020,2020-03-31 00:00:00,-,USD,Fiscal year is January - December
CGEN,quarterly,Q4 2019,2019-12-31 00:00:00,-,USD,Fiscal year is January - December
CLGN,annual,TTM,2024-09-30 00:00:00,"650,000",USD,Fiscal year is January - December
CLGN,annual,FY 2023,2023-12-31 00:00:00,"10,959,000",USD,Fiscal year is January - December
CLGN,annual,FY 2022,2022-12-31 00:00:00,"299,000",USD,Fiscal year is January - December
CLGN,annual,FY 2021,2021-12-31 00:00:00,"15,641,000",USD,Fiscal year is January - December
CLGN,annual,FY 2020,2020-12-31 00:00:00,"6,137,000",USD,Fiscal year is January - December
CLGN,annual,FY 2019,2019-12-31 00:00:00,"2,318,000",USD,Fiscal year is January - December
CLGN,quarterly,Q3 2024,2024-09-30 00:00:00,"4,000",USD,Fiscal year is January - December
CLGN,quarterly,Q2 2024,2024-06-30 00:00:00,"249,000",USD,Fiscal year is January - December
CLGN,quarterly,Q1 2024,2024-03-31 00:00:00,"98,000",USD,Fiscal year is January - December
CLGN,quarterly,Q4 2023,2023-12-31 00:00:00,"299,000",USD,Fiscal year is January - December
CLGN,quarterly,Q3 2023,2023-09-30 00:00:00,"43,000",USD,Fiscal year is January - December
CLGN,quarterly,Q2 2023,2023-06-30 00:00:00,"10,184,000",USD,Fiscal year is January - December
CLGN,quarterly,Q1 2023,2023-03-31 00:00:00,"433,000",USD,Fiscal year is January - December
CLGN,quarterly,Q4 2022,2022-12-31 00:00:00,"58,000",USD,Fiscal year is January - December
CLGN,quarterly,Q3 2022,2022-09-30 00:00:00,"109,000",USD,Fiscal year is January - December
CLGN,quarterly,Q2 2022,2022-06-30 00:00:00,"66,000",USD,Fiscal year is January - December
CLGN,quarterly,Q1 2022,2022-03-31 00:00:00,"66,000",USD,Fiscal year is January - December
CLGN,quarterly,Q4 2021,2021-12-31 00:00:00,"310,000",USD,Fiscal year is January - December
CLGN,quarterly,Q3 2021,2021-09-30 00:00:00,"140,000",USD,Fiscal year is January - December
CLGN,quarterly,Q2 2021,2021-06-30 00:00:00,"691,000",USD,Fiscal year is January - December
CLGN,quarterly,Q1 2021,2021-03-31 00:00:00,"14,500,000",USD,Fiscal year is January - December
CLGN,quarterly,Q4 2020,2020-12-31 00:00:00,"557,000",USD,Fiscal year is January - December
CLGN,quarterly,Q3 2020,2020-09-30 00:00:00,"4,148,000",USD,Fiscal year is January - December
CLGN,quarterly,Q2 2020,2020-06-30 00:00:00,"823,000",USD,Fiscal year is January - December
CLGN,quarterly,Q1 2020,2020-03-31 00:00:00,"609,000",USD,Fiscal year is January - December
CLGN,quarterly,Q4 2019,2019-12-31 00:00:00,"439,000",USD,Fiscal year is January - December
CLLS,annual,TTM,2024-09-30 00:00:00,"36,042,000",USD,Fiscal year is January - December
CLLS,annual,FY 2023,2023-12-31 00:00:00,"9,193,000",USD,Fiscal year is January - December
CLLS,annual,FY 2022,2022-12-31 00:00:00,"25,724,000",USD,Fiscal year is January - December
CLLS,annual,FY 2021,2021-12-31 00:00:00,"38,597,000",USD,Fiscal year is January - December
CLLS,annual,FY 2020,2020-12-31 00:00:00,"59,564,000",USD,Fiscal year is January - December
CLLS,annual,FY 2019,2019-12-31 00:00:00,"22,990,000",USD,Fiscal year is January - December
CLLS,quarterly,Q3 2024,2024-09-30 00:00:00,"18,051,000",USD,Fiscal year is January - December
CLLS,quarterly,Q2 2024,2024-06-30 00:00:00,"9,503,000",USD,Fiscal year is January - December
CLLS,quarterly,Q1 2024,2024-03-31 00:00:00,"6,498,000",USD,Fiscal year is January - December
CLLS,quarterly,Q4 2023,2023-12-31 00:00:00,"1,990,000",USD,Fiscal year is January - December
CLLS,quarterly,Q3 2023,2023-09-30 00:00:00,"1,644,000",USD,Fiscal year is January - December
CLLS,quarterly,Q2 2023,2023-06-30 00:00:00,"2,001,000",USD,Fiscal year is January - December
CLLS,quarterly,Q1 2023,2023-03-31 00:00:00,"3,559,000",USD,Fiscal year is January - December
CLLS,quarterly,Q4 2022,2022-12-31 00:00:00,"17,322,000",USD,Fiscal year is January - December
CLLS,quarterly,Q3 2022,2022-09-30 00:00:00,"1,879,000",USD,Fiscal year is January - December
CLLS,quarterly,Q2 2022,2022-06-30 00:00:00,"2,723,000",USD,Fiscal year is January - December
CLLS,quarterly,Q1 2022,2022-03-31 00:00:00,"3,800,000",USD,Fiscal year is January - December
CLLS,quarterly,Q4 2021,2021-12-31 00:00:00,-,USD,Fiscal year is January - December
CLLS,quarterly,Q3 2021,2021-09-30 00:00:00,"10,827,000",USD,Fiscal year is January - December
CLLS,quarterly,Q2 2021,2021-06-30 00:00:00,"13,087,000",USD,Fiscal year is January - December
CLLS,quarterly,Q1 2021,2021-03-31 00:00:00,"27,966,000",USD,Fiscal year is January - December
CLLS,quarterly,Q4 2020,2020-12-31 00:00:00,"15,909,000",USD,Fiscal year is January - December
CLLS,quarterly,Q3 2020,2020-09-30 00:00:00,"9,242,000",USD,Fiscal year is January - December
CLLS,quarterly,Q2 2020,2020-06-30 00:00:00,"4,616,000",USD,Fiscal year is January - December
CLLS,quarterly,Q1 2020,2020-03-31 00:00:00,"51,906,000",USD,Fiscal year is January - December
CLLS,quarterly,Q4 2019,2019-12-31 00:00:00,"6,347,000",USD,Fiscal year is January - December
CNTA,annual,TTM,2024-09-30 00:00:00,"6,853,000",USD,Fiscal year is January - December
CNTA,annual,FY 2023,2023-12-31 00:00:00,"6,853,000",USD,Fiscal year is January - December
CNTA,annual,FY 2022,2022-12-31 00:00:00,-,USD,Fiscal year is January - December
CNTA,annual,FY 2021,2021-12-31 00:00:00,-,USD,Fiscal year is January - December
CNTA,annual,FY 2020,2020-12-31 00:00:00,-,USD,Fiscal year is January - December
CNTA,annual,FY 2019,2019-12-31 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q3 2024,2024-09-30 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q2 2024,2024-06-30 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q1 2024,2024-03-31 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q4 2023,2023-12-31 00:00:00,"6,853,000",USD,Fiscal year is January - December
CNTA,quarterly,Q3 2023,2023-09-30 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q2 2023,2023-06-30 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q1 2023,2023-03-31 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q4 2022,2022-12-31 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q3 2022,2022-09-30 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q2 2022,2022-06-30 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q1 2022,2022-03-31 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q4 2021,2021-12-31 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q3 2021,2021-09-30 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q2 2021,2021-06-30 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q1 2021,2021-03-31 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q4 2020,2020-12-31 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q3 2020,2020-09-30 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q2 2020,2020-06-30 00:00:00,-,USD,Fiscal year is January - December
CNTA,quarterly,Q1 2020,2020-03-31 00:00:00,-,USD,Fiscal year is January - December
CPHI,annual,TTM,2024-09-30 00:00:00,"5,544,620",USD,Fiscal year is January - December
CPHI,annual,FY 2023,2023-12-31 00:00:00,"7,011,299",USD,Fiscal year is January - December
CPHI,annual,FY 2022,2022-12-31 00:00:00,"8,104,092",USD,Fiscal year is January - December
CPHI,annual,FY 2021,2021-12-31 00:00:00,"9,641,925",USD,Fiscal year is January - December
CPHI,annual,FY 2020,2020-12-31 00:00:00,"10,866,449",USD,Fiscal year is January - December
CPHI,annual,FY 2019,2019-12-31 00:00:00,"10,923,936",USD,Fiscal year is January - December
CPHI,quarterly,Q3 2024,2024-09-30 00:00:00,"1,100,152",USD,Fiscal year is January - December
CPHI,quarterly,Q2 2024,2024-06-30 00:00:00,"924,943",USD,Fiscal year is January - December
CPHI,quarterly,Q1 2024,2024-03-31 00:00:00,"1,369,839",USD,Fiscal year is January - December
CPHI,quarterly,Q4 2023,2023-12-31 00:00:00,"2,149,686",USD,Fiscal year is January - December
CPHI,quarterly,Q3 2023,2023-09-30 00:00:00,"1,803,461",USD,Fiscal year is January - December
CPHI,quarterly,Q2 2023,2023-06-30 00:00:00,"1,097,862",USD,Fiscal year is January - December
CPHI,quarterly,Q1 2023,2023-03-31 00:00:00,"1,960,290",USD,Fiscal year is January - December
CPHI,quarterly,Q4 2022,2022-12-31 00:00:00,"2,921,000",USD,Fiscal year is January - December
CPHI,quarterly,Q3 2022,2022-09-30 00:00:00,"1,965,931",USD,Fiscal year is January - December
CPHI,quarterly,Q2 2022,2022-06-30 00:00:00,"1,613,156",USD,Fiscal year is January - December
CPHI,quarterly,Q1 2022,2022-03-31 00:00:00,"1,604,005",USD,Fiscal year is January - December
CPHI,quarterly,Q4 2021,2021-12-31 00:00:00,"2,889,368",USD,Fiscal year is January - December
CPHI,quarterly,Q3 2021,2021-09-30 00:00:00,"1,978,627",USD,Fiscal year is January - December
CPHI,quarterly,Q2 2021,2021-06-30 00:00:00,"2,415,559",USD,Fiscal year is January - December
CPHI,quarterly,Q1 2021,2021-03-31 00:00:00,"2,358,371",USD,Fiscal year is January - December
CPHI,quarterly,Q4 2020,2020-12-31 00:00:00,"2,931,104",USD,Fiscal year is January - December
CPHI,quarterly,Q3 2020,2020-09-30 00:00:00,"2,400,667",USD,Fiscal year is January - December
CPHI,quarterly,Q2 2020,2020-06-30 00:00:00,"3,770,723",USD,Fiscal year is January - December
CPHI,quarterly,Q1 2020,2020-03-31 00:00:00,"1,763,955",USD,Fiscal year is January - December
CPHI,quarterly,Q4 2019,2019-12-31 00:00:00,"3,048,411",USD,Fiscal year is January - December
CRDL,annual,TTM,2024-09-30 00:00:00,-,CAD,Fiscal year is January - December
CRDL,annual,FY 2023,2023-12-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,annual,FY 2022,2022-12-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,annual,FY 2021,2021-12-31 00:00:00,"78,760",CAD,Fiscal year is January - December
CRDL,annual,FY 2020,2020-12-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,annual,FY 2019,2019-12-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q3 2024,2024-09-30 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q2 2024,2024-06-30 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q1 2024,2024-03-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q4 2023,2023-12-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q3 2023,2023-09-30 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q2 2023,2023-06-30 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q1 2023,2023-03-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q4 2022,2022-12-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q3 2022,2022-09-30 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q2 2022,2022-06-30 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q1 2022,2022-03-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q4 2021,2021-12-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q3 2021,2021-09-30 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q2 2021,2021-06-30 00:00:00,"78,760",CAD,Fiscal year is January - December
CRDL,quarterly,Q1 2021,2021-03-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q4 2020,2020-12-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q3 2020,2020-09-30 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q2 2020,2020-06-30 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q1 2020,2020-03-31 00:00:00,-,CAD,Fiscal year is January - December
CRDL,quarterly,Q4 2019,2019-12-31 00:00:00,-,CAD,Fiscal year is January - December
CRON,annual,TTM,2024-09-30 00:00:00,"111,229,000",USD,Fiscal year is January - December
CRON,annual,FY 2023,2023-12-31 00:00:00,"87,241,000",USD,Fiscal year is January - December
CRON,annual,FY 2022,2022-12-31 00:00:00,"86,749,000",USD,Fiscal year is January - December
CRON,annual,FY 2021,2021-12-31 00:00:00,"64,561,000",USD,Fiscal year is January - December
CRON,annual,FY 2020,2020-12-31 00:00:00,"46,719,000",USD,Fiscal year is January - December
CRON,annual,FY 2019,2019-12-31 00:00:00,"23,750,000",USD,Fiscal year is January - December
CRON,quarterly,Q3 2024,2024-09-30 00:00:00,"34,264,000",USD,Fiscal year is January - December
CRON,quarterly,Q2 2024,2024-06-30 00:00:00,"27,762,000",USD,Fiscal year is January - December
CRON,quarterly,Q1 2024,2024-03-31 00:00:00,"25,288,000",USD,Fiscal year is January - December
CRON,quarterly,Q4 2023,2023-12-31 00:00:00,"23,915,000",USD,Fiscal year is January - December
CRON,quarterly,Q3 2023,2023-09-30 00:00:00,"24,810,000",USD,Fiscal year is January - December
CRON,quarterly,Q2 2023,2023-06-30 00:00:00,"19,021,000",USD,Fiscal year is January - December
CRON,quarterly,Q1 2023,2023-03-31 00:00:00,"19,495,000",USD,Fiscal year is January - December
CRON,quarterly,Q4 2022,2022-12-31 00:00:00,-,USD,Fiscal year is January - December
CRON,quarterly,Q3 2022,2022-09-30 00:00:00,"20,409,000",USD,Fiscal year is January - December
CRON,quarterly,Q2 2022,2022-06-30 00:00:00,"21,602,000",USD,Fiscal year is January - December
CRON,quarterly,Q1 2022,2022-03-31 00:00:00,"22,705,000",USD,Fiscal year is January - December
CRON,quarterly,Q4 2021,2021-12-31 00:00:00,"25,795,000",USD,Fiscal year is January - December
CRON,quarterly,Q3 2021,2021-09-30 00:00:00,"20,407,000",USD,Fiscal year is January - December
CRON,quarterly,Q2 2021,2021-06-30 00:00:00,"15,622,000",USD,Fiscal year is January - December
CRON,quarterly,Q1 2021,2021-03-31 00:00:00,"12,611,000",USD,Fiscal year is January - December
CRON,quarterly,Q4 2020,2020-12-31 00:00:00,"17,046,000",USD,Fiscal year is January - December
CRON,quarterly,Q3 2020,2020-09-30 00:00:00,"11,358,000",USD,Fiscal year is January - December
CRON,quarterly,Q2 2020,2020-06-30 00:00:00,"9,883,000",USD,Fiscal year is January - December
CRON,quarterly,Q1 2020,2020-03-31 00:00:00,"8,432,000",USD,Fiscal year is January - December
CRON,quarterly,Q4 2019,2019-12-31 00:00:00,"7,308,000",USD,Fiscal year is January - December
CRSP,annual,TTM,2024-09-30 00:00:00,"202,829,000",USD,Fiscal year is January - December
CRSP,annual,FY 2023,2023-12-31 00:00:00,"371,206,000",USD,Fiscal year is January - December
CRSP,annual,FY 2022,2022-12-31 00:00:00,"1,198,000",USD,Fiscal year is January - December
CRSP,annual,FY 2021,2021-12-31 00:00:00,"914,963,000",USD,Fiscal year is January - December
CRSP,annual,FY 2020,2020-12-31 00:00:00,"719,000",USD,Fiscal year is January - December
CRSP,annual,FY 2019,2019-12-31 00:00:00,"289,590,000",USD,Fiscal year is January - December
CRSP,quarterly,Q3 2024,2024-09-30 00:00:00,"602,000",USD,Fiscal year is January - December
CRSP,quarterly,Q2 2024,2024-06-30 00:00:00,"517,000",USD,Fiscal year is January - December
CRSP,quarterly,Q1 2024,2024-03-31 00:00:00,"504,000",USD,Fiscal year is January - December
CRSP,quarterly,Q4 2023,2023-12-31 00:00:00,"201,206,000",USD,Fiscal year is January - December
CRSP,quarterly,Q3 2023,2023-09-30 00:00:00,-,USD,Fiscal year is January - December
CRSP,quarterly,Q2 2023,2023-06-30 00:00:00,"70,000,000",USD,Fiscal year is January - December
CRSP,quarterly,Q1 2023,2023-03-31 00:00:00,"100,000,000",USD,Fiscal year is January - December
CRSP,quarterly,Q4 2022,2022-12-31 00:00:00,"6,000",USD,Fiscal year is January - December
CRSP,quarterly,Q3 2022,2022-09-30 00:00:00,"94,000",USD,Fiscal year is January - December
CRSP,quarterly,Q2 2022,2022-06-30 00:00:00,"158,000",USD,Fiscal year is January - December
CRSP,quarterly,Q1 2022,2022-03-31 00:00:00,"940,000",USD,Fiscal year is January - December
CRSP,quarterly,Q4 2021,2021-12-31 00:00:00,"12,899,000",USD,Fiscal year is January - December
CRSP,quarterly,Q3 2021,2021-09-30 00:00:00,"824,000",USD,Fiscal year is January - December
CRSP,quarterly,Q2 2021,2021-06-30 00:00:00,"900,701,000",USD,Fiscal year is January - December
CRSP,quarterly,Q1 2021,2021-03-31 00:00:00,"539,000",USD,Fiscal year is January - December
CRSP,quarterly,Q4 2020,2020-12-31 00:00:00,"370,000",USD,Fiscal year is January - December
CRSP,quarterly,Q3 2020,2020-09-30 00:00:00,"148,000",USD,Fiscal year is January - December
CRSP,quarterly,Q2 2020,2020-06-30 00:00:00,"44,000",USD,Fiscal year is January - December
CRSP,quarterly,Q1 2020,2020-03-31 00:00:00,"157,000",USD,Fiscal year is January - December
CRSP,quarterly,Q4 2019,2019-12-31 00:00:00,"77,016,000",USD,Fiscal year is January - December
CSCI,annual,TTM,2024-09-30 00:00:00,"4,834,000",USD,Fiscal year is January - December
CSCI,annual,FY 2023,2023-12-31 00:00:00,"4,498,000",USD,Fiscal year is January - December
CSCI,annual,FY 2022,2022-12-31 00:00:00,"5,640,000",USD,Fiscal year is January - December
CSCI,annual,FY 2021,2021-12-31 00:00:00,"5,260,000",USD,Fiscal year is January - December
CSCI,annual,FY 2020,2020-12-31 00:00:00,"3,652,000",USD,Fiscal year is January - December
CSCI,annual,FY 2019,2019-12-31 00:00:00,"532,000",USD,Fiscal year is January - December
CSCI,quarterly,Q3 2024,2024-09-30 00:00:00,"1,871,000",USD,Fiscal year is January - December
CSCI,quarterly,Q2 2024,2024-06-30 00:00:00,"2,337,000",USD,Fiscal year is January - December
CSCI,quarterly,Q1 2024,2024-03-31 00:00:00,"2,057,000",USD,Fiscal year is January - December
CSCI,quarterly,Q4 2023,2023-12-31 00:00:00,"121,000",USD,Fiscal year is January - December
CSCI,quarterly,Q3 2023,2023-09-30 00:00:00,"3,000",USD,Fiscal year is January - December
CSCI,quarterly,Q2 2023,2023-06-30 00:00:00,"1,392,000",USD,Fiscal year is January - December
CSCI,quarterly,Q1 2023,2023-03-31 00:00:00,"2,585,000",USD,Fiscal year is January - December
CSCI,quarterly,Q4 2022,2022-12-31 00:00:00,"2,485,000",USD,Fiscal year is January - December
