Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Asset Writedown,-,-,-,"-69,000",-,-,-,"-17,566,000",-,-,-,"-5,520,000",-,-,-,"-1,012,000",-,-,-,"-1,060,000",Upgrade,Financials in MXN,Fiscal year is January - December
Other Unusual Items,-,-,-,"2,095,000",-,-,-,"19,214,000",-,-,-,"-4,257,000",-,-,-,-,-,-,-,-,Upgrade,Financials in MXN,Fiscal year is January - December
Pretax Income,"932,259,000","842,671,000","517,003,000","106,136,000","548,347,000","574,851,000","491,255,000","530,213,000","614,176,000","613,620,000","498,803,000","512,837,000","580,760,000","546,696,000","581,584,000","414,641,000","566,886,000","609,104,000","579,705,000","407,982,000",Upgrade,Financials in MXN,Fiscal year is January - December
Income Tax Expense,"272,199,000","211,026,000","144,897,000","167,295,000","177,675,000","157,454,000","133,250,000","284,219,000","214,900,000","208,873,000","159,617,000","296,794,000","187,557,000","167,493,000","262,166,000","154,725,000","157,750,000","248,286,000","206,072,000","372,342,000",Upgrade,Financials in MXN,Fiscal year is January - December
Earnings From Continuing Operations,"660,060,000","631,645,000","372,106,000","-61,159,000","370,672,000","417,397,000","358,005,000","245,994,000","399,276,000","404,747,000","339,186,000","216,043,000","393,203,000","379,203,000","319,418,000","259,916,000","409,136,000","360,818,000","373,633,000","35,640,000",Upgrade,Financials in MXN,Fiscal year is January - December
Net Income to Company,"660,060,000","631,645,000","372,106,000","-61,159,000","370,672,000","417,397,000","358,005,000","245,994,000","399,276,000","404,747,000","339,186,000","216,043,000","393,203,000","379,203,000","319,418,000","259,916,000","409,136,000","360,818,000","373,633,000","35,640,000",Upgrade,Financials in MXN,Fiscal year is January - December
Net Income,"660,060,000","631,645,000","372,106,000","-61,159,000","370,672,000","417,397,000","358,005,000","245,994,000","399,276,000","404,747,000","339,186,000","216,043,000","393,203,000","379,203,000","319,418,000","259,916,000","409,136,000","360,818,000","373,633,000","35,640,000",Upgrade,Financials in MXN,Fiscal year is January - December
Net Income to Common,"660,060,000","631,645,000","372,106,000","-61,159,000","370,672,000","417,397,000","358,005,000","245,994,000","399,276,000","404,747,000","339,186,000","216,043,000","393,203,000","379,203,000","319,418,000","259,916,000","409,136,000","360,818,000","373,633,000","35,640,000",Upgrade,Financials in MXN,Fiscal year is January - December
Net Income Growth,78.071%,51.330%,3.939%,-,-7.164%,3.125%,5.548%,13.863%,1.544%,6.736%,6.189%,-16.880%,-3.894%,5.095%,-14.510%,629.282%,75.304%,48.378%,48.114%,-82.682%,Upgrade,Financials in MXN,Fiscal year is January - December
Shares Outstanding (Basic),"944,946,196","942,753,731","954,117,948","940,113,818","950,441,025","970,690,697","967,581,081","990,631,654","998,190,000","987,187,804","997,605,882","997,702,777","1,008,212,820","997,902,631","998,181,250","1,012,766,666","1,022,840,000","1,002,272,222","1,009,818,918","1,031,532,000",Upgrade,Financials in MXN,Fiscal year is January - December
Shares Outstanding (Diluted),"944,946,196","942,753,731","954,117,948","940,113,818","950,441,025","970,690,697","967,581,081","990,631,654","998,190,000","987,187,804","997,605,882","997,702,777","1,008,212,820","997,902,631","998,181,250","1,012,766,666","1,022,840,000","1,002,272,222","1,009,818,918","1,031,532,000",Upgrade,Financials in MXN,Fiscal year is January - December
Shares Change (YoY),-0.578%,-2.878%,-1.391%,-5.100%,-4.784%,-1.671%,-3.010%,-0.709%,-0.994%,-1.074%,-0.058%,-1.487%,-1.430%,-0.436%,-1.152%,-1.819%,0.800%,-1.081%,0.077%,-34.839%,Upgrade,Financials in MXN,Fiscal year is January - December
EPS (Basic),0.699,0.670,0.390,-0.065,0.390,0.430,0.370,0.248,0.400,0.410,0.340,0.217,0.390,0.380,0.320,0.257,0.400,0.360,0.370,0.035,Upgrade,Financials in MXN,Fiscal year is January - December
EPS (Diluted),0.699,0.670,0.390,-0.065,0.390,0.430,0.370,0.248,0.400,0.410,0.340,0.217,0.390,0.380,0.320,0.257,0.400,0.360,0.370,0.035,Upgrade,Financials in MXN,Fiscal year is January - December
EPS Growth,79.106%,55.814%,5.405%,-,-2.500%,4.878%,8.824%,14.676%,2.564%,7.895%,6.250%,-15.625%,-2.500%,5.556%,-13.514%,642.805%,73.913%,50.000%,48.000%,-73.423%,Upgrade,Financials in MXN,Fiscal year is January - December
Free Cash Flow,"1,422,242,000","395,981,000","-172,415,000","754,808,000","611,327,000","402,107,000","240,332,000","201,641,000","308,722,000","202,525,000","938,943,000","549,233,000","401,387,000","-100,304,000","-12,174,000","524,098,000","177,307,000","-90,973,000","407,241,000","-58,970,000",Upgrade,Financials in MXN,Fiscal year is January - December
Free Cash Flow Per Share,1.505,0.420,-0.181,0.803,0.643,0.414,0.248,0.204,0.309,0.205,0.941,0.550,0.398,-0.101,-0.012,0.517,0.173,-0.091,0.403,-0.057,Upgrade,Financials in MXN,Fiscal year is January - December
Dividend Per Share,0.200,-,0.200,0.196,0.196,0.196,0.196,0.382,-,-,-,0.382,-,-,-,-,-,-,-,-,Upgrade,Financials in MXN,Fiscal year is January - December
Dividend Growth,1.999%,-,1.999%,-48.627%,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in MXN,Fiscal year is January - December
Gross Margin,64.251%,64.016%,65.272%,59.933%,62.413%,60.972%,61.359%,56.909%,61.752%,60.436%,62.597%,62.987%,61.621%,60.837%,61.462%,62.171%,63.885%,59.906%,61.826%,62.911%,Upgrade,Financials in MXN,Fiscal year is January - December
Operating Margin,22.166%,21.139%,20.424%,19.774%,20.162%,19.931%,19.238%,18.611%,19.761%,19.424%,19.309%,20.638%,19.665%,19.196%,19.359%,19.645%,21.344%,19.659%,19.210%,16.149%,Upgrade,Financials in MXN,Fiscal year is January - December
Profit Margin,12.961%,13.579%,8.865%,-1.735%,8.437%,9.550%,8.568%,5.953%,9.180%,9.361%,8.448%,5.282%,9.870%,9.810%,9.004%,7.487%,11.935%,9.923%,11.205%,1.107%,Upgrade,Financials in MXN,Fiscal year is January - December
Free Cash Flow Margin,27.928%,8.513%,-4.108%,21.412%,13.915%,9.200%,5.752%,4.880%,7.098%,4.684%,23.387%,13.428%,10.075%,-2.595%,-0.343%,15.098%,5.172%,-2.502%,12.213%,-1.831%,Upgrade,Financials in MXN,Fiscal year is January - December
EBITDA,"1,217,342,000","1,043,129,000","947,270,000","734,146,000","946,122,000","932,253,000","872,473,000","825,290,000","917,271,000","896,737,000","831,355,000","901,316,000","820,925,000","778,266,000","726,087,000","722,561,000","770,492,000","755,730,000","679,222,000","564,366,000",Upgrade,Financials in MXN,Fiscal year is January - December
EBITDA Margin,23.904%,22.426%,22.568%,20.826%,21.536%,21.331%,20.881%,19.972%,21.090%,20.740%,20.707%,22.036%,20.606%,20.134%,20.467%,20.815%,22.477%,20.783%,20.369%,17.525%,Upgrade,Financials in MXN,Fiscal year is January - December
D&A For EBITDA,"88,528,000","59,845,000","90,021,000","37,091,000","60,356,000","61,187,000","68,669,000","56,221,000","57,836,000","56,918,000","56,150,000","57,204,000","37,474,000","36,276,000","39,312,000","40,621,000","38,830,000","40,874,000","38,666,000","44,329,000",Upgrade,Financials in MXN,Fiscal year is January - December
EBIT,"1,128,814,000","983,284,000","857,249,000","697,055,000","885,766,000","871,066,000","803,804,000","769,069,000","859,435,000","839,819,000","775,205,000","844,112,000","783,451,000","741,990,000","686,775,000","681,940,000","731,662,000","714,856,000","640,556,000","520,037,000",Upgrade,Financials in MXN,Fiscal year is January - December
EBIT Margin,22.166%,21.139%,20.424%,19.774%,20.162%,19.930%,19.238%,18.611%,19.761%,19.424%,19.309%,20.638%,19.665%,19.196%,19.358%,19.645%,21.344%,19.659%,19.210%,16.149%,Upgrade,Financials in MXN,Fiscal year is January - December
Effective Tax Rate,29.198%,25.043%,28.026%,157.623%,32.402%,27.390%,27.124%,53.605%,34.990%,34.039%,32.000%,57.873%,32.295%,30.637%,45.078%,37.315%,27.827%,40.762%,35.548%,91.264%,Upgrade,Financials in MXN,Fiscal year is January - December
