Fiscal Quarter,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+20 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-4,332,352","-2,165,851","-3,796,559","-2,391,908","-2,724,968","-3,261,773","-2,792,309","-3,421,758","-5,223,365","-4,038,344","-4,707,950","-3,236,919","-4,102,529","-4,217,563","-3,716,719","-3,349,427","-3,058,042","-2,920,584","-4,190,125","-4,613,042",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,332,352","-2,165,851","-3,796,559","-2,391,908","-2,724,968","-3,261,773","-2,792,309","-3,421,758","-5,223,365","-4,038,344","-4,707,950","-3,236,919","-4,102,529","-4,217,563","-3,716,719","-3,349,427","-3,058,042","-2,920,584","-4,190,125","-4,613,042",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,332,352","-2,165,851","-3,796,559","-2,391,908","-2,724,968","-3,261,773","-2,792,309","-3,421,758","-5,223,365","-4,038,344","-4,707,950","-3,236,919","-4,102,529","-4,217,563","-3,716,719","-3,349,427","-3,058,042","-2,920,584","-4,190,125","-4,613,042",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,906,926","2,906,926","2,928,639","2,903,403","2,899,390","2,890,878","2,635,415","2,129,686","2,061,999","2,052,007","1,949,254","1,673,398","1,444,564","1,437,311","1,432,161","1,428,713","1,426,648","1,421,182","1,418,579","1,415,961",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,906,926","2,906,926","2,928,639","2,903,403","2,899,390","2,890,878","2,635,415","2,129,686","2,061,999","2,052,007","1,949,254","1,673,398","1,444,564","1,437,311","1,432,161","1,428,713","1,426,648","1,421,182","1,418,579","1,415,961",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.260%,0.555%,11.126%,36.330%,40.611%,40.881%,35.201%,27.267%,42.742%,42.767%,36.106%,17.126%,1.256%,1.135%,0.957%,0.901%,6.303%,7.463%,7.999%,9.454%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.490,-0.745,-1.296,-0.824,-0.940,-1.128,-1.060,-1.607,-2.533,-1.968,-2.415,-1.934,-2.840,-2.934,-2.595,-2.344,-2.144,-2.055,-2.954,-3.258,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.490,-0.750,-1.297,-0.824,-0.940,-1.130,-1.064,-1.610,-2.533,-1.968,-2.415,-1.934,-2.840,-2.934,-2.595,-2.344,-2.144,-2.055,-2.954,-3.258,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,803,047","-1,628,316","-2,727,204","-1,788,642","-3,418,813","-2,518,809","-2,713,769","-3,266,409","-4,334,025","-4,139,387","-2,342,065","-2,665,450","-2,362,718","-2,434,152","-2,161,987","-2,404,928","-2,837,066","-2,851,669","-2,038,154","-3,953,971",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.620,-0.560,-0.931,-0.616,-1.179,-0.871,-1.030,-1.534,-2.102,-2.017,-1.202,-1.593,-1.636,-1.694,-1.510,-1.683,-1.989,-2.007,-1.437,-2.792,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,432,435","-2,236,531","-3,910,088","-2,449,095","-2,711,442","-3,218,425","-2,748,423","-3,376,192","-5,165,860","-3,976,766","-4,329,141","-2,580,803","-2,895,372","-3,237,535","-3,529,223","-3,190,999","-2,921,703","-2,793,422","-4,069,740","-4,477,928",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,914,"63,481","12,488","21,715","32,243","32,801","33,179","34,871","36,179","36,685","35,611","36,753","40,342","43,958","40,568","36,468","36,028","34,623","25,526","19,290",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,433,349","-2,300,012","-3,922,576","-2,470,810","-2,743,685","-3,251,226","-2,781,602","-3,411,063","-5,202,039","-4,013,451","-4,364,752","-2,617,556","-2,935,714","-3,281,493","-3,569,791","-3,227,467","-2,957,731","-2,828,045","-4,095,266","-4,497,218",Upgrade,Financials in USD,Fiscal year is January - December
