Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Net Income to Company,"-74,791,000","-44,511,000","-130,293,000","-33,754,000","-87,431,000","-108,618,000",Upgrade,Financials in CAD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,"15,000","2,005,000","6,044,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-74,791,000","-44,511,000","-130,293,000","-33,739,000","-85,426,000","-102,574,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-74,791,000","-44,511,000","-130,293,000","-33,739,000","-85,426,000","-102,574,000",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"1,134,701,870","990,994,056","889,871,187","783,379,798","631,528,750","596,409,703",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,134,701,870","990,994,056","889,871,187","783,379,798","631,528,750","596,409,703",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),17.445%,11.364%,13.594%,24.045%,5.888%,21.839%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.066,-0.045,-0.146,-0.043,-0.135,-0.172,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.069,-0.045,-0.146,-0.043,-0.135,-0.172,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"18,777,000","6,610,000","-11,673,000","-50,136,000","-53,694,000","-113,222,000",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,0.017,0.007,-0.013,-0.064,-0.085,-0.190,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,39.502%,21.050%,17.478%,23.011%,21.002%,-44.432%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-0.124%,-25.671%,-51.842%,-46.449%,-98.029%,-749.234%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-65.256%,-44.036%,-137.917%,-40.247%,-182.851%,-1228.137%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,16.383%,6.540%,-12.356%,-59.807%,-114.930%,-1355.627%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"7,464,000","-16,768,000","-32,247,000","-29,458,000","-39,052,000","-54,969,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,6.512%,-16.589%,-34.134%,-35.141%,-83.589%,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"7,606,000","9,180,000","16,729,000","9,480,000","6,746,000","7,607,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-142,000","-25,948,000","-48,976,000","-38,938,000","-45,798,000","-62,576,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-0.124%,-25.671%,-51.842%,-46.449%,-98.029%,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"114,612,000","101,078,000","94,472,000","83,829,000","46,719,000","8,352,000",Upgrade,Financials in CAD,Fiscal year is January - December
