Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Investments,"386,000,000","293,000,000","-659,000,000","-689,000,000","873,000,000","9,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Asset Writedown,-,-,"-38,000,000",-,-,-,Upgrade,Financials in DKK,Fiscal year is January - December
Pretax Income,"6,569,000,000","5,637,000,000","6,945,000,000","3,918,000,000","5,904,000,000","2,859,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Income Tax Expense,"1,867,000,000","1,285,000,000","1,493,000,000","961,000,000","1,146,000,000","693,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Earnings From Continuing Operations,"4,702,000,000","4,352,000,000","5,452,000,000","2,957,000,000","4,758,000,000","2,166,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Net Income,"4,702,000,000","4,352,000,000","5,452,000,000","2,957,000,000","4,758,000,000","2,166,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Net Income to Common,"4,702,000,000","4,352,000,000","5,452,000,000","2,957,000,000","4,758,000,000","2,166,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Net Income Growth,12.947%,-20.176%,84.376%,-37.852%,119.668%,47.147%,Upgrade,Financials in DKK,Fiscal year is January - December
Shares Outstanding (Basic),"64,639,141","65,309,744","65,387,301","65,395,637","65,179,006","62,962,813",Upgrade,Financials in DKK,Fiscal year is January - December
Shares Outstanding (Diluted),"65,109,345","65,914,705","66,009,604","66,045,751","65,885,875","63,636,843",Upgrade,Financials in DKK,Fiscal year is January - December
Shares Change (YoY),-1.226%,-0.144%,-0.055%,0.243%,3.534%,2.566%,Upgrade,Financials in DKK,Fiscal year is January - December
EPS (Basic),72.742,66.636,83.380,45.217,72.999,34.401,Upgrade,Financials in DKK,Fiscal year is January - December
EPS (Diluted),72.212,66.020,82.590,44.770,72.210,34.030,Upgrade,Financials in DKK,Fiscal year is January - December
EPS Growth,14.349%,-20.063%,84.476%,-38.000%,112.195%,43.405%,Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow,"6,571,000,000","7,014,000,000","3,595,000,000","1,976,000,000","6,126,000,000","1,247,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow Per Share,100.923,106.410,54.462,29.919,92.979,19.596,Upgrade,Financials in DKK,Fiscal year is January - December
Gross Margin,96.100%,98.628%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in DKK,Fiscal year is January - December
Operating Margin,33.073%,32.299%,43.468%,35.084%,62.437%,49.161%,Upgrade,Financials in DKK,Fiscal year is January - December
Profit Margin,23.695%,26.417%,37.587%,35.131%,47.058%,40.365%,Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow Margin,33.113%,42.576%,24.785%,23.476%,60.587%,23.239%,Upgrade,Financials in DKK,Fiscal year is January - December
EBITDA,"6,855,000,000","5,561,000,000","6,521,000,000","3,147,000,000","6,543,000,000","2,777,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBITDA Margin,34.544%,33.756%,44.957%,37.389%,64.712%,51.752%,Upgrade,Financials in DKK,Fiscal year is January - December
D&A For EBITDA,"292,000,000","240,000,000","216,000,000","194,000,000","230,000,000","139,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBIT,"6,563,000,000","5,321,000,000","6,305,000,000","2,953,000,000","6,313,000,000","2,638,000,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBIT Margin,33.073%,32.299%,43.468%,35.084%,62.437%,49.161%,Upgrade,Financials in DKK,Fiscal year is January - December
Effective Tax Rate,28.421%,22.796%,21.497%,24.528%,19.410%,24.239%,Upgrade,Financials in DKK,Fiscal year is January - December
