Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-8,128,000","-8,436,000","-8,859,000","-8,597,000","-9,207,000","-8,862,000","-8,074,000","-8,047,000","-5,688,000","-5,520,000","-4,781,000","-5,892,000","-3,620,000","-5,595,000","-4,857,000","-4,747,000","-6,147,000","-3,733,000","-1,226,000","-849,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,"363,000","248,000","322,000","16,000","450,000","491,000","365,000","1,550,000","699,000","1,556,000","1,593,000","1,465,000","1,710,000","1,606,000","1,834,000","1,881,000","287,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"5,339,000","-502,000",-,"2,865,000","9,974,000","1,349,000",-,"1,626,000","1,554,000","286,000","-10,000","3,045,000","80,000","-371,000","23,000","-173,000","-656,000","-240,000","-190,000","-281,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-9,381,000","-14,673,000","-31,923,000","-7,861,000","-1,486,000","-8,689,000","-6,913,000","-14,484,000","-12,353,000","-1,540,000","-2,976,000","-1,911,000","-6,139,000","-9,092,000","-9,348,000","-38,171,000","-26,734,000","-33,364,000","-54,865,000","-54,560,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,139,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-22,506,000",-,-,-,"-16,590,000",-,-,-,"-12,631,000",-,-,-,-,-,-,"-76,890,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,"-342,000",-,-,"-996,000",-,"-2,772,000",-,"-3,122,000","-144,000","195,000","-433,000",-,-,"-480,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-2,072,000",-,-,"-246,000","47,000","-3,557,000",-,"-49,000","3,189,000",-,"-874,000","-462,000",-,"11,682,000","7,024,000","-2,461,000","-2,893,000","-7,893,000",-,"-363,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"118,000","-118,000","284,000",-,-,-,"-102,143,000","-506,000","-329,000","-2,138,000","-17,040,000","6,791,000",-,"-818,000","-248,000",-,-,"-110,885,000","-13,463,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,"310,000","25,000","-50,000",-,"-312,000","-10,000","-405,000","-14,150,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-6,322,000","-5,680,000","-155,000",-,-,-,"-1,553,000",-,"-7,219,000",-,-,"-6,143,000","-9,130,000","-1,726,000",-,-,-,-,"-8,161,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-17,775,000","-20,235,000","-32,196,000","-30,329,000","-1,439,000","-12,246,000","-8,808,000","-133,266,000","-16,889,000","-2,555,000","-5,963,000","-41,009,000","-8,478,000","-2,570,000","-3,296,000","-41,090,000","-44,210,000","-41,257,000","-250,801,000","-66,727,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"4,465,000","3,894,000","1,123,000","5,378,000","6,420,000","5,994,000","7,349,000","-14,083,000","8,109,000","8,048,000","7,948,000","6,144,000","5,579,000","736,000","5,346,000","4,393,000","3,826,000","3,113,000","-28,572,000","-1,136,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-22,240,000","-24,129,000","-33,319,000","-35,707,000","-7,859,000","-18,240,000","-16,157,000","-119,183,000","-24,998,000","-10,603,000","-13,911,000","-47,153,000","-14,057,000","-3,306,000","-8,642,000","-45,483,000","-48,036,000","-44,370,000","-222,229,000","-65,591,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"2,732,000","3,104,000","5,341,000","4,986,000","234,000","2,084,000","1,567,000","24,144,000","2,784,000","674,000","1,217,000","6,800,000","1,761,000","753,000","833,000","8,589,000","7,488,000","7,178,000","50,275,000","14,957,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-19,508,000","-21,025,000","-27,978,000","-30,721,000","-7,625,000","-16,156,000","-14,590,000","-95,039,000","-22,214,000","-9,929,000","-12,694,000","-40,353,000","-12,296,000","-2,553,000","-7,809,000","-36,894,000","-40,548,000","-37,192,000","-171,954,000","-50,634,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-19,508,000","-21,025,000","-27,978,000","-30,721,000","-7,625,000","-16,156,000","-14,590,000","-95,039,000","-22,214,000","-9,929,000","-12,694,000","-40,353,000","-12,296,000","-2,553,000","-7,809,000","-36,894,000","-40,548,000","-37,192,000","-171,954,000","-50,634,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"119,965,000","116,278,000","115,995,000","115,912,000","114,171,000","112,810,000","112,546,000","112,375,000","111,200,000","108,230,000","106,900,000","106,758,000","106,332,000","104,853,000","102,343,000","104,955,000","103,450,000","98,444,000","92,902,000","90,245,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"119,965,000","116,278,000","115,995,000","115,912,000","114,171,000","112,810,000","112,546,000","112,375,000","111,200,000","108,230,000","106,900,000","106,758,000","106,332,000","104,853,000","102,343,000","104,955,000","103,450,000","98,444,000","92,902,000","90,245,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.075%,3.074%,3.065%,3.147%,2.672%,4.232%,5.282%,5.261%,4.578%,3.221%,4.453%,1.718%,2.786%,6.510%,10.162%,16.300%,15.895%,14.951%,16.946%,8.846%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.163,-0.181,-0.241,-0.265,-0.067,-0.143,-0.130,-0.846,-0.200,-0.092,-0.119,-0.378,-0.116,-0.024,-0.076,-0.352,-0.392,-0.378,-1.851,-0.561,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.163,-0.181,-0.241,-0.267,-0.070,-0.143,-0.130,-0.852,-0.200,-0.092,-0.120,-0.378,-0.120,-0.024,-0.080,-0.352,-0.392,-0.380,-1.851,-0.565,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,985,000","-9,535,000","-6,417,000","-10,004,000","-5,865,000","-7,909,000","-10,300,000","-25,522,000","-7,713,000","-21,689,000","-13,653,000","-27,732,000","-8,980,000","-29,857,000","-7,010,000","-31,043,000","-4,914,000","-14,007,000","-33,191,000","-29,985,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.033,-0.082,-0.055,-0.086,-0.051,-0.070,-0.092,-0.227,-0.069,-0.200,-0.128,-0.260,-0.084,-0.285,-0.068,-0.296,-0.048,-0.142,-0.357,-0.332,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,35.115%,43.392%,-3.304%,31.562%,37.652%,36.345%,47.505%,35.476%,34.559%,49.900%,51.882%,47.474%,49.435%,53.995%,53.710%,46.080%,42.452%,41.412%,41.090%,37.109%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-16.636%,-14.706%,-50.913%,-4.720%,-4.426%,-2.578%,2.046%,-14.808%,-14.181%,5.426%,0.466%,0.408%,-8.629%,-10.672%,-15.573%,-110.966%,-67.850%,-115.341%,-228.400%,-255.006%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-49.233%,-53.913%,-61.760%,-58.186%,-13.495%,-27.800%,-26.071%,-165.317%,-36.168%,-16.184%,-22.318%,-69.458%,-25.536%,-5.774%,-20.340%,-117.102%,-127.742%,-137.382%,-709.820%,-240.370%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-10.057%,-24.450%,-14.165%,-18.948%,-10.380%,-13.609%,-18.405%,-44.395%,-12.558%,-35.352%,-24.004%,-47.734%,-18.649%,-67.524%,-18.259%,-98.530%,-15.481%,-51.740%,-137.011%,-142.345%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,109,000","-718,000","-20,889,000","1,294,000","491,330","6,144,000","4,429,000","-5,711,000","-5,700,000","8,287,000","3,156,000","3,115,000","435,000","554,000","-4,458,000","-33,679,000","-20,625,000","-29,472,000","-53,107,000","-51,437,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-7.846%,-1.841%,-46.111%,2.451%,0.870%,10.572%,7.914%,-9.934%,-9.280%,13.508%,5.549%,5.362%,0.903%,1.253%,-11.611%,-106.897%,-64.977%,-108.865%,-219.224%,-244.182%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,483,000","5,017,000","2,175,000","3,786,000","2,992,330","7,642,000","3,284,000","2,802,000","3,010,000","4,958,000","2,891,000","2,878,000","4,590,000","5,273,000","1,521,000","1,282,000","912,000","1,753,000","2,223,000","2,280,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-6,592,000","-5,735,000","-23,064,000","-2,492,000","-2,501,000","-1,498,000","1,145,000","-8,513,000","-8,710,000","3,329,000","265,000","237,000","-4,155,000","-4,719,000","-5,979,000","-34,961,000","-21,537,000","-31,225,000","-55,330,000","-53,717,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-16.636%,-14.706%,-50.913%,-4.720%,-4.426%,-2.578%,2.046%,-14.808%,-14.181%,5.426%,0.466%,0.408%,-8.629%,-10.672%,-15.573%,-110.966%,-67.850%,-115.341%,-228.400%,-255.006%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"39,624,000","38,998,000","45,301,000","52,798,000","56,502,000","58,115,000","55,963,000","57,489,000","61,419,000","61,351,000","56,879,000","58,097,000","48,152,000","44,217,000","38,393,000","31,506,000","31,742,000","27,072,000","24,225,000","21,065,000",Upgrade,Financials in USD,Fiscal year is January - December
