Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"523,138,891","522,779,643","520,167,183","519,316,295","518,301,657","517,926,610","515,566,825","514,414,974","514,789,680","510,499,497","503,472,428","502,012,101","494,635,990","460,798,173","453,449,720","423,867,010","424,054,007","423,751,657","420,692,023","419,370,769",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"523,138,891","522,779,643","520,167,183","519,316,295","518,301,657","517,926,610","515,566,825","514,414,974","514,789,680","510,499,497","509,768,082","502,012,101","494,635,990","460,798,173","453,449,720","428,171,236","433,442,413","432,629,537","420,692,023","419,370,769",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.933%,0.937%,0.892%,0.953%,0.682%,1.455%,1.138%,2.471%,4.074%,10.786%,12.420%,17.246%,14.118%,6.511%,7.787%,2.098%,0.894%,3.196%,1.639%,1.617%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.000,-0.000,-0.000,-0.000,-0.001,-0.001,-0.000,-0.000,-0.001,-0.001,0.002,0.000,-0.000,-0.000,-0.001,0.005,0.001,0.001,-0.001,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.000,-0.000,-0.000,-0.000,-0.001,-0.001,-0.000,-0.000,-0.001,-0.001,0.002,0.000,-0.000,-0.000,-0.001,0.005,0.001,0.001,-0.001,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-99.330%,-,-,-,-,28.727%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"227,247","-167,862","241,523","286,515","-786,910","4,817","929,109","-592,295","-19,186","-97,275","-908,977","-234,952","298,003","21,612","-452,051","188,311","539,217","504,158","-89,805","-391,704",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.000,-0.000,0.000,0.001,-0.002,0.000,0.002,-0.001,-0.000,-0.000,-0.002,-0.000,0.001,0.000,-0.001,0.000,0.001,0.001,-0.000,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,62.415%,63.659%,64.250%,62.395%,61.423%,59.207%,57.615%,54.888%,53.187%,57.521%,59.725%,60.101%,61.554%,57.536%,58.276%,47.261%,65.964%,58.144%,58.535%,48.574%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,4.577%,-5.684%,-9.165%,-2.885%,-10.603%,-7.341%,-4.777%,-0.038%,-16.978%,-14.461%,-13.395%,8.446%,0.054%,0.533%,-22.611%,-29.935%,17.108%,-4.450%,-8.961%,-22.370%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,3.829%,-7.366%,-5.304%,-3.465%,-11.944%,-8.460%,-4.792%,-3.526%,-20.388%,-11.173%,44.704%,0.744%,-5.229%,-6.572%,-30.171%,104.164%,10.720%,10.619%,-18.088%,-28.161%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,5.791%,-5.297%,8.316%,9.104%,-26.962%,0.155%,30.073%,-18.800%,-0.688%,-3.995%,-32.377%,-10.251%,11.385%,0.783%,-22.687%,9.391%,18.826%,23.345%,-3.845%,-20.046%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"298,076","-63,671","-147,474","10,814","-209,458","-127,140","-47,295","97,790","-376,399","-255,191","-244,609","346,295","166,873","168,534","-297,954","-515,434","575,471","-38,615","-95,440","-355,994",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,7.595%,-2.009%,-5.077%,0.344%,-7.177%,-4.085%,-1.531%,3.104%,-13.495%,-10.481%,-8.713%,15.109%,6.375%,6.106%,-14.954%,-25.704%,20.091%,-1.788%,-4.086%,-18.218%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"118,471","116,453","118,722","101,621","100,002","101,320","100,277","98,982","97,154","96,918","131,434","152,703","165,451","153,812","152,574","84,842","85,457","57,486","113,870","81,122",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"179,605","-180,124","-266,196","-90,807","-309,460","-228,460","-147,572","-1,192","-473,553","-352,109","-376,043","193,592","1,422","14,722","-450,528","-600,276","490,014","-96,101","-209,310","-437,116",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,4.577%,-5.684%,-9.165%,-2.885%,-10.603%,-7.341%,-4.777%,-0.038%,-16.978%,-14.461%,-13.395%,8.446%,0.054%,0.533%,-22.611%,-29.935%,17.108%,-4.450%,-8.961%,-22.370%,Upgrade,Financials in USD,Fiscal year is January - December
