Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-19,630,000","-68,425,000","-57,563,000","-87,243,000","124,949,000","-102,314,000","293,857,000","-57,878,000","136,791,000","-45,837,000","-44,256,000","-18,955,000","-37,571,000","-34,177,000","-29,086,000","-13,198,000","-20,650,000","-38,222,000","3,554,000","-17,096,000",Upgrade,Financials in SEK,Fiscal year is January - December
Net Income Growth,-,-,-,-,-8.657%,-,-,-,-,-,-,-,-,-,-,-,-,-,-73.923%,-,Upgrade,Financials in SEK,Fiscal year is January - December
Shares Outstanding (Basic),"88,355,000","88,329,000","88,319,000","88,307,000","88,263,000","88,204,000","88,156,000","88,096,000","88,060,000","88,060,000","88,060,000","88,060,000","88,060,000","88,060,000","88,060,000","88,060,000","88,060,000","88,060,000","88,060,000","88,060,000",Upgrade,Financials in SEK,Fiscal year is January - December
Shares Outstanding (Diluted),"88,355,000","88,329,000","88,319,000","88,307,000","88,616,312","88,204,000","88,778,549","88,096,000","88,825,324","88,060,000","88,605,000","88,060,000","88,060,000","88,060,000","88,560,000","88,355,000","88,082,000","88,060,000","88,060,000","88,060,000",Upgrade,Financials in SEK,Fiscal year is January - December
Shares Change (YoY),-0.295%,0.142%,-0.518%,0.240%,-0.235%,0.164%,0.196%,0.041%,0.869%,-,0.051%,-0.334%,-0.025%,-,0.568%,0.335%,0.025%,0.308%,-,0.000%,Upgrade,Financials in SEK,Fiscal year is January - December
EPS (Basic),-0.222,-0.775,-0.652,-0.988,1.416,-1.160,3.333,-0.657,1.553,-0.521,-0.503,-0.215,-0.427,-0.388,-0.330,-0.150,-0.234,-0.434,0.040,-0.194,Upgrade,Financials in SEK,Fiscal year is January - December
EPS (Diluted),-0.222,-0.775,-0.652,-0.989,1.410,-1.160,3.310,-0.661,1.540,-0.521,-0.503,-0.215,-0.430,-0.390,-0.330,-0.151,-0.234,-0.434,0.040,-0.199,Upgrade,Financials in SEK,Fiscal year is January - December
EPS Growth,-,-,-,-,-8.442%,-,-,-,-,-,-,-,-,-,-,-,-,-,-73.333%,-,Upgrade,Financials in SEK,Fiscal year is January - December
Free Cash Flow,"-80,261,000","-94,299,000","-114,405,000","119,988,000","-52,654,000","-63,823,000","299,016,000","-70,943,000","111,829,000","-47,310,000","-39,659,000","-41,140,000","-36,272,000","-28,931,000","-37,500,000","-34,144,000","-12,729,000","-21,292,000","-36,650,000","-54,604,000",Upgrade,Financials in SEK,Fiscal year is January - December
Free Cash Flow Per Share,-0.908,-1.068,-1.295,1.359,-0.594,-0.724,3.368,-0.805,1.259,-0.537,-0.448,-0.467,-0.412,-0.329,-0.423,-0.386,-0.145,-0.242,-0.416,-0.620,Upgrade,Financials in SEK,Fiscal year is January - December
Gross Margin,89.446%,90.348%,92.456%,-285.563%,99.880%,98.374%,96.451%,-,85.889%,-221.909%,-258.908%,-288.894%,-196.097%,-69.889%,-27.471%,-48.920%,6.881%,-217.110%,73.664%,23.999%,Upgrade,Financials in SEK,Fiscal year is January - December
Operating Margin,-33.440%,-150.217%,-244.269%,-1123.177%,65.732%,-3710.126%,77.040%,-3021.242%,63.498%,-1012.142%,-1054.653%,-941.624%,-793.197%,-428.164%,-326.963%,-333.990%,-178.135%,-726.433%,10.262%,-64.596%,Upgrade,Financials in SEK,Fiscal year is January - December
Profit Margin,-25.616%,-137.278%,-194.214%,-1180.395%,59.831%,-3781.005%,74.692%,-3020.772%,62.492%,-1026.815%,-1064.102%,-446.000%,-801.258%,-434.767%,-328.136%,-146.938%,-180.318%,-771.227%,8.926%,-61.958%,Upgrade,Financials in SEK,Fiscal year is January - December
Free Cash Flow Margin,-104.734%,-189.188%,-385.995%,1623.434%,-25.213%,-2358.574%,76.003%,-3702.662%,51.088%,-1059.812%,-953.571%,-968.000%,-773.555%,-368.032%,-423.060%,-380.138%,-111.151%,-429.621%,-92.048%,-197.891%,Upgrade,Financials in SEK,Fiscal year is January - December
EBITDA,"-21,019,000","-70,267,000","-67,792,000","-78,172,000","141,864,000","-95,831,000","307,526,000","-54,034,000","142,643,000","-41,524,000","-40,389,000","-36,766,000","-33,875,000","-30,397,000","-25,707,000","-26,923,000","-17,551,000","-33,436,000","6,608,000","-15,800,000",Upgrade,Financials in SEK,Fiscal year is January - December
EBITDA Margin,-27.428%,-140.974%,-228.726%,-,67.930%,-,78.166%,-,65.165%,-,-,-,-,-,-290.016%,-299.744%,-153.257%,-,16.596%,-57.261%,Upgrade,Financials in SEK,Fiscal year is January - December
D&A For EBITDA,"4,607,000","4,607,000","4,607,000","4,842,000","4,590,000","4,565,000","4,430,000","3,853,000","3,649,000","3,658,000","3,474,000","3,253,000","3,318,000","3,261,000","3,275,000","3,076,000","2,849,000","2,566,000","2,522,000","2,024,000",Upgrade,Financials in SEK,Fiscal year is January - December
EBIT,"-25,626,000","-74,874,000","-72,399,000","-83,014,000","137,274,000","-100,396,000","303,096,000","-57,887,000","138,994,000","-45,182,000","-43,863,000","-40,019,000","-37,193,000","-33,658,000","-28,982,000","-29,999,000","-20,400,000","-36,002,000","4,086,000","-17,824,000",Upgrade,Financials in SEK,Fiscal year is January - December
EBIT Margin,-33.440%,-150.217%,-244.269%,-,65.732%,-,77.040%,-,63.498%,-,-,-,-,-,-,-,-178.135%,-,10.262%,-64.596%,Upgrade,Financials in SEK,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,11.130%,-,3.315%,-,0.003%,-,-,-,-,-,-,-,-,-,22.773%,-,Upgrade,Financials in SEK,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,"218,894,000","4,463,000","4,159,000","5,275,000","4,689,000","7,861,000","8,863,000","9,719,000","11,452,000","4,956,000","39,816,000","26,456,000",Upgrade,Financials in SEK,Fiscal year is January - December
