Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+5 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,-,-,-,-,-,-,-,-,"389,143","216,361","868,275","726,486","880,357","685,246",-,-,"22,717",-,"9,531","13,186",Upgrade,Financials in CAD,Fiscal year is September - August
Earnings From Equity Investments,-,-,-,-,"-1,250",-,"-7,500","-8,972","-217,925","-19,450","-16,076","-26,061","-61,436","-30,617",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Currency Exchange Gain (Loss),"2,011","-24,057","11,711","5,557",-850,"-27,842","-32,247","-59,372","-47,851","-22,775","-16,309","-27,980","-40,254","5,213","-64,460","-8,112","9,412","-10,075","-7,234","-11,241",Upgrade,Financials in CAD,Fiscal year is September - August
Other Non Operating Income (Expenses),"-40,982",-,-,-,"7,104","14,309","22,968",-,"-1,548,170","-1,359,373","-2,866,408","-3,960,603","-1,530,751","-6,915,577",-,-,"-22,717",-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
EBT Excluding Unusual Items,"-549,406","-651,008","-595,474","-568,027","-1,106,885","-394,475","-1,001,973","-988,347","-2,586,747","-1,973,345","-3,061,138","-4,430,696","-2,058,616","-7,531,678","-2,568,743","-1,296,593","-1,381,618","-391,462","-1,140,557","-683,274",Upgrade,Financials in CAD,Fiscal year is September - August
Gain (Loss) on Sale of Investments,-,-,-,-,"-664,274",-,-,-,"-17,321","11,711","-51,496","-143,820","-204,593","-257,222",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Asset Writedown,"-2,593,677",-,-,-,-,-,-,-,-,-,-,-,"-7,345,387",-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Other Unusual Items,"345,659","224,206",-,-,"600,319","82,374",-,"-1,029,088",-,-,-,-,"-2,597,023",-,"-4,500","19,875","-64,731",-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Pretax Income,"-2,797,424","-426,802","-595,474","-568,027","-1,170,840","-312,101","-1,001,973","-2,017,435","-2,604,068","-1,961,634","-3,112,634","-4,574,516","-12,205,619","-7,788,900","-2,573,243","-1,276,718","-1,446,349","-391,462","-1,140,557","-683,274",Upgrade,Financials in CAD,Fiscal year is September - August
Income Tax Expense,"33,000",-,-,-,"205,000",-,-,-,-,-,-,-,"179,527","-1,203,215",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Earnings From Continuing Operations,"-2,830,424","-426,802","-595,474","-568,027","-1,375,840","-312,101","-1,001,973","-2,017,435","-2,604,068","-1,961,634","-3,112,634","-4,574,516","-12,385,146","-6,585,685","-2,573,243","-1,276,718","-1,446,349","-391,462","-1,140,557","-683,274",Upgrade,Financials in CAD,Fiscal year is September - August
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,"-4,655,427","17,788,170","-1,889","31,526","10,753","73,461","141,355",-,Upgrade,Financials in CAD,Fiscal year is September - August
Net Income,"-2,830,424","-426,802","-595,474","-568,027","-1,375,840","-312,101","-1,001,973","-2,017,435","-2,604,068","-1,961,634","-3,112,634","-4,574,516","-17,040,573","11,202,485","-2,575,132","-1,245,192","-1,435,596","-318,001","-999,202","-683,274",Upgrade,Financials in CAD,Fiscal year is September - August
Net Income to Common,"-2,830,424","-426,802","-595,474","-568,027","-1,375,840","-312,101","-1,001,973","-2,017,435","-2,604,068","-1,961,634","-3,112,634","-4,574,516","-17,040,573","11,202,485","-2,575,132","-1,245,192","-1,435,596","-318,001","-999,202","-683,274",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Outstanding (Basic),"170,909,223","158,774,485","79,136,172","79,136,172","158,472,627","114,291,584","76,837,215","70,575,069","38,448,435","38,087,284","37,438,997","37,439,034","37,493,343","34,384,468","28,243,324","23,852,405","16,108,512","11,108,535","11,426,048","11,426,048",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Outstanding (Diluted),"170,909,223","158,774,485","79,136,172","79,136,172","158,472,627","114,291,584","76,837,215","70,575,069","38,448,435","38,087,284","37,438,997","37,439,034","37,493,343","34,715,113","28,243,324","23,852,405","16,108,512","11,108,535","11,426,048","11,426,048",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Change (YoY),7.848%,38.921%,2.992%,12.130%,312.169%,200.078%,105.233%,88.507%,2.547%,9.714%,32.559%,56.961%,132.755%,212.508%,147.184%,108.755%,77.186%,41.380%,53.901%,59.421%,Upgrade,Financials in CAD,Fiscal year is September - August
EPS (Basic),-0.017,-0.003,-0.008,-0.007,-0.009,-0.003,-0.013,-0.029,-0.068,-0.052,-0.083,-0.122,-0.454,0.326,-0.091,-0.052,-0.089,-0.029,-0.087,-0.060,Upgrade,Financials in CAD,Fiscal year is September - August
EPS (Diluted),-0.017,-0.003,-0.008,-0.007,-0.009,-0.003,-0.013,-0.029,-0.068,-0.052,-0.083,-0.122,-0.468,0.326,-0.091,-0.059,-0.091,-0.060,-0.087,-0.060,Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow,"-14,259","-321,981","-31,265","-94,788","-625,385","526,374","-574,889","-1,044,744","-564,156","-712,938","-794,580","-659,055","-842,497","-935,669","-1,673,529","-1,585,663","-614,716","-38,655",-,"-358,287",Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow Per Share,-0.000,-0.002,-0.000,-0.001,-0.004,0.005,-0.007,-0.015,-0.015,-0.019,-0.021,-0.018,-0.022,-0.027,-0.059,-0.066,-0.038,-0.003,-,-0.031,Upgrade,Financials in CAD,Fiscal year is September - August
Gross Margin,-,-,-,98.710%,97.143%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.805%,Upgrade,Financials in CAD,Fiscal year is September - August
Operating Margin,-,-,-,-404.791%,-130.463%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-380.311%,Upgrade,Financials in CAD,Fiscal year is September - August
Profit Margin,-,-,-,-417.038%,-163.686%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-386.196%,Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow Margin,-,-,-,-69.592%,-74.403%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-202.509%,Upgrade,Financials in CAD,Fiscal year is September - August
EBITDA,"-404,973","-562,119","-556,601","-523,109","-1,071,999","-341,259","-983,649","-918,783","-1,159,388",-,-,-,"-1,252,557","-1,221,968","-2,451,739","-1,235,937","-1,337,055","-281,749","-1,050,917","-535,452",Upgrade,Financials in CAD,Fiscal year is September - August
EBITDA Margin,-,-,-,-,-127.538%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
D&A For EBITDA,-,"28,236","28,237","28,236","24,590","17,339",547,"1,220","2,556",-,-,-,"53,975","53,975","52,544","52,544","53,975","99,638","91,937","137,409",Upgrade,Financials in CAD,Fiscal year is September - August
EBIT,"-404,973","-590,355","-584,838","-551,345","-1,096,589","-358,598","-984,196","-920,003","-1,161,944","-788,108","-1,030,620","-1,142,538","-1,306,532","-1,275,943","-2,504,283","-1,288,481","-1,391,030","-381,387","-1,142,854","-672,861",Upgrade,Financials in CAD,Fiscal year is September - August
EBIT Margin,-,-,-,-,-130.463%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"176,924",Upgrade,Financials in CAD,Fiscal year is September - August
Advertising Expenses,-,"2,450","2,450","2,450",-,"79,905","114,176","60,000",-,"65,721","11,573","91,417",-,"215,838","849,528","603,236",-,-,"452,532","242,718",Upgrade,Financials in CAD,Fiscal year is September - August
