Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+18 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,"245,461",-,-,-,-,-,-,-,-,-,-,-,"305,117",-,-,-,-,-,-,"137,833",Upgrade,Financials in CAD,Fiscal year is September - August
Pretax Income,"-421,434","1,443,908","-1,003,902","-521,554","-2,526,391","-1,127,296","-1,247,487","-1,880,026","-2,217,177","-800,161","-1,835,992","-1,200,560","-240,267","-1,673,993","-2,385,372","-3,434,448","-2,987,670","-4,594,055","-787,403","-166,337",Upgrade,Financials in CAD,Fiscal year is September - August
Net Income,"-421,434","1,443,908","-1,003,902","-521,554","-2,526,391","-1,127,296","-1,247,487","-1,880,026","-2,217,177","-800,161","-1,835,992","-1,200,560","-240,267","-1,673,993","-2,385,372","-3,434,448","-2,987,670","-4,594,055","-787,403","-166,337",Upgrade,Financials in CAD,Fiscal year is September - August
Net Income to Common,"-421,434","1,443,908","-1,003,902","-521,554","-2,526,391","-1,127,296","-1,247,487","-1,880,026","-2,217,177","-800,161","-1,835,992","-1,200,560","-240,267","-1,673,993","-2,385,372","-3,434,448","-2,987,670","-4,594,055","-787,403","-166,337",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Outstanding (Basic),"23,387,587","21,779,909","19,217,328","15,775,757","30,344,831","11,099,688","9,613,822","9,514,789","7,711,740","6,699,472","6,699,472","6,699,472","6,704,628","6,655,844","5,774,476","5,580,520","4,779,747","4,154,084","2,942,265","2,204,830",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Outstanding (Diluted),"23,387,587","22,284,909","19,217,328","15,775,757","30,344,831","11,099,688","9,613,822","9,514,789","7,711,740","6,699,472","6,699,472","6,699,472","6,704,628","6,655,844","5,774,476","5,580,520","4,779,747","4,154,084","2,942,265","2,204,830",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Change (YoY),-22.927%,100.771%,99.893%,65.802%,293.489%,65.680%,43.501%,42.023%,15.021%,0.655%,16.019%,20.051%,40.272%,60.224%,96.260%,153.104%,152.235%,119.354%,57.055%,48.530%,Upgrade,Financials in CAD,Fiscal year is September - August
EPS (Basic),-0.018,0.066,-0.052,-0.033,-0.083,-0.102,-0.130,-0.198,-0.288,-0.119,-0.274,-0.179,-0.036,-0.252,-0.413,-0.615,-0.625,-1.106,-0.268,-0.075,Upgrade,Financials in CAD,Fiscal year is September - August
EPS (Diluted),-0.018,0.060,-0.052,-0.033,-0.084,-0.102,-0.130,-0.198,-0.288,-0.119,-0.274,-0.179,-0.036,-0.252,-0.413,-0.615,-0.625,-1.106,-0.268,-0.075,Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow,"-632,486","-1,785,802","-239,045","-52,244","-572,707","-732,939","-440,223","-807,139","-1,471,616","-929,939","-850,116","338,930","-814,315","-1,807,047","-1,778,779","-3,422,476","-3,225,353","-2,224,459","-755,004","-405,117",Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow Per Share,-0.027,-0.080,-0.012,-0.003,-0.019,-0.066,-0.046,-0.085,-0.191,-0.139,-0.127,0.051,-0.121,-0.271,-0.308,-0.613,-0.675,-0.535,-0.257,-0.184,Upgrade,Financials in CAD,Fiscal year is September - August
EBITDA,"-373,994","-436,212","-972,713","-495,675","-937,769","-1,049,825","-1,187,677","-1,806,188","-2,114,801","-743,173","-1,754,115",-,-,-,-,-,"-2,939,687","-4,491,600","-770,734","-222,298",Upgrade,Financials in CAD,Fiscal year is September - August
D&A For EBITDA,"5,407","6,085","7,642","7,428","13,339","12,832","12,536","11,691","28,382","1,966","2,294",-,-,-,-,-,"6,749","6,749","6,749","6,749",Upgrade,Financials in CAD,Fiscal year is September - August
EBIT,"-379,401","-442,297","-980,355","-503,103","-951,108","-1,062,657","-1,200,213","-1,817,879","-2,143,183","-745,139","-1,756,409","-1,168,467","-528,967","-1,644,262","-2,321,957","-3,382,626","-2,946,436","-4,498,349","-777,483","-229,047",Upgrade,Financials in CAD,Fiscal year is September - August
