Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-4,081,000","-3,363,000","-4,446,500","-4,446,500","-4,255,000","-3,849,500","-1,706,000","-1,706,000","-1,840,000","7,235,500","-1,496,000","-1,496,000","-2,439,000","-2,832,500","-7,371,000","-7,371,000","-6,062,000","-6,370,500","-5,308,000","-5,703,000",Upgrade,Financials in EUR,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,106,000","-1,106,000",-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,"-16,500","-16,500",-,-,"-79,000","-79,000",-,-,"358,000","358,000",-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,"-10,200,000","-10,200,000",-,-,"-765,000","-765,000",-,-,-,-,-,-,"4,676,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,"31,000","31,000",-,-,"134,500","134,500","156,000","153,500","603,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"-4,081,000","-3,363,000","-4,446,500","-4,446,500","-4,255,000","-3,849,500","-11,922,500","-11,922,500","-1,840,000","7,235,500","-2,309,000","-2,309,000","-2,439,000","-2,832,500","-7,984,500","-7,984,500","-5,906,000","-6,217,000","-29,000","-5,703,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,-,-,"157,000","157,000","-197,000","-364,500","-798,000","-798,000","552,000","276,000","-150,000","-150,000",-,-,"186,000","186,000",-,"50,000","-58,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"-4,081,000","-3,363,000","-4,603,500","-4,603,500","-4,058,000","-3,485,000","-11,124,500","-11,124,500","-2,392,000","6,959,500","-2,159,000","-2,159,000","-2,439,000","-2,832,500","-8,170,500","-8,170,500","-5,906,000","-6,267,000","29,000","-5,703,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"-4,081,000","-3,363,000","-4,603,500","-4,603,500","-4,058,000","-3,485,000","-11,124,500","-11,124,500","-2,392,000","6,959,500","-2,159,000","-2,159,000","-2,439,000","-2,832,500","-8,170,500","-8,170,500","-5,906,000","-6,267,000","29,000","-5,703,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"13,591,338","12,932,715","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,343","12,281,111",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"13,591,338","12,932,715","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,329","12,281,343","12,281,111",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),10.667%,5.304%,-,-,-,-,-,-,-,-,-,-,-,-,-0.000%,0.002%,0.008%,0.022%,-0.013%,0.033%,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),-0.300,-0.260,-0.375,-0.375,-0.330,-0.284,-0.906,-0.906,-0.195,0.567,-0.176,-0.176,-0.199,-0.231,-0.665,-0.665,-0.481,-0.510,0.002,-0.464,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),-0.300,-0.260,-0.375,-0.375,-0.330,-0.284,-0.906,-0.906,-0.195,0.567,-0.176,-0.176,-0.199,-0.231,-0.665,-0.665,-0.481,-0.510,0.002,-0.464,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"-3,695,000","-3,695,000","-3,702,000","-3,702,000","-4,189,500","-4,189,500","-3,025,500","-3,025,500","8,536,000","8,536,000","-1,724,500","-1,724,500","-3,715,000","-3,715,000","-4,858,500","-4,858,500","-7,776,500","-7,776,500",-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,-0.272,-0.286,-0.301,-0.301,-0.341,-0.341,-0.246,-0.246,0.695,0.695,-0.140,-0.140,-0.302,-0.302,-0.396,-0.396,-0.633,-0.633,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,77.145%,82.730%,75.724%,75.724%,71.355%,69.909%,80.412%,80.412%,75.453%,96.777%,88.221%,88.221%,83.737%,85.248%,70.155%,70.155%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,-281.194%,-148.347%,-295.488%,-295.488%,-265.613%,-240.633%,-49.572%,-49.572%,-76.648%,57.989%,-45.350%,-45.350%,-109.692%,-128.618%,-338.023%,-338.023%,-264.641%,-342.036%,-123.428%,-461.064%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,-280.096%,-150.268%,-310.000%,-310.000%,-261.806%,-227.480%,-373.118%,-373.118%,-105.794%,55.051%,-69.961%,-69.961%,-113.653%,-132.021%,-377.477%,-377.477%,-260.062%,-341.247%,0.807%,-439.707%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,-253.603%,-165.103%,-249.293%,-249.293%,-270.290%,-273.466%,-101.476%,-101.476%,377.532%,67.521%,-55.881%,-55.881%,-173.113%,-173.153%,-224.463%,-224.463%,-342.426%,-423.441%,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"-3,745,500","-2,968,500","-4,237,250","-4,175,667","-3,781,500","-3,351,000","8,692,500","8,692,500","-1,360,000","7,704,000","-643,000","-643,000","-1,822,500","-2,228,000","-6,248,500","-6,248,500","-5,391,000","-5,662,500","-4,077,500","-5,587,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,-257.069%,-132.641%,-285.337%,-281.190%,-243.968%,-218.734%,291.548%,291.548%,-60.150%,60.940%,-20.836%,-20.836%,-84.925%,-103.845%,-288.681%,-288.681%,-237.384%,-,-113.453%,-,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"351,500","351,500","150,750","212,333","335,500","335,500","10,170,500","10,170,500","373,000","373,000","756,500","756,500","531,500","531,500","1,068,000","1,068,000","619,000","619,000","358,500","393,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"-4,097,000","-3,320,000","-4,388,000","-4,388,000","-4,117,000","-3,686,500","-1,478,000","-1,478,000","-1,733,000","7,331,000","-1,399,500","-1,399,500","-2,354,000","-2,759,500","-7,316,500","-7,316,500","-6,010,000","-6,281,500","-4,436,000","-5,980,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,-281.194%,-148.347%,-295.488%,-295.488%,-265.613%,-240.633%,-49.572%,-49.572%,-76.647%,57.989%,-45.350%,-45.350%,-109.692%,-128.618%,-,-,-264.641%,-,-123.428%,-,Upgrade,Financials in EUR,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,3.814%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,837,500","-1,837,500","2,272,000","1,837,500","3,688,000","1,303,000",Upgrade,Financials in EUR,Fiscal year is January - December
