Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),"-1,063,491","1,063,491",-,"-2,661,121","-2,068,792","2,068,792",-,"50,051,335","-30,001,922","30,001,922",-,"-39,938,418","331,511","-331,511",-,"-11,674,181","468,949","-468,949",-,"-2,265,805",Upgrade,Financials in CNY,Fiscal year is January - December
Other Non Operating Income (Expenses),"-33,389,820","11,315,264","-722,777","-9,264,554","-14,788,064","-5,325,331","-9,331,798","-37,449,324","48,251,574","-13,024,618","1,426,039","27,034,655","-10,740,926","-20,330,069","4,161,890","41,976,315","-22,101,054","-12,417,051","-8,447,645","14,603,968",Upgrade,Financials in CNY,Fiscal year is January - December
EBT Excluding Unusual Items,"-310,380,266","-316,433,313","-319,879,959","-890,800,554","-360,998,256","-522,728,481","-598,428,638","-962,086,828","-705,802,829","-622,206,647","-376,981,999","-308,472,237","-392,130,705","-493,588,784","477,467,304","-571,790,193","-522,766,776","-403,592,939","-218,664,401","-302,552,056",Upgrade,Financials in CNY,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"12,782,883","-51,431,515","-8,552,082","-58,462,719","-34,877,853","-35,852,818","-19,984,002","-15,747,807","-12,542,272","-22,918,902",-,"-43,644,582","-4,093,373","125,661,410","-12,177,636","21,136,651","-1,872,785","25,035,106","-3,878,384","1,038,811",Upgrade,Financials in CNY,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-46,505","-10,782,878","23,721,355","28,285,741","89,529","510,895",-,"-9,824,730","75,911","32,119,901",-,"-27,008","29,227","650,033","126,721","1,123,453",-,-,-,"-638,484",Upgrade,Financials in CNY,Fiscal year is January - December
Asset Writedown,"-3,023,013","-6,937,656","6,318,900","35,245,743","-34,904,504","18,699,985","-19,041,224","18,600,893","-18,600,893","2,804,902","-2,804,902","14,231,351","-14,231,351","4,100,212","-4,100,212","2,442,057","-2,393,748","-48,309",-,"813,093",Upgrade,Financials in CNY,Fiscal year is January - December
Other Unusual Items,"180,725","-2,023,142","1,842,417","1,552,559",-,-,-,"18,731,942",-,-,-,"55,199,174",-,-,-,"2,841,020",-,-,-,"4,174,976",Upgrade,Financials in CNY,Fiscal year is January - December
Pretax Income,"-300,486,176","-387,608,504","-296,549,369","-884,179,230","-430,691,084","-539,370,419","-637,453,864","-950,326,530","-736,870,083","-610,200,746","-379,786,901","-282,713,302","-410,426,202","-363,177,129","461,316,177","-544,247,012","-527,033,309","-378,606,142","-222,542,785","-297,163,660",Upgrade,Financials in CNY,Fiscal year is January - December
Income Tax Expense,"530,475","452,570","3,098,595","96,381,176","-1,891,717","-52,660,838","2,166,076","-100,788,011","-1,766,747","-31,953,728","41,401,697","55,693,726","-8,952,658","4,797,198","83,995,189","8,694,800","-10,901,023","-8,432,037","6,816,327","4,757,698",Upgrade,Financials in CNY,Fiscal year is January - December
Earnings From Continuing Operations,"-301,016,651","-388,061,074","-299,647,964","-980,560,406","-428,799,367","-486,709,581","-639,619,940","-849,538,519","-735,103,336","-578,247,018","-421,188,598","-338,407,028","-401,473,544","-367,974,327","377,320,988","-552,941,812","-516,132,286","-370,174,105","-229,359,112","-301,921,358",Upgrade,Financials in CNY,Fiscal year is January - December
Net Income to Company,"-301,016,651","-388,061,074","-299,647,964","-980,560,406","-428,799,367","-486,709,581","-639,619,940","-849,538,519","-735,103,336","-578,247,018","-421,188,598","-338,407,028","-401,473,544","-367,974,327","377,320,988","-552,941,812","-516,132,286","-370,174,105","-229,359,112","-301,921,358",Upgrade,Financials in CNY,Fiscal year is January - December
Minority Interest in Earnings,"19,202,775","26,135,476","16,618,882","103,946,949","19,393,368","32,729,479","96,187,641","56,218,199","52,778,781","62,237,494","24,793,114","9,623,875",1,-,293,-,-1,98,391,"11,780",Upgrade,Financials in CNY,Fiscal year is January - December
Net Income,"-281,813,876","-361,925,598","-283,029,082","-876,613,457","-409,405,999","-453,980,102","-543,432,299","-793,320,320","-682,324,555","-516,009,524","-396,395,484","-328,783,153","-401,473,543","-367,974,327","377,321,281","-552,941,812","-516,132,287","-370,174,007","-229,358,721","-301,909,578",Upgrade,Financials in CNY,Fiscal year is January - December
Net Income to Common,"-281,813,876","-361,925,598","-283,029,082","-876,613,457","-409,405,999","-453,980,102","-543,432,299","-793,320,320","-682,324,555","-516,009,524","-396,395,484","-328,783,153","-401,473,543","-367,974,327","377,321,281","-552,941,812","-516,132,287","-370,174,007","-229,358,721","-301,909,578",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Outstanding (Basic),"973,296,047","1,008,513,587","975,962,351","985,584,206","976,293,210","987,015,335","988,058,725","940,100,788","909,012,092","923,911,189","900,898,827","886,457,729","804,199,579","991,899,449","877,491,351","879,985,121","830,192,399","786,825,563","790,892,141","769,460,666",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Outstanding (Diluted),"973,296,047","1,008,513,587","975,962,351","985,584,206","976,293,210","987,015,335","988,058,725","940,100,788","909,012,092","923,911,189","900,898,827","886,457,729","804,199,579","991,899,449","877,491,351","879,985,121","830,192,399","786,825,563","790,892,141","769,460,666",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Change (YoY),-0.307%,2.178%,-1.224%,4.838%,7.402%,6.830%,9.675%,6.051%,13.033%,-6.854%,2.668%,0.736%,-3.131%,26.063%,10.950%,14.364%,7.418%,-2.071%,2.825%,-,Upgrade,Financials in CNY,Fiscal year is January - December
EPS (Basic),-0.290,-0.359,-0.290,-0.889,-0.419,-0.460,-0.550,-0.844,-0.751,-0.559,-0.440,-0.371,-0.499,-0.371,0.430,-0.628,-0.622,-0.470,-0.290,-0.392,Upgrade,Financials in CNY,Fiscal year is January - December
EPS (Diluted),-0.290,-0.359,-0.290,-0.889,-0.419,-0.460,-0.550,-0.844,-0.751,-0.559,-0.440,-0.371,-0.499,-0.371,0.430,-0.628,-0.622,-0.470,-0.290,-0.392,Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow,"-473,166,069","-672,196,251","-588,868,773","-568,779,960","-841,624,796","-581,260,556","-845,891,319","-768,522,638","-791,944,117","-1,083,047,073","473,361,116","-305,994,717","-747,122,075","-627,388,812","173,681,027","-568,007,611","-713,609,330","-289,901,812","-465,328,301","-476,101,190",Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow Per Share,-0.486,-0.667,-0.603,-0.577,-0.862,-0.589,-0.856,-0.817,-0.871,-1.172,0.525,-0.345,-0.929,-0.633,0.198,-0.645,-0.860,-0.368,-0.588,-0.619,Upgrade,Financials in CNY,Fiscal year is January - December
Gross Margin,78.144%,72.558%,71.614%,42.346%,84.742%,51.031%,66.486%,57.904%,60.769%,50.780%,73.841%,61.109%,53.595%,62.080%,82.633%,71.224%,73.246%,81.665%,89.424%,88.737%,Upgrade,Financials in CNY,Fiscal year is January - December
Operating Margin,-56.808%,-80.591%,-84.409%,-187.108%,-114.062%,-130.253%,-238.713%,-417.887%,-269.461%,-204.881%,-60.863%,-23.472%,-63.509%,-93.924%,29.295%,-103.073%,-113.797%,-95.002%,-124.516%,-125.437%,Upgrade,Financials in CNY,Fiscal year is January - December
Profit Margin,-58.089%,-89.309%,-74.324%,-169.856%,-129.250%,-109.512%,-212.982%,-337.424%,-250.548%,-163.021%,-62.968%,-25.166%,-66.475%,-73.693%,23.362%,-94.687%,-118.380%,-91.879%,-133.318%,-121.753%,Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow Margin,-97.531%,-165.871%,-154.638%,-110.209%,-265.702%,-140.215%,-331.521%,-326.877%,-290.800%,-342.163%,75.194%,-23.422%,-123.706%,-125.645%,10.753%,-97.267%,-163.673%,-71.955%,-270.478%,-192.000%,Upgrade,Financials in CNY,Fiscal year is January - December
EBITDA,"-210,405,557","-261,326,619","-256,237,225","-900,454,256","-302,429,979","-476,342,094","-550,218,427","-923,628,832","-681,398,221","-590,711,988","-330,708,099","-254,208,490","-353,733,650","-418,805,661","502,969,945","-572,086,486","-485,144,271","-365,713,694","-203,208,069","-300,037,918",Upgrade,Financials in CNY,Fiscal year is January - December
EBITDA Margin,-43.370%,-64.485%,-67.288%,-174.475%,-95.478%,-114.906%,-215.641%,-,-250.207%,-186.621%,-52.533%,-19.458%,-58.570%,-83.873%,31.141%,-97.965%,-111.273%,-90.772%,-118.117%,-120.998%,Upgrade,Financials in CNY,Fiscal year is January - December
D&A For EBITDA,"65,195,339","65,271,245","65,195,339","65,195,339","58,868,282","63,619,213","58,868,282","58,868,282","52,434,636","57,796,563","52,434,636","52,434,636","29,828,495","50,187,277","29,828,495","29,828,495","11,007,779","17,041,143","11,007,779","11,007,779",Upgrade,Financials in CNY,Fiscal year is January - December
EBIT,"-275,600,896","-326,597,864","-321,432,564","-965,649,595","-361,298,261","-539,961,307","-609,086,709","-982,497,114","-733,832,857","-648,508,551","-383,142,735","-306,643,126","-383,562,145","-468,992,938","473,141,450","-601,914,981","-496,152,050","-382,754,837","-214,215,848","-311,045,697",Upgrade,Financials in CNY,Fiscal year is January - December
EBIT Margin,-56.808%,-80.591%,-84.409%,-187.108%,-114.062%,-130.253%,-238.713%,-,-269.461%,-204.881%,-60.863%,-23.471%,-63.509%,-93.924%,29.294%,-103.073%,-113.797%,-95.002%,-124.516%,-125.437%,Upgrade,Financials in CNY,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.208%,-,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
Revenue as Reported,"485,143,734","405,252,004","380,804,271","516,092,348","316,754,900","414,548,145","255,154,522","235,110,848","272,333,274","316,529,455","629,519,132","1,306,444,237","603,948,192","499,332,865","1,615,115,584","583,968,547","435,995,754","402,893,030","172,039,232","247,969,366",Upgrade,Financials in CNY,Fiscal year is January - December
