Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),-,"261,000",-,-,-,"2,000","27,000","-6,000",-,"6,000",-,"-25,000",-,"25,000",-,"1,656,000",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
EBT Excluding Unusual Items,"-2,793,000","-5,081,000","-2,131,000","-3,505,000","931,000","-390,000","-226,000","-2,550,000","-489,000","-3,825,000","-482,000","-2,528,000","-3,227,000","-903,000","-262,000","1,974,000","-272,000","-778,000","-1,298,000",-,Upgrade,Financials in CAD,Fiscal year is December - November
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,"-910,000",-,-,-,"-6,586,000",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Gain (Loss) on Sale of Investments,"11,000","56,000","-6,000","3,000",-,-,"3,000","-3,000","5,000","-45,000","-117,000","-74,000",-,-,-,"-253,000","-8,000",-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,"7,000",-,-,-,"-642,000",-,-,-,"331,000",-,-,"261,000",-,Upgrade,Financials in CAD,Fiscal year is December - November
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,"-4,900,000",-,-,-,"-1,798,000",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Legal Settlements,-,-,-,-,-,-,-,-,-,"26,000","104,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Other Unusual Items,"-163,000",-,"-614,000","-27,000",-,-,-,"-1,600,000","2,715,000",-,-,"159,000","581,000","-641,000","515,000","-118,000",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Pretax Income,"-2,945,000","-5,025,000","-2,751,000","-3,529,000","931,000","-390,000","-223,000","-4,146,000","2,231,000","-3,844,000","-495,000","-8,895,000","-2,646,000","-1,544,000","253,000","-6,450,000","-280,000","-778,000","-1,037,000",-,Upgrade,Financials in CAD,Fiscal year is December - November
Income Tax Expense,-,"-1,293,000",-,"2,178,000",-,-,-,"364,000",-,-,-,"-1,199,000",-,-,-,"1,199,000",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Earnings From Continuing Operations,"-2,945,000","-3,732,000","-2,751,000","-5,707,000","931,000","-390,000","-223,000","-4,510,000","2,231,000","-3,844,000","-495,000","-7,696,000","-2,646,000","-1,544,000","253,000","-7,649,000","-280,000","-778,000","-1,037,000",-,Upgrade,Financials in CAD,Fiscal year is December - November
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,"9,000","-42,000","-132,000","562,000","-284,000",-,-,"-144,000",-,Upgrade,Financials in CAD,Fiscal year is December - November
Net Income to Company,"-2,945,000","-3,732,000","-2,751,000","-5,707,000","931,000","-390,000","-223,000","-4,510,000","2,231,000","-3,844,000","-495,000","-7,687,000","-2,688,000","-1,676,000","815,000","-7,933,000","-280,000","-778,000","-1,181,000",-,Upgrade,Financials in CAD,Fiscal year is December - November
Minority Interest in Earnings,-,-,-,"139,000",-,"-28,000","132,000","-579,000","-345,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Net Income,"-2,945,000","-3,732,000","-2,751,000","-5,568,000","931,000","-418,000","-91,000","-5,089,000","1,886,000","-3,844,000","-495,000","-7,687,000","-2,688,000","-1,676,000","815,000","-7,933,000","-280,000","-778,000","-1,181,000",-,Upgrade,Financials in CAD,Fiscal year is December - November
Net Income to Common,"-2,945,000","-3,732,000","-2,751,000","-5,568,000","931,000","-418,000","-91,000","-5,089,000","1,886,000","-3,844,000","-495,000","-7,687,000","-2,688,000","-1,676,000","815,000","-7,933,000","-280,000","-778,000","-1,181,000",-,Upgrade,Financials in CAD,Fiscal year is December - November
Net Income Growth,-,-,-,-,-50.636%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Shares Outstanding (Basic),"10,456,120","9,442,685","8,709,772","9,113,775","8,596,797","8,484,607","7,200,950","6,707,365","7,041,230","6,712,343","6,683,427","4,328,427","6,649,443","6,241,906","4,708,375","7,332,856","3,538,496","3,440,330","3,358,570",-,Upgrade,Financials in CAD,Fiscal year is December - November
Shares Outstanding (Diluted),"10,456,120","9,442,685","8,709,772","9,113,775","8,711,191","8,484,607","7,200,950","6,707,365","7,041,230","6,712,343","6,683,427","4,328,427","6,649,443","6,241,906","4,708,375","7,332,856","3,538,496","3,440,330","3,358,570",-,Upgrade,Financials in CAD,Fiscal year is December - November
Shares Change (YoY),20.031%,11.292%,20.953%,35.877%,23.717%,26.403%,7.743%,54.961%,5.892%,7.537%,41.948%,-40.972%,87.917%,81.433%,40.190%,-,-13.937%,-2.370%,11.647%,-,Upgrade,Financials in CAD,Fiscal year is December - November
EPS (Basic),-0.282,-0.395,-0.316,-0.611,0.108,-0.049,-0.013,-0.759,0.268,-0.573,-0.074,-1.776,-0.404,-0.269,0.173,-1.082,-0.079,-0.226,-0.352,-,Upgrade,Financials in CAD,Fiscal year is December - November
EPS (Diluted),-0.282,-0.395,-0.316,-0.611,0.108,-0.049,-0.013,-0.759,0.268,-0.573,-0.074,-1.776,-0.404,-0.269,0.173,-1.082,-0.079,-0.226,-0.352,-,Upgrade,Financials in CAD,Fiscal year is December - November
EPS Growth,-,-,-,-,-59.568%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Free Cash Flow,"-696,000","1,225,000","1,168,000","528,000","1,298,000","421,000","-387,000","-413,000","-157,000","-2,180,000","-2,154,000","-1,881,000","-994,000","-3,172,000","-170,000","-1,279,000","624,000","274,000","-1,339,000",-,Upgrade,Financials in CAD,Fiscal year is December - November
Free Cash Flow Per Share,-0.067,0.130,0.134,0.058,0.149,0.050,-0.054,-0.062,-0.022,-0.325,-0.322,-0.435,-0.149,-0.508,-0.036,-0.174,0.176,0.080,-0.399,-,Upgrade,Financials in CAD,Fiscal year is December - November
Gross Margin,11.849%,-21.978%,11.107%,21.641%,77.754%,41.923%,42.552%,5.226%,49.419%,20.864%,16.559%,1.623%,-44.176%,54.068%,88.223%,115.190%,56.977%,122.552%,36.165%,-,Upgrade,Financials in CAD,Fiscal year is December - November
Operating Margin,-29.699%,-60.941%,-20.443%,-61.389%,19.735%,3.318%,0.313%,-32.037%,-12.159%,-109.769%,-25.042%,-118.539%,-108.828%,-5.045%,18.680%,43.623%,0.917%,-15.811%,-34.964%,-,Upgrade,Financials in CAD,Fiscal year is December - November
Profit Margin,-34.790%,-45.018%,-34.064%,-115.089%,14.343%,-5.234%,-1.295%,-64.239%,47.674%,-94.354%,-11.794%,-328.364%,-98.462%,-68.186%,41.371%,-351.329%,-13.520%,-62.440%,-50.665%,-,Upgrade,Financials in CAD,Fiscal year is December - November
Free Cash Flow Margin,-8.222%,14.777%,14.463%,10.914%,19.997%,5.272%,-5.506%,-5.213%,-3.969%,-53.510%,-51.322%,-80.350%,-36.410%,-129.048%,-8.629%,-56.643%,30.130%,21.990%,-57.443%,-,Upgrade,Financials in CAD,Fiscal year is December - November
EBITDA,"-1,581,000","-4,078,000","-457,000","-2,356,000","3,722,000","1,572,000","1,473,000","-2,436,000","-60,000","-4,051,000","-631,000","-2,590,908","-2,352,000","190,000","652,000","1,081,750","201,778","2,037","-598,900",-,Upgrade,Financials in CAD,Fiscal year is December - November
EBITDA Margin,-18.677%,-49.192%,-5.659%,-48.698%,57.341%,19.684%,20.956%,-30.750%,-1.517%,-99.435%,-15.035%,-110.675%,-86.154%,7.730%,33.096%,47.907%,9.743%,0.163%,-25.693%,-,Upgrade,Financials in CAD,Fiscal year is December - November
D&A For EBITDA,"933,000","974,000","1,194,000","614,000","2,441,000","1,307,000","1,451,000","102,000","421,000","421,000","420,000","184,092","619,000","314,000","284,000","96,750","182,778","199,037","216,100","578,000",Upgrade,Financials in CAD,Fiscal year is December - November
EBIT,"-2,514,000","-5,052,000","-1,651,000","-2,970,000","1,281,000","265,000","22,000","-2,538,000","-481,000","-4,472,000","-1,051,000","-2,775,000","-2,971,000","-124,000","368,000","985,000","19,000","-197,000","-815,000",-,Upgrade,Financials in CAD,Fiscal year is December - November
EBIT Margin,-29.699%,-60.941%,-20.443%,-61.389%,19.735%,3.318%,0.313%,-32.037%,-12.159%,-109.769%,-25.042%,-118.539%,-108.828%,-5.045%,18.680%,43.623%,0.917%,-15.810%,-34.964%,-,Upgrade,Financials in CAD,Fiscal year is December - November
Revenue as Reported,"8,465,000","8,290,000","8,076,000","4,838,000","6,491,000","7,986,000","7,029,000","7,922,000","3,956,000","4,074,000","4,197,000","2,341,000","2,730,000","2,458,000","1,970,000","2,258,000","2,071,000","1,246,000","2,331,000",-,Upgrade,Financials in CAD,Fiscal year is December - November
