Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Diluted),"411,070,282","404,780,792","403,684,925","441,495,810","398,523,941","388,229,366","276,861,109","294,977,770","264,333,333","299,566,666","248,566,666","291,734,361","245,200,000","236,240,000","198,100,000","145,712,442","136,018,181","167,700,000","131,446,153","115,131,768",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),3.148%,4.263%,45.808%,49.671%,50.766%,29.597%,11.383%,1.112%,7.803%,26.806%,25.475%,100.212%,80.270%,40.871%,50.708%,26.561%,-19.421%,-16.108%,26.743%,15.782%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.007,-0.006,-0.009,-0.007,-0.011,-0.007,-0.011,-0.019,-0.030,-0.030,-0.030,-0.075,-0.030,-0.050,-0.070,-0.212,-0.110,-0.020,-0.130,-0.028,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.007,-0.006,-0.009,-0.007,-0.011,-0.007,-0.011,-0.019,-0.030,-0.030,-0.030,-0.075,-0.030,-0.050,-0.070,-0.212,-0.110,-0.020,-0.130,-0.028,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-695,000","-1,662,000","-1,547,000","1,355,000","-3,492,000","-7,597,000","-3,076,000","-477,000","-3,203,000","-7,506,000","-5,746,000","-4,251,000","-358,000","-3,134,000","-6,253,000","-7,414,000","-10,383,000","-8,595,000","-18,884,000","-8,459,000",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.002,-0.004,-0.004,0.003,-0.009,-0.020,-0.011,-0.002,-0.012,-0.025,-0.023,-0.015,-0.001,-0.013,-0.032,-0.051,-0.076,-0.051,-0.144,-0.073,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,31.710%,34.145%,32.893%,50.816%,27.008%,8.536%,12.528%,2.208%,-16.387%,-13.205%,-9.575%,-60.770%,-35.438%,-142.429%,-13.976%,-,-215.140%,14.363%,-103.165%,28.215%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-27.853%,-23.382%,-26.394%,37.761%,-55.156%,-77.784%,-49.752%,-69.729%,-85.968%,-177.327%,-160.775%,-231.308%,-160.822%,-200.039%,-132.539%,-445.081%,-333.495%,-40.099%,-196.772%,-4.962%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-28.312%,-24.957%,-36.956%,-32.472%,-50.876%,-30.064%,-52.850%,-99.875%,-109.199%,-206.029%,-152.901%,-379.001%,-136.197%,-232.886%,-252.357%,-510.911%,-302.446%,-24.098%,-154.099%,-9.925%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-7.093%,-16.058%,-15.833%,14.840%,-41.058%,-79.276%,-52.644%,-8.494%,-44.106%,-172.077%,-117.818%,-74.021%,-6.628%,-61.790%,-113.794%,-122.384%,-209.885%,-61.755%,-170.295%,-26.073%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-2,211,000","-1,705,000","-1,811,000","4,132,000","-4,074,000","-6,762,000","-2,417,000","-3,468,000","-5,489,000","-6,976,000","-7,022,000","-11,232,000","-7,792,000","-8,666,000","-6,407,000","-20,192,000","-15,193,000","-4,397,000","-20,694,000","-1,011,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-22.566%,-16.473%,-18.534%,45.252%,-47.901%,-70.562%,-41.366%,-61.752%,-75.585%,-159.927%,-143.982%,-195.577%,-144.269%,-170.860%,-116.597%,-,-,-31.592%,-186.617%,-3.116%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"518,000","715,000","768,000","684,000","617,000","692,000","490,000","448,000","754,000","759,000","819,000","2,052,000","894,000","1,480,000","876,000","6,771,000","1,305,000","1,184,000","1,126,000","599,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-2,729,000","-2,420,000","-2,579,000","3,448,000","-4,691,000","-7,454,000","-2,907,000","-3,916,000","-6,243,000","-7,735,000","-7,841,000","-13,284,000","-8,686,000","-10,146,000","-7,283,000","-26,963,000","-16,498,000","-5,581,000","-21,820,000","-1,610,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-27.853%,-23.382%,-26.394%,37.761%,-55.156%,-77.784%,-49.752%,-69.729%,-85.968%,-177.327%,-160.775%,-231.308%,-160.822%,-200.039%,-132.539%,-,-,-40.099%,-196.772%,-4.962%,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"9,798,000","10,350,000","9,771,000","33,062,000","8,505,000","9,583,000","5,843,000","22,117,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Advertising Expenses,"248,000","224,000","259,000",-,"277,000","349,000","373,000",-,"416,000","347,000","395,000",-,"137,000","67,000",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
