Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),"13,026,693","13,026,693","62,359,717","154,626,702","-24,789,854","40,758,191",Upgrade,Financials in CNY,Fiscal year is January - December
Other Non Operating Income (Expenses),"-364,958","-57,730,376","-31,777,018","-31,058,606","-81,155,264","-50,704,259",Upgrade,Financials in CNY,Fiscal year is January - December
EBT Excluding Unusual Items,"4,161,978,066","3,680,433,560","7,147,383,375","6,695,446,150","4,114,726,389","5,047,206,393",Upgrade,Financials in CNY,Fiscal year is January - December
Impairment of Goodwill,-,-,"-180,000,000","-150,000,000",-,"-75,000,000",Upgrade,Financials in CNY,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-1,401,245,401","-488,663,168","-2,498,368,490","-110,188,993","494,801,733","-650,791,914",Upgrade,Financials in CNY,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"1,777,691","5,563,773","125,602,287","-15,418,719","5,707,404","17,732,540",Upgrade,Financials in CNY,Fiscal year is January - December
Asset Writedown,"207,811,475","-42,144,661","-20,481,277","-171,012,443","-10,106,051","-14,980,946",Upgrade,Financials in CNY,Fiscal year is January - December
Other Unusual Items,"73,355,447","109,378,380","245,694","-206,155,403","72,714,882","201,586,562",Upgrade,Financials in CNY,Fiscal year is January - December
Pretax Income,"3,043,677,278","3,264,567,884","4,574,381,589","6,042,670,592","4,677,844,357","4,525,752,635",Upgrade,Financials in CNY,Fiscal year is January - December
Income Tax Expense,"283,905,747","369,504,452","626,917,464","1,066,401,219","737,864,579","782,231,353",Upgrade,Financials in CNY,Fiscal year is January - December
Earnings From Continuing Operations,"2,759,771,531","2,895,063,432","3,947,464,125","4,976,269,373","3,939,979,778","3,743,521,282",Upgrade,Financials in CNY,Fiscal year is January - December
Minority Interest in Earnings,"-645,929,282","-508,797,612","-216,659,537","-247,558,842","-277,166,834","-421,903,714",Upgrade,Financials in CNY,Fiscal year is January - December
Net Income,"2,113,842,249","2,386,265,820","3,730,804,588","4,728,710,531","3,662,812,944","3,321,617,568",Upgrade,Financials in CNY,Fiscal year is January - December
Net Income to Common,"2,113,842,249","2,386,265,820","3,730,804,588","4,728,710,531","3,662,812,944","3,321,617,568",Upgrade,Financials in CNY,Fiscal year is January - December
Net Income Growth,-40.916%,-36.039%,-21.103%,29.101%,10.272%,22.663%,Upgrade,Financials in CNY,Fiscal year is January - December
Shares Outstanding (Basic),"2,689,251,702","2,669,655,211","2,607,380,489","2,562,898,545","2,562,898,545","2,562,898,545",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Outstanding (Diluted),"2,689,251,702","2,669,908,361","2,607,384,979","2,562,898,545","2,562,898,545","2,562,898,545",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Change (YoY),0.417%,2.398%,1.736%,-,-,1.575%,Upgrade,Financials in CNY,Fiscal year is January - December
EPS (Basic),0.786,0.894,1.431,1.845,1.429,1.296,Upgrade,Financials in CNY,Fiscal year is January - December
EPS (Diluted),0.782,0.890,1.430,1.845,1.429,1.296,Upgrade,Financials in CNY,Fiscal year is January - December
EPS Growth,-41.404%,-37.762%,-22.496%,29.100%,10.272%,21.125%,Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow,"-206,942,116","-1,922,487,695","-1,671,267,968","-1,034,984,617","-1,857,344,706","-739,646,584",Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow Per Share,-0.077,-0.720,-0.641,-0.404,-0.725,-0.289,Upgrade,Financials in CNY,Fiscal year is January - December
Dividend Per Share,0.270,0.270,0.420,0.560,0.430,0.390,Upgrade,Financials in CNY,Fiscal year is January - December
Dividend Growth,-35.714%,-35.714%,-25.000%,30.233%,10.256%,21.875%,Upgrade,Financials in CNY,Fiscal year is January - December
Gross Margin,47.546%,47.544%,47.087%,47.978%,54.473%,59.574%,Upgrade,Financials in CNY,Fiscal year is January - December
Operating Margin,5.764%,2.861%,7.782%,6.503%,8.638%,8.325%,Upgrade,Financials in CNY,Fiscal year is January - December
Profit Margin,5.080%,5.764%,8.488%,12.121%,12.086%,11.620%,Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow Margin,-0.497%,-4.644%,-3.803%,-2.653%,-6.128%,-2.588%,Upgrade,Financials in CNY,Fiscal year is January - December
EBITDA,"5,450,696,223","3,837,500,476","5,540,964,865","4,183,679,757","4,083,090,419","3,675,761,306",Upgrade,Financials in CNY,Fiscal year is January - December
EBITDA Margin,13.099%,9.269%,12.607%,10.724%,13.472%,12.859%,Upgrade,Financials in CNY,Fiscal year is January - December
D&A For EBITDA,"3,052,422,862","2,653,170,694","2,120,834,470","1,646,872,198","1,465,056,095","1,296,061,558",Upgrade,Financials in CNY,Fiscal year is January - December
EBIT,"2,398,273,361","1,184,329,782","3,420,130,395","2,536,807,559","2,618,034,324","2,379,699,748",Upgrade,Financials in CNY,Fiscal year is January - December
EBIT Margin,5.763%,2.861%,7.782%,6.503%,8.638%,8.325%,Upgrade,Financials in CNY,Fiscal year is January - December
Effective Tax Rate,9.328%,11.319%,13.705%,17.648%,15.774%,17.284%,Upgrade,Financials in CNY,Fiscal year is January - December
