Fiscal Quarter,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,+1 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-594,803","-240,340","-135,693","-211,277","-492,605","-145,081","-180,056","-167,047","-103,858","-111,181","-72,062","50,230","-80,549","-89,221","-231,615","-364,459","-249,632","-469,340","-151,342","-163,595",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-594,803","-240,340","-135,693","-211,277","-492,605","-145,081","-180,056","-167,047","-103,858","-111,181","-72,062","50,230","-80,549","-89,221","-231,615","-364,459","-249,632","-469,340","-151,342","-163,595",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-96,725","-279,062",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-594,803","-240,340","-135,693","-211,277","-492,605","-145,081","-180,056","-167,047","-103,858","-111,181","-72,062","50,230","-80,549","-89,221","-231,615","-364,459","-249,632","-469,340","-248,067","-442,657",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,"3,548",-,-,-,-,-,-,-,-,-,-,-,-,-,"160,479",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-594,803","-240,340","-135,693","-211,277","-492,605","-148,629","-180,056","-167,047","-103,858","-111,181","-72,062","50,230","-80,549","-89,221","-231,615","-364,459","-249,632","-469,340","-248,067","-603,136",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"34,979,389","34,405,105","35,314,313","34,585,742","31,195,169","31,188,461","31,188,461","28,712,656","18,116,275","17,507,283","17,507,283","17,496,083","17,483,283","17,483,283","17,483,283","17,483,283","13,901,169","11,984,199","10,050,133","9,650,133",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"34,979,389","34,405,105","35,314,313","34,585,742","31,195,169","31,188,461","31,188,461","28,712,656","18,116,275","17,507,283","17,507,283","32,320,113","17,483,283","17,483,283","17,483,283","17,483,283","13,901,169","11,984,199","10,050,133","9,650,133",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),12.131%,10.314%,13.229%,20.455%,72.194%,78.146%,78.146%,-11.162%,3.621%,0.137%,0.137%,84.863%,25.768%,45.886%,73.961%,81.171%,44.010%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.017,-0.007,-0.004,-0.006,-0.016,-0.005,-0.006,-0.006,-0.006,-0.006,-0.004,0.003,-0.005,-0.005,-0.013,-0.021,-0.018,-0.039,-0.025,-0.063,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.017,-0.007,-0.004,-0.010,-0.016,-0.005,-0.010,-0.010,-0.006,-0.006,-0.004,0.002,-0.005,-0.005,-0.013,-0.021,-0.018,-0.039,-0.025,-0.063,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-82,054","-107,410","-218,103","-9,957","2,888","-41,079","-84,030","-115,976","-123,254","-180,075","-69,839","-70,806",-385,"-3,332","-25,962","-233,218","-246,480","-341,700","-194,346","-187,738",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.002,-0.003,-0.006,-0.000,0.000,-0.001,-0.003,-0.004,-0.007,-0.010,-0.004,-0.002,-0.000,-0.000,-0.001,-0.013,-0.018,-0.029,-0.019,-0.019,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-519,385","-167,601","-127,871","-203,455","-144,553","-137,257","-172,234","-159,225","-95,995","-103,359","-64,240","-41,948","-72,712","-81,359","-223,753","-356,596","-244,275","-459,123","-143,438","-155,774",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"7,822","7,822","7,822","7,822","7,821","7,824","7,822","7,822","7,863","7,822","7,822","7,822","7,837","7,862","7,862","7,863","5,357","10,217","7,904","7,821",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-527,207","-175,423","-135,693","-211,277","-152,374","-145,081","-180,056","-167,047","-103,858","-111,181","-72,062","-49,770","-80,549","-89,221","-231,615","-364,459","-249,632","-469,340","-151,342","-163,595",Upgrade,Financials in USD,Fiscal year is January - December
