Fiscal Quarter,Q2 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+18 Quarters,Currency,Fiscal_Year_period
Operating Expenses,"5,059,905","16,316,000","20,022,000","24,934,000","26,263,000","26,822,000","29,162,000","24,020,000","24,383,000","24,170,000","24,572,000","20,188,000","19,406,000","17,963,000","14,837,000","14,627,000","14,722,000","16,512,000","18,306,000","17,161,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-8,576,149","-12,614,000","-16,928,000","-19,981,000","-22,263,000","-24,471,000","-26,369,000","-20,080,000","-21,820,000","-20,914,000","-21,851,000","-18,361,000","-15,813,000","-17,963,000","-14,837,000","-14,627,000","-14,722,000","-16,512,000","-18,306,000","-17,161,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-1,426,000","-1,412,000","-1,343,000","-1,285,000","-1,220,000","-1,092,000","-934,000","-886,000","-900,000","-894,000","-880,000","-885,000","-913,000","-906,000","-891,000","-884,000","-888,000","-884,000","-869,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,"352,000","485,000","660,000","711,000","469,000","347,000","221,000","45,000","39,000","35,000","33,000","51,000","75,000","76,000","186,000","367,000","475,000","585,000","502,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"28,960,090","236,000","-175,000","-29,000","55,000","37,000","3,000","70,000","27,000","25,000","503,000","45,000","45,914,000","-5,000","-13,000","6,000",-,"5,000","-11,000","1,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"20,383,941","-13,452,000","-18,030,000","-20,693,000","-22,782,000","-25,185,000","-27,111,000","-20,723,000","-22,634,000","-21,750,000","-22,207,000","-19,163,000","29,267,000","-18,806,000","-15,680,000","-15,326,000","-15,239,000","-16,920,000","-18,616,000","-17,527,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-6,104,776",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"44,000",-,"-1,144,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"14,279,165","-13,452,000","-18,030,000","-20,693,000","-22,782,000","-25,141,000","-27,111,000","-21,867,000","-22,634,000","-21,750,000","-22,207,000","-19,163,000","29,267,000","-18,806,000","-15,680,000","-15,326,000","-15,239,000","-16,920,000","-18,616,000","-17,527,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"2,000",-,"2,000","2,000","-3,000",-,"17,000","9,000","18,000","16,000","11,000","19,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"14,279,165","-13,454,000","-18,030,000","-20,695,000","-22,784,000","-25,138,000","-27,111,000","-21,884,000","-22,643,000","-21,768,000","-22,223,000","-19,174,000","29,248,000","-18,806,000","-15,680,000","-15,326,000","-15,239,000","-16,920,000","-18,616,000","-17,527,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"14,279,165","-13,454,000","-18,030,000","-20,695,000","-22,784,000","-25,138,000","-27,111,000","-21,884,000","-22,643,000","-21,768,000","-22,223,000","-19,174,000","29,248,000","-18,806,000","-15,680,000","-15,326,000","-15,239,000","-16,920,000","-18,616,000","-17,527,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),-,"1,479,520","1,477,337","1,476,546","1,471,520","1,468,875","1,467,017","1,435,326","1,175,104","1,133,679","1,131,551","1,131,070","1,129,562","1,088,532","995,970","850,050","816,711","811,912","814,581","780,288",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),-,"1,479,520","1,477,337","1,476,546","1,471,520","1,468,875","1,467,017","1,435,326","1,175,104","1,133,679","1,131,551","1,131,070","1,140,695","1,088,532","995,970","850,050","816,711","811,912","814,581","780,288",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,0.725%,0.703%,2.872%,25.225%,29.567%,29.647%,26.900%,3.016%,4.148%,13.613%,33.059%,39.669%,34.070%,22.268%,8.941%,27.821%,35.875%,71.421%,94.338%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-,-9.093,-12.204,-14.016,-15.483,-17.114,-18.480,-15.247,-19.269,-19.201,-19.639,-16.952,25.893,-17.276,-15.743,-18.030,-18.659,-20.840,-22.853,-22.462,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-,-9.093,-12.204,-14.016,-15.483,-17.114,-18.480,-15.247,-19.269,-19.201,-19.639,-17.100,25.500,-17.276,-15.743,-18.030,-18.659,-20.840,-22.853,-22.462,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,-,"-13,955,000","-14,554,000","-22,052,000","-24,221,000","-22,471,000","-20,667,000","-21,753,000","-18,459,000","-16,898,000","-19,260,000","-20,460,000","-14,949,000","-15,666,000","-14,117,000","-15,897,000","-17,763,000","-15,352,000","-14,666,000","-15,188,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-9.432,-9.852,-14.935,-16.460,-15.298,-14.088,-15.155,-15.708,-14.905,-17.021,-18.089,-13.105,-14.392,-14.174,-18.701,-21.749,-18.908,-18.004,-19.465,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,97.344%,96.416%,106.677%,97.135%,87.203%,69.409%,96.309%,95.885%,96.905%,89.536%,87.124%,98.546%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-331.686%,-527.516%,-430.347%,-540.627%,-907.678%,-655.293%,-490.834%,-816.311%,-622.440%,-719.019%,-875.584%,-433.708%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-353.773%,-561.857%,-445.725%,-553.278%,-932.418%,-673.733%,-534.930%,-847.101%,-647.857%,-731.260%,-914.354%,802.194%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-366.947%,-453.537%,-474.952%,-588.174%,-833.494%,-513.593%,-531.728%,-690.572%,-502.917%,-633.761%,-975.680%,-410.011%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-8,507,399","-12,557,000","-16,850,000","-19,915,000","-22,189,000","-24,398,000","-26,296,000","-20,007,000","-21,747,000","-20,841,000","-21,783,000","-18,293,000","-15,746,000","-17,908,000","-14,797,000","-14,591,000","-14,686,000","-16,485,000","-18,292,000","-17,147,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"68,750","57,000","78,000","66,000","74,000","73,000","73,000","73,000","73,000","73,000","68,000","68,000","67,000","55,000","40,000","36,000","36,000","27,000","14,000","14,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,576,149","-12,614,000","-16,928,000","-19,981,000","-22,263,000","-24,471,000","-26,369,000","-20,080,000","-21,820,000","-20,914,000","-21,851,000","-18,361,000","-15,813,000","-17,963,000","-14,837,000","-14,627,000","-14,722,000","-16,512,000","-18,306,000","-17,161,000",Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,0.065%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"-609,795","3,803,000","3,209,000","4,643,000",-,"2,696,000","4,024,000","4,091,000",-,"3,360,000","3,039,000","2,097,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
