Fiscal Quarter,Q3 2025,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,+20 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"601,651","-1,439,459","-1,946,809","-1,302,531","-195,459","-1,019,308","-371,734","-629,291","-4,275,357","-1,122,856","-2,988,699","-3,938,373","-2,207,785","-3,569,502","-2,443,513","-27,505,630","-7,349,151","-1,561,305","65,296","-10,670,260",Upgrade,Financials in CAD,Fiscal year is February - January
Shares Outstanding (Basic),"129,459,791","120,451,347","115,895,013","114,909,529","112,841,968","109,195,732","100,008,635","89,573,822","85,938,291","85,399,464","85,320,460","85,218,538","84,822,907","76,689,468","54,580,534","43,970,068","29,530,241","17,223,576","17,209,092","17,159,003",Upgrade,Financials in CAD,Fiscal year is February - January
Shares Outstanding (Diluted),"146,755,411","120,451,347","115,895,013","114,909,529","112,841,968","109,195,732","100,008,635","89,573,822","85,938,291","85,399,464","85,320,460","85,218,538","84,822,907","76,689,468","54,580,534","43,970,068","29,530,241","17,223,576","17,209,092","17,159,003",Upgrade,Financials in CAD,Fiscal year is February - January
Shares Change (YoY),30.054%,10.308%,15.885%,28.285%,31.306%,27.865%,17.215%,5.111%,1.315%,11.357%,56.320%,93.810%,187.241%,345.259%,217.161%,156.251%,72.550%,9.248%,72.894%,77.692%,Upgrade,Financials in CAD,Fiscal year is February - January
EPS (Basic),0.005,-0.012,-0.017,-0.011,-0.002,-0.009,-0.004,-0.007,-0.050,-0.013,-0.035,-0.046,-0.026,-0.047,-0.045,-0.626,-0.249,-0.091,0.004,-0.622,Upgrade,Financials in CAD,Fiscal year is February - January
EPS (Diluted),0.004,-0.012,-0.020,-0.011,-0.002,-0.010,-0.010,-0.007,-0.050,-0.013,-0.040,-0.046,-0.030,-0.050,-0.045,-0.626,-0.250,-0.091,0.004,-0.622,Upgrade,Financials in CAD,Fiscal year is February - January
Free Cash Flow,"-142,028","-1,001,561","-858,974","-255,131","-395,872","-466,468","-1,354,939","-140,757","-634,461","-326,096","-402,198","-1,947,758","-2,130,194","-4,261,757","-2,863,111","-2,659,096","-2,479,855","-762,198","-1,273,885","-2,068,555",Upgrade,Financials in CAD,Fiscal year is February - January
Free Cash Flow Per Share,-0.001,-0.008,-0.007,-0.002,-0.004,-0.004,-0.014,-0.002,-0.007,-0.004,-0.005,-0.023,-0.025,-0.056,-0.052,-0.060,-0.084,-0.044,-0.074,-0.121,Upgrade,Financials in CAD,Fiscal year is February - January
EBITDA,-,-,-,"-725,638","-694,012","-1,009,965","-761,838","-675,381","-4,341,233","-1,205,470","-3,016,922","-2,126,907","-2,101,127","-3,356,506","-2,366,643","-2,241,535","-2,763,653","-1,512,652","-1,296,973","-894,602",Upgrade,Financials in CAD,Fiscal year is February - January
D&A For EBITDA,-,-,-,"4,609","4,609","4,609","4,609","4,608","4,609","4,609","4,609","4,609","4,609","4,609","4,609","68,011","29,916","50,056","46,145","248,944",Upgrade,Financials in CAD,Fiscal year is February - January
EBIT,"-714,368","-1,111,033","-2,267,265","-730,247","-698,621","-1,014,574","-766,447","-679,989","-4,345,842","-1,210,079","-3,021,531","-2,131,516","-2,105,736","-3,361,115","-2,371,252","-2,309,546","-2,793,569","-1,562,708","-1,343,118","-1,143,546",Upgrade,Financials in CAD,Fiscal year is February - January
Advertising Expenses,-,-,-,-,-,-,-,-,"25,000","26,875","54,977",-,"58,028","58,336","164,220",-,"1,123","10,033",-,-,Upgrade,Financials in CAD,Fiscal year is February - January
