Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income,"-266,396,000","-292,752,000","-228,647,000","-264,750,000","74,145,000","-319,502,000","-193,632,000",-,"-148,342,000","-488,500,000","-222,845,000",-,"-198,887,000","-296,816,000","-242,184,000","-380,546,000","-228,574,000","-58,181,000","-179,516,000","-193,675,000",Upgrade,Financials in DKK,Fiscal year is January - December
Net Income to Common,"-266,396,000","-292,752,000","-228,647,000","-264,750,000","74,145,000","-319,502,000","-193,632,000",-,"-148,342,000","-488,500,000","-222,845,000",-,"-198,887,000","-296,816,000","-242,184,000","-380,546,000","-228,574,000","-58,181,000","-179,516,000","-193,675,000",Upgrade,Financials in DKK,Fiscal year is January - December
Shares Outstanding (Basic),"70,662,068","62,687,794","61,629,919","58,373,866","58,381,889","58,091,272","51,497,872",-,"46,212,461","44,248,188","43,187,015",-,"43,150,984","43,203,929","41,949,332","40,566,606","39,686,736","37,156,808","36,051,412","36,532,420",Upgrade,Financials in DKK,Fiscal year is January - December
Shares Outstanding (Diluted),"70,662,068","62,687,794","61,629,919","58,373,866","60,280,487","58,091,272","51,497,872",-,"46,212,461","44,248,188","43,187,015",-,"43,150,984","43,203,929","41,949,332","40,566,606","39,686,736","37,156,808","36,051,412","36,532,420",Upgrade,Financials in DKK,Fiscal year is January - December
Shares Change (YoY),17.222%,7.913%,19.675%,-,30.442%,31.285%,19.244%,-,7.095%,2.417%,2.950%,-,8.729%,16.275%,16.360%,11.043%,20.656%,17.404%,16.886%,18.997%,Upgrade,Financials in DKK,Fiscal year is January - December
EPS (Basic),-3.770,-4.670,-3.710,-4.535,1.270,-5.500,-3.760,-,-3.210,-11.040,-5.160,-,-4.609,-6.870,-5.773,-9.381,-5.759,-1.566,-4.979,-5.301,Upgrade,Financials in DKK,Fiscal year is January - December
EPS (Diluted),-3.770,-4.670,-3.710,-4.535,1.230,-5.500,-3.760,-,-3.210,-11.040,-5.160,-,-4.609,-6.870,-5.773,-9.383,-5.759,-1.566,-4.979,-5.303,Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow,"-295,586,000","-236,423,000","-227,207,000","52,796,000","-113,539,000","-178,372,000","-197,794,000",-,"-126,331,000","-227,930,000","-320,749,000",-,"-210,550,000","-326,949,000","-372,612,000","-272,641,000","-113,209,000","-111,826,000","-216,084,000","-174,682,000",Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow Per Share,-4.183,-3.771,-3.687,0.904,-1.884,-3.071,-3.841,-,-2.734,-5.151,-7.427,-,-4.879,-7.568,-8.882,-6.721,-2.853,-3.010,-5.994,-4.782,Upgrade,Financials in DKK,Fiscal year is January - December
Gross Margin,249.943%,72.198%,69.534%,-,98.253%,149.986%,100.000%,-,100.000%,100.000%,100.000%,-,100.129%,68.656%,100.000%,55.382%,39.371%,87.319%,100.000%,100.000%,Upgrade,Financials in DKK,Fiscal year is January - December
Operating Margin,-7914.224%,-784.267%,-1695.540%,-1043.366%,15.322%,-1877.246%,-1237.702%,-,-370.826%,-814.399%,-1910.368%,-,-292.364%,-422.793%,-4570.722%,-509.990%,-450.941%,-24.301%,-1427.100%,-1616.697%,Upgrade,Financials in DKK,Fiscal year is January - December
Profit Margin,-6033.884%,-857.731%,-1515.322%,-1139.445%,25.090%,-3070.068%,-1420.839%,-,-339.347%,-1923.986%,-2033.814%,-,-367.031%,-842.701%,-4245.863%,-600.647%,-404.370%,-26.324%,-1445.728%,-1685.156%,Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow Margin,-6695.040%,-692.693%,-1505.779%,227.226%,-38.420%,-1713.962%,-1451.380%,-,-288.994%,-897.716%,-2927.343%,-,-388.555%,-928.252%,-6532.468%,-430.332%,-200.278%,-50.596%,-1740.227%,-1519.899%,Upgrade,Financials in DKK,Fiscal year is January - December
EBITDA,"-343,222,000","-260,915,000","-249,222,000","-240,797,500","49,478,000","-182,591,000","-146,904,750",-,"-129,858,366","-203,383,000","-205,926,000",-,"-148,168,010","-144,807,750","-256,605,750","-319,000,750","-235,499,000","-50,626,500","-175,987,000","-184,591,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBITDA Margin,-,-,-,-,16.743%,-,-,-,-297.063%,-,-,-,-273.433%,-,-,-,-,-22.906%,-,-,Upgrade,Financials in DKK,Fiscal year is January - December
D&A For EBITDA,"6,191,000","6,763,000","6,618,000","1,628,500","4,199,000","12,774,000","21,769,250","21,769,250","32,244,634","3,393,000","3,393,000","3,393,000","10,257,990","4,108,250","4,108,250","4,108,250","19,400,000","3,083,500","1,216,000","1,216,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBIT,"-349,413,000","-267,678,000","-255,840,000","-242,426,000","45,279,000","-195,365,000","-168,674,000",-,"-162,103,000","-206,776,000","-209,319,000",-,"-158,426,000","-148,916,000","-260,714,000","-323,109,000","-254,899,000","-53,710,000","-177,203,000","-185,807,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBIT Margin,-,-,-,-,15.322%,-,-,-,-,-,-,-,-292.364%,-,-,-,-,-24.301%,-,-,Upgrade,Financials in DKK,Fiscal year is January - December
