Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+9 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"141,135,695","127,252,645","125,441,394","124,294,249","124,238,224","124,175,173","123,723,628","123,493,448","123,717,525","123,655,233","123,545,323","123,597,643","123,545,323","123,507,408","108,897,267","91,300,731","78,891,879","78,891,879","78,891,879","79,320,876",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"141,135,695","127,252,645","125,441,394","124,294,249","124,238,224","124,175,173","123,723,628","123,493,448","123,717,525","123,655,233","123,545,323","123,597,643","136,597,379","140,714,956","108,897,267","91,300,731","78,891,879","78,891,879","78,891,879","79,320,876",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),13.601%,2.478%,1.388%,0.648%,0.421%,0.420%,0.144%,-0.084%,-9.429%,-12.124%,13.451%,35.374%,73.145%,78.364%,38.034%,15.103%,0.327%,10.261%,34.620%,3290.334%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.009,-0.013,-0.019,-0.020,-0.018,-0.029,-0.039,-0.038,-0.032,-0.025,-0.024,-0.042,0.031,0.053,-0.104,-0.163,-0.096,-0.128,-0.018,-0.039,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.009,-0.013,-0.019,-0.020,-0.018,-0.029,-0.039,-0.038,-0.032,-0.025,-0.024,-0.042,0.030,0.050,-0.104,-0.164,-0.100,-0.130,-0.018,-0.039,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-928,000","-733,000","-1,749,000","-1,115,000","-2,381,000","-3,690,000","-4,343,000","-3,874,000","-3,459,000","-3,937,000","-3,272,000","-5,341,000","-4,779,000","-5,471,000","-3,838,000","-3,679,000","-2,928,000","-3,375,000","-3,260,000","-4,552,886",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.007,-0.006,-0.014,-0.009,-0.019,-0.030,-0.035,-0.031,-0.028,-0.032,-0.026,-0.043,-0.035,-0.039,-0.035,-0.040,-0.037,-0.043,-0.041,-0.057,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,16.618%,-19.883%,-,-,-136.944%,-,-,-,-,-,-,-,100.000%,100.000%,100.000%,550.000%,-,-,100.000%,100.000%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-60.364%,-140.936%,-4815.686%,-3094.382%,-332.196%,-2702.222%,-1783.942%,-961.176%,-8442.857%,-1719.466%,-,-72566.667%,-308000.000%,-4975.000%,-78900.000%,-57987.500%,-,-,-212600.000%,-1189423.558%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-73.165%,-164.425%,-4623.529%,-2723.596%,-331.009%,-2669.630%,-1740.876%,-923.137%,-8134.694%,-1202.672%,-,-57744.444%,191950.000%,5623.276%,-188433.333%,-185837.500%,-,-,-70800.000%,-744301.683%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-54.492%,-71.442%,-3429.412%,-1252.809%,-353.264%,-2733.333%,-1585.036%,-759.608%,-7059.184%,-1502.672%,-,-59344.444%,-238950.000%,-4716.379%,-63966.667%,-45987.500%,-,-,-163000.000%,-1094443.750%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-886,000","-1,267,000","-2,276,000","-2,549,000","-2,035,000","-3,448,000","-4,633,000","-4,629,000","-3,823,000","-3,912,000","-4,154,000","-5,923,000","-5,476,000","-5,147,000","-4,127,000","-4,170,000","-3,307,000","-3,356,000","-3,532,000","-4,623,590",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-52.026%,-123.489%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"142,000","179,000","180,000","205,000","204,000","200,000","255,000","273,000","314,000","593,000","715,000","608,000","684,000","624,000","607,000","469,000","619,000","636,000","720,000","324,412",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-1,028,000","-1,446,000","-2,456,000","-2,754,000","-2,239,000","-3,648,000","-4,888,000","-4,902,000","-4,137,000","-4,505,000","-4,869,000","-6,531,000","-6,160,000","-5,771,000","-4,734,000","-4,639,000","-3,926,000","-3,992,000","-4,252,000","-4,948,002",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-60.364%,-140.936%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,2.671%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"1,703,000","1,026,000","51,000","89,000","674,000","135,000","274,000","510,000","49,000","262,000",-,"9,000","2,000","116,000","6,000","10,000",-,-,"2,000",416,Upgrade,Financials in CAD,Fiscal year is January - December
