Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Earnings From Continuing Operations,"-5,732,000","-5,631,000","-3,897,000","-3,317,000","-4,912,000","-7,060,000","-4,962,000","-5,078,000","-4,759,000","-5,383,000","-4,595,000","-4,631,000","-5,206,000","-5,969,000","-6,574,000","-6,445,000","-8,754,000","-6,501,000","-7,149,000","-6,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,732,000","-5,631,000","-3,897,000","-3,317,000","-4,912,000","-7,060,000","-4,962,000","-5,078,000","-4,759,000","-5,383,000","-4,595,000","-4,631,000","-5,206,000","-5,969,000","-6,574,000","-6,445,000","-8,754,000","-6,501,000","-7,149,000","-6,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,732,000","-5,631,000","-3,897,000","-3,317,000","-4,912,000","-7,060,000","-4,962,000","-5,078,000","-4,759,000","-5,383,000","-4,595,000","-4,631,000","-5,206,000","-5,969,000","-6,574,000","-6,445,000","-8,754,000","-6,501,000","-7,149,000","-6,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,026,920","1,817,520","1,327,257","1,007,448","322,153","287,719","237,527","217,439","203,162","203,162","184,563","146,671","146,672","136,085","120,080","106,597","95,594","79,473","76,195","70,397",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,026,920","1,817,520","1,327,257","1,007,448","322,153","287,719","237,527","217,439","203,162","203,162","184,563","146,671","146,672","136,085","120,080","106,597","95,594","79,473","76,195","70,397",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),529.179%,531.700%,458.782%,363.324%,58.570%,41.620%,28.697%,48.249%,38.515%,49.291%,53.700%,37.594%,53.432%,71.234%,57.596%,51.423%,45.896%,45.387%,39.434%,28.057%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.828,-3.098,-2.936,-3.292,-15.247,-24.538,-20.890,-23.354,-23.425,-26.496,-24.897,-31.574,-35.494,-43.862,-54.747,-60.461,-91.575,-81.801,-93.825,-89.862,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.828,-3.098,-2.940,-3.292,-15.247,-24.538,-20.890,-23.354,-23.425,-27.300,-25.200,-32.408,-35.494,-43.862,-54.747,-60.461,-91.575,-81.801,-93.825,-89.862,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,215,000","-4,429,000","-4,632,000","-3,592,000","-3,113,000","-5,507,000","-5,089,000","-4,597,000","-4,195,000","-5,385,000","-4,996,000","-5,143,000","-6,069,000","-7,004,000","-7,114,000","-6,381,000","-9,344,000","-5,448,000","-7,764,000","-5,804,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.586,-2.437,-3.490,-3.565,-9.663,-19.140,-21.425,-21.142,-20.649,-26.506,-27.069,-35.065,-41.378,-51.468,-59.244,-59.861,-97.747,-68.552,-101.896,-82.447,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,-,-,-,100.000%,-,-,-,100.000%,-,-,-,-,-,-,-,99.680%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-8753.846%,-2466.379%,-4878.846%,-,-29170.000%,-,-906.545%,-2275.111%,-9584.000%,-,-,-,-10126.000%,-,-734.118%,-,-1373.280%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-11023.077%,-2427.155%,-3747.115%,-,-24560.000%,-,-902.182%,-2256.889%,-9518.000%,-,-,-,-10412.000%,-,-773.412%,-,-1400.640%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-6182.692%,-1909.052%,-4453.846%,-,-15565.000%,-,-925.273%,-2043.111%,-8390.000%,-,-,-,-12138.000%,-,-836.941%,-,-1495.040%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,528,000","-5,696,000","-5,047,000","-4,961,000","-5,803,000","-7,047,000","-4,955,000","-5,074,000","-4,725,000","-5,347,000","-4,553,000","-5,477,000","-5,026,000","-5,633,000","-6,185,000","-6,019,000","-8,508,000","-6,413,000","-7,084,000","-6,271,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"24,000","26,000","27,000","27,000","31,000","30,000","31,000","45,000","67,000","54,000","41,000","41,000","37,000","36,000","55,000","70,000","75,000","87,000","75,000","68,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,552,000","-5,722,000","-5,074,000","-4,988,000","-5,834,000","-7,077,000","-4,986,000","-5,119,000","-4,792,000","-5,401,000","-4,594,000","-5,518,000","-5,063,000","-5,669,000","-6,240,000","-6,089,000","-8,583,000","-6,500,000","-7,159,000","-6,339,000",Upgrade,Financials in USD,Fiscal year is January - December
