Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-228,404","-214,593","-211,851","-211,513","-239,689","-212,448","-209,125","-201,941","-172,161","-465,354","-293,667","-303,174","-373,913","-454,182","-283,766","-168,323","-200,761","-130,371","-44,417",-,Upgrade,Financials in USD,Fiscal year is September - August
Currency Exchange Gain (Loss),"-382,002","33,054","12,349","48,321","247,910","378,307",-365,"3,230","-1,501","2,339",698,-143,"-5,137","-27,535","11,291","4,965","-52,123","53,314","-67,215","71,134",Upgrade,Financials in USD,Fiscal year is September - August
Other Non Operating Income (Expenses),-,-,-,-,"-2,806,695",-,-,-,-,-,-,-,"54,296",-,"-15,000",-,"-12,724","-51,930","-26,254","-73,289",Upgrade,Financials in USD,Fiscal year is September - August
EBT Excluding Unusual Items,"-1,382,262","-891,423","-865,826","-836,673","-5,135,789","-2,166,104","-2,064,237","-1,282,498","-500,240","-2,645,387","-2,325,145","-10,068,081","-2,145,264","-2,479,721","-2,719,256","-915,297","-1,454,672","-1,214,224","-1,036,269","-458,167",Upgrade,Financials in USD,Fiscal year is September - August
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,"-2,687,695","-245,500",-,-,"-2,230,904",-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
Other Unusual Items,-,-,-,-,-,-,-,"-27,043",-,-,-,-,"-3,500","-28,268","19,820","-280,565","-213,527",-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
Pretax Income,"-1,382,262","-891,423","-865,826","-836,673","-5,135,789","-2,166,104","-2,064,237","-1,309,541","-500,240","-2,645,387","-2,325,145","-10,068,081","-4,836,459","-2,753,489","-2,699,436","-1,195,862","-3,899,103","-1,214,224","-1,036,269","-458,167",Upgrade,Financials in USD,Fiscal year is September - August
Net Income,"-1,382,262","-891,423","-865,826","-836,673","-5,135,789","-2,166,104","-2,064,237","-1,309,541","-500,240","-2,645,387","-2,325,145","-10,068,081","-4,836,459","-2,753,489","-2,699,436","-1,195,862","-3,899,103","-1,214,224","-1,036,269","-458,167",Upgrade,Financials in USD,Fiscal year is September - August
Net Income to Common,"-1,382,262","-891,423","-865,826","-836,673","-5,135,789","-2,166,104","-2,064,237","-1,309,541","-500,240","-2,645,387","-2,325,145","-10,068,081","-4,836,459","-2,753,489","-2,699,436","-1,195,862","-3,899,103","-1,214,224","-1,036,269","-458,167",Upgrade,Financials in USD,Fiscal year is September - August
Shares Outstanding (Basic),"107,748,362","106,387,556","105,792,245","102,861,018","97,118,270","97,007,719","97,038,154","96,027,047","93,997,590","93,360,212","92,359,427","88,784,911","72,985,965","78,096,032","85,276,609","85,163,802","73,494,296","83,717,650","79,040,099","79,299,685",Upgrade,Financials in USD,Fiscal year is September - August
Shares Outstanding (Diluted),"107,748,362","106,387,556","105,792,245","102,861,018","97,118,270","97,007,719","97,038,154","96,027,047","93,997,590","93,360,212","92,359,427","88,784,911","72,985,965","78,096,032","85,276,609","85,163,802","73,494,296","83,717,650","79,040,099","79,299,685",Upgrade,Financials in USD,Fiscal year is September - August
Shares Change (YoY),10.946%,9.669%,9.021%,7.117%,3.320%,3.907%,5.066%,8.157%,28.789%,19.545%,8.306%,4.252%,-0.692%,-6.715%,7.890%,7.395%,62.987%,44.367%,56.645%,124.667%,Upgrade,Financials in USD,Fiscal year is September - August
EPS (Basic),-0.013,-0.008,-0.008,-0.008,-0.053,-0.022,-0.021,-0.014,-0.005,-0.028,-0.025,-0.113,-0.066,-0.035,-0.032,-0.014,-0.053,-0.015,-0.013,-0.006,Upgrade,Financials in USD,Fiscal year is September - August
EPS (Diluted),-0.013,-0.008,-0.008,-0.008,-0.053,-0.022,-0.021,-0.014,-0.005,-0.028,-0.025,-0.113,-0.066,-0.035,-0.032,-0.014,-0.053,-0.015,-0.013,-0.006,Upgrade,Financials in USD,Fiscal year is September - August
Free Cash Flow,"-611,730","-443,780","-480,460","-466,379","51,759","-285,282","-1,144,360","-662,066","-1,002,322","-1,052,056","-1,331,780","-2,091,366","-1,052,668","-1,361,172","-1,050,177","-716,092","-2,161,806","-852,871","-970,447","-1,009,169",Upgrade,Financials in USD,Fiscal year is September - August
Free Cash Flow Per Share,-0.006,-0.004,-0.005,-0.005,0.001,-0.003,-0.012,-0.007,-0.011,-0.011,-0.014,-0.024,-0.014,-0.017,-0.012,-0.008,-0.029,-0.010,-0.012,-0.013,Upgrade,Financials in USD,Fiscal year is September - August
Gross Margin,-,71.916%,-,89.479%,-,-,-,62.717%,689.931%,-,-,-,-,-,100.000%,100.000%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
Operating Margin,-,-920.242%,-,-3537.376%,-94589.842%,-,-,-1556.606%,-280.536%,-32926.554%,-8692.685%,-50916.488%,-16894.117%,-,-229413.302%,-17903.310%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
Profit Margin,-,-1155.576%,-,-4394.522%,-207842.533%,-,-,-1880.849%,-429.715%,-39912.296%,-9945.868%,-52498.076%,-44881.765%,-,-254663.774%,-28472.905%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
Free Cash Flow Margin,-,-575.284%,-,-2449.598%,2094.658%,-,-,-950.903%,-861.013%,-15872.903%,-5696.723%,-10905.027%,-9768.634%,-,-99073.302%,-17049.810%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
EBITDA,"-739,603","-611,852","-643,319","-642,132","-2,291,309","-2,298,352","-1,823,478","-1,057,627","-305,931","-2,121,754","-1,975,447","-9,751,465","-1,756,904","-1,880,153","-2,235,440","-582,259","-1,020,887","-821,352","-881,393",-,Upgrade,Financials in USD,Fiscal year is September - August
EBITDA Margin,-,-,-,-,-,-,-,-,-262.800%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
D&A For EBITDA,"32,253","98,032","23,005","31,349","46,006","33,611","31,269","26,160","20,647","60,618","56,729","13,299","63,606","117,851","196,341","169,680","168,177","263,885","16,990",-,Upgrade,Financials in USD,Fiscal year is September - August
EBIT,"-771,856","-709,884","-666,324","-673,481","-2,337,315","-2,331,963","-1,854,747","-1,083,787","-326,578","-2,182,372","-2,032,176","-9,764,764","-1,820,510","-1,998,004","-2,431,781","-751,939","-1,189,064","-1,085,237","-898,383","-456,012",Upgrade,Financials in USD,Fiscal year is September - August
EBIT Margin,-,-,-,-,-,-,-,-,-280.536%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is September - August
