Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+10 Quarters,Currency,Fiscal_Year_period
Net Income,"-5,225,887","-7,825,936","-2,345,421","-8,608,417","-4,302,549","-4,762,111","-4,709,043","-5,940,194","-3,495,974","-6,318,520","-4,967,595","-4,146,855","-3,599,367","-2,732,939","-2,247,417","-4,571,635","-2,133,385","-2,621,786","-1,859,335","-2,887,709",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-5,225,887","-7,825,936","-2,345,421","-8,608,417","-4,302,549","-4,762,111","-4,709,043","-5,940,194","-3,495,974","-6,318,520","-4,967,595","-4,146,855","-3,599,367","-2,732,939","-2,247,417","-4,571,635","-2,133,385","-2,621,786","-1,859,335","-2,887,709",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"70,071,426","69,950,067","60,206,431","59,563,170","59,417,016","59,215,358","58,959,616","58,766,962","58,164,289","47,301,338","46,229,176","43,866,597","40,129,198","37,646,406","35,463,422","35,209,960","33,464,042","30,316,427","29,431,406","28,713,740",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"70,071,426","69,950,067","60,206,431","59,563,170","59,417,016","59,215,358","58,959,616","58,766,962","58,164,289","47,301,338","46,229,176","43,866,597","40,129,198","37,646,406","35,463,422","35,209,960","33,464,042","30,316,427","29,431,406","28,713,740",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),17.932%,18.128%,2.115%,1.355%,2.154%,25.187%,27.538%,33.967%,44.943%,25.646%,30.357%,24.586%,19.917%,24.178%,20.495%,22.624%,20.151%,9.694%,52.393%,65.956%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.075,-0.112,-0.039,-0.145,-0.072,-0.080,-0.080,-0.101,-0.060,-0.134,-0.107,-0.095,-0.090,-0.073,-0.063,-0.130,-0.064,-0.086,-0.063,-0.101,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.075,-0.112,-0.039,-0.145,-0.072,-0.080,-0.080,-0.101,-0.060,-0.134,-0.107,-0.095,-0.090,-0.073,-0.063,-0.130,-0.064,-0.086,-0.063,-0.101,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-5,753,427","-4,180,557","-3,247,281","-3,086,202","-1,432,028","-2,001,444","-4,781,543","-5,053,656","-4,814,485","-3,704,372","-4,232,755","-2,856,428","-2,018,483","-2,109,817","-1,287,178","-1,940,419","-1,133,486","-1,317,386","-1,909,854","-2,007,971",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.082,-0.060,-0.054,-0.052,-0.024,-0.034,-0.081,-0.086,-0.083,-0.078,-0.092,-0.065,-0.050,-0.056,-0.036,-0.055,-0.034,-0.043,-0.065,-0.070,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-7,141,845","-5,985,278","-4,953,735","-4,858,482","-3,379,223","-4,734,585","-4,681,908","-6,749,220","-4,888,912","-6,278,826","-4,992,961","-4,135,401","-3,656,201","-2,756,802","-2,220,194","-4,403,700","-2,041,264","-2,447,796","-2,263,479","-2,896,354",Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"14,652","15,029","15,816","16,132","36,627","34,999","34,754","34,754","34,753","34,223","11,384","11,206","10,866","10,571","9,983","9,982","9,983","9,982","9,698","9,556",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-7,156,497","-6,000,307","-4,969,551","-4,874,614","-3,415,850","-4,769,584","-4,716,662","-6,783,974","-4,923,665","-6,313,049","-5,004,345","-4,146,607","-3,667,067","-2,767,373","-2,230,177","-4,413,682","-2,051,247","-2,457,778","-2,273,177","-2,905,910",Upgrade,Financials in CAD,Fiscal year is January - December
