Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-51,509","-27,364","-22,340",-,"-17,112",-,-,"-24,968","-29,973","-31,376","-38,018","-12,223","-117,904","-105,769","-97,781","-97,925",-,"-205,580","-225,705","-225,740",Upgrade,Financials in CAD,Fiscal year is October - September
Interest & Investment Income,-,-,-,"9,964",-,"85,874","23,708",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Other Non Operating Income (Expenses),-,-,-,"610,008",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
EBT Excluding Unusual Items,"612,867","1,448,050","1,460,418","-851,543","-2,880,329","-501,767","-698,081","-380,821","-4,075,801","-1,608,600","-2,462,015","-1,107,502","1,818,396","432,645","-495,709","-1,033,914",-,"-1,511,035","-3,908,622","-1,174,733",Upgrade,Financials in CAD,Fiscal year is October - September
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,"-793,152","282,400","208,298",-,-,"1,825,202",-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Pretax Income,"612,867","1,448,050","1,460,418","-851,543","-2,880,329","-501,767","-698,081","-380,821","-4,075,801","-1,608,600","-2,462,015","-1,107,502","1,025,244","715,045","-287,411","-1,033,914",-,"314,167","-3,908,622","-1,174,733",Upgrade,Financials in CAD,Fiscal year is October - September
Earnings From Continuing Operations,"612,867","1,448,050","1,460,418","-851,543","-2,880,329","-501,767","-698,081","-380,821","-4,075,801","-1,608,600","-2,462,015","-1,107,502","1,025,244","715,045","-287,411","-1,033,914",-,"314,167","-3,908,622","-1,174,733",Upgrade,Financials in CAD,Fiscal year is October - September
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,"-409,295","21,344,350","342,886","709,135","661,571",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Net Income,"612,867","1,448,050","1,460,418","-851,543","-2,880,329","-501,767","-698,081","-380,821","-4,075,801","-1,608,600","-2,462,015","-1,516,797","22,369,594","1,057,931","421,724","-372,343",-,"314,167","-3,908,622","-1,174,733",Upgrade,Financials in CAD,Fiscal year is October - September
Net Income to Common,"612,867","1,448,050","1,460,418","-851,543","-2,880,329","-501,767","-698,081","-380,821","-4,075,801","-1,608,600","-2,462,015","-1,516,797","22,369,594","1,057,931","421,724","-372,343",-,"314,167","-3,908,622","-1,174,733",Upgrade,Financials in CAD,Fiscal year is October - September
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,236.742%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Shares Outstanding (Basic),"25,208,073","24,669,577","24,669,577","24,669,577","24,002,741","25,000,323","24,972,631","25,177,915","25,385,875","25,855,651","25,928,018","25,872,264","25,712,178","25,818,677","25,818,677","25,818,677",-,"25,818,677","25,818,677","25,818,677",Upgrade,Financials in CAD,Fiscal year is October - September
Shares Outstanding (Diluted),"25,811,888","24,675,935","24,669,577","24,669,577","24,002,741","25,000,323","24,972,631","25,177,915","25,385,875","25,855,651","25,928,018","25,872,264","26,011,156","25,818,677","25,818,677","25,818,677",-,"25,818,677","25,818,677","25,818,677",Upgrade,Financials in CAD,Fiscal year is October - September
Shares Change (YoY),7.537%,-1.298%,-1.214%,-2.019%,-5.448%,-3.308%,-3.685%,-2.684%,-2.404%,0.143%,0.423%,0.208%,-,-,-,-,-,16.069%,16.335%,21.696%,Upgrade,Financials in CAD,Fiscal year is October - September
EPS (Basic),0.024,0.059,0.059,-0.035,-0.120,-0.020,-0.028,-0.015,-0.161,-0.062,-0.095,-0.059,0.870,0.041,0.016,-0.014,-,0.012,-0.151,-0.045,Upgrade,Financials in CAD,Fiscal year is October - September
EPS (Diluted),0.024,0.059,0.059,-0.035,-0.125,-0.020,-0.030,-0.020,-0.161,-0.062,-0.095,-0.059,0.860,0.041,0.016,-0.014,-,0.010,-0.151,-0.050,Upgrade,Financials in CAD,Fiscal year is October - September
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,309.750%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Free Cash Flow,"2,106,556","2,157,304","-1,102,346","20,826","-130,811","-757,950","-2,254,866","-535,016","-1,667,094","-4,324,744","-2,558,482","-427,834","-698,663","283,044","791,806","-244,952",-,"518,471","-96,154","-4,703,866",Upgrade,Financials in CAD,Fiscal year is October - September
Free Cash Flow Per Share,0.082,0.087,-0.045,0.001,-0.005,-0.030,-0.090,-0.021,-0.066,-0.167,-0.099,-0.017,-0.027,0.011,0.031,-0.009,-,0.020,-0.004,-0.182,Upgrade,Financials in CAD,Fiscal year is October - September
Gross Margin,60.242%,58.885%,63.118%,61.087%,41.921%,57.487%,57.588%,59.735%,24.328%,47.453%,52.889%,46.439%,46.367%,53.817%,47.456%,51.361%,-,45.625%,53.096%,60.838%,Upgrade,Financials in CAD,Fiscal year is October - September
Operating Margin,7.492%,15.995%,17.623%,-31.557%,-41.524%,-9.372%,-9.963%,-5.753%,-75.059%,-34.848%,-73.592%,-22.188%,29.291%,8.922%,-9.218%,-36.004%,-,-19.562%,-70.036%,-11.939%,Upgrade,Financials in CAD,Fiscal year is October - September
Profit Margin,6.911%,15.698%,17.358%,-18.261%,-41.773%,-8.003%,-9.636%,-6.157%,-75.615%,-35.541%,-74.746%,-30.727%,338.391%,17.532%,9.770%,-14.323%,-,4.708%,-74.329%,-14.779%,Upgrade,Financials in CAD,Fiscal year is October - September
Free Cash Flow Margin,23.756%,23.387%,-13.102%,0.447%,-1.897%,-12.088%,-31.125%,-8.650%,-30.928%,-95.553%,-77.675%,-8.667%,-10.569%,4.691%,18.343%,-9.422%,-,7.769%,-1.829%,-59.179%,Upgrade,Financials in CAD,Fiscal year is October - September
EBITDA,"772,952","1,601,232","1,614,742","-1,344,083","-2,862,635","-376,593","-549,906","-164,999","-3,679,385","-1,449,250","-2,271,799","-1,061,048","2,043,219","679,539","-272,890","-849,756",-,"-1,126,905","-3,513,489","-787,613",Upgrade,Financials in CAD,Fiscal year is October - September
EBITDA Margin,8.717%,17.359%,19.192%,-28.824%,-41.516%,-6.006%,-7.591%,-2.667%,-68.260%,-32.020%,-68.971%,-21.495%,30.908%,11.261%,-6.322%,-32.687%,-,-16.887%,-66.814%,-9.909%,Upgrade,Financials in CAD,Fiscal year is October - September
D&A For EBITDA,"108,576","125,818","131,984","127,432",582,"211,048","171,883","190,854","366,443","127,974","152,198","34,231","106,919","141,125","125,038","86,233","8,228","178,550","169,428","161,380",Upgrade,Financials in CAD,Fiscal year is October - September
EBIT,"664,376","1,475,414","1,482,758","-1,471,515","-2,863,217","-587,641","-721,789","-355,853","-4,045,828","-1,577,224","-2,423,997","-1,095,279","1,936,300","538,414","-397,928","-935,989",-,"-1,305,455","-3,682,917","-948,993",Upgrade,Financials in CAD,Fiscal year is October - September
EBIT Margin,7.492%,15.995%,17.623%,-31.557%,-41.524%,-9.372%,-9.963%,-5.753%,-75.059%,-34.848%,-73.592%,-22.188%,29.291%,8.922%,-9.218%,-36.004%,-,-19.562%,-70.036%,-11.939%,Upgrade,Financials in CAD,Fiscal year is October - September
Revenue as Reported,"8,867,558","9,224,307","8,413,610","4,663,057","6,895,248","6,270,039","7,244,594","6,185,405","5,390,205","4,526,006","3,293,834","4,936,345","6,610,580","6,034,374","4,316,648","2,599,699",-,"6,673,394","5,258,572","7,948,559",Upgrade,Financials in CAD,Fiscal year is October - September
