Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
EPS Growth,48.397%,-,-,-,-,-,Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow,"1,599,305,000","976,681,000","-141,191,000","-841,627,000","349,037,000","-636,012,000",Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow Per Share,20.385,12.732,-2.005,-13.337,6.458,-19.702,Upgrade,Financials in DKK,Fiscal year is January - December
Gross Margin,61.568%,73.074%,53.995%,30.083%,36.351%,46.451%,Upgrade,Financials in DKK,Fiscal year is January - December
Operating Margin,19.774%,30.885%,-2.247%,-16.488%,21.359%,-46.257%,Upgrade,Financials in DKK,Fiscal year is January - December
Profit Margin,18.429%,20.888%,-11.025%,-24.489%,14.982%,-52.345%,Upgrade,Financials in DKK,Fiscal year is January - December
Free Cash Flow Margin,26.349%,13.829%,-4.481%,-44.346%,18.843%,-96.004%,Upgrade,Financials in DKK,Fiscal year is January - December
EBITDA,"1,761,553,000","2,685,230,000","290,354,000","35,797,000","707,667,000","-273,407,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBITDA Margin,29.023%,38.022%,9.215%,1.886%,38.203%,-41.270%,Upgrade,Financials in DKK,Fiscal year is January - December
D&A For EBITDA,"561,350,000","504,008,000","361,139,000","348,726,000","312,013,000","33,039,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBIT,"1,200,203,000","2,181,222,000","-70,785,000","-312,929,000","395,654,000","-306,446,000",Upgrade,Financials in DKK,Fiscal year is January - December
EBIT Margin,19.774%,30.885%,-2.247%,-16.488%,21.359%,-46.257%,Upgrade,Financials in DKK,Fiscal year is January - December
Effective Tax Rate,0.362%,0.523%,-,-,1.580%,-,Upgrade,Financials in DKK,Fiscal year is January - December
