Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-2,033,000,000","-10,572,000,000","2,955,000,000","3,363,000,000","1,511,000,000","1,088,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"-46,000,000","-1,877,000,000","208,000,000","-18,000,000","-126,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"-62,000,000",-,-,-,"185,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
Asset Writedown,-,-,-,"-3,138,000,000","129,000,000","-613,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
Pretax Income,"-5,108,000,000","-10,680,000,000","1,078,000,000","433,000,000","1,622,000,000","534,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
Income Tax Expense,"-1,397,000,000","-3,487,000,000","696,000,000","-584,000,000","143,000,000","-898,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
Earnings From Continuing Operations,"-3,711,000,000","-7,193,000,000","382,000,000","1,017,000,000","1,479,000,000","1,432,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
Net Income,"-3,711,000,000","-7,193,000,000","382,000,000","1,017,000,000","1,479,000,000","1,432,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
Net Income to Common,"-3,711,000,000","-7,193,000,000","382,000,000","1,017,000,000","1,479,000,000","1,432,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
Net Income Growth,-,-,-62.439%,-31.237%,3.282%,-,Upgrade,Financials in JPY,Fiscal year is January - December
Shares Outstanding (Basic),"88,176,268","82,516,507","81,785,008","81,187,311","78,737,535","76,622,536",Upgrade,Financials in JPY,Fiscal year is January - December
Shares Outstanding (Diluted),"88,176,268","82,516,507","82,590,441","82,005,906","79,493,381","77,482,860",Upgrade,Financials in JPY,Fiscal year is January - December
Shares Change (YoY),7.430%,-0.090%,0.713%,3.161%,2.595%,1.654%,Upgrade,Financials in JPY,Fiscal year is January - December
EPS (Basic),-42.086,-87.170,4.671,12.527,18.784,18.689,Upgrade,Financials in JPY,Fiscal year is January - December
EPS (Diluted),-42.091,-87.180,4.630,12.400,18.590,18.500,Upgrade,Financials in JPY,Fiscal year is January - December
EPS Growth,-,-,-62.661%,-33.297%,0.486%,-,Upgrade,Financials in JPY,Fiscal year is January - December
Free Cash Flow,"1,742,000,000","-6,077,000,000","9,675,000,000","6,902,000,000","4,580,000,000","3,170,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
Free Cash Flow Per Share,19.756,-73.646,117.144,84.165,57.615,40.912,Upgrade,Financials in JPY,Fiscal year is January - December
Gross Margin,81.462%,75.701%,94.052%,94.732%,91.393%,91.250%,Upgrade,Financials in JPY,Fiscal year is January - December
Operating Margin,-4.458%,-81.459%,18.062%,39.013%,9.658%,9.870%,Upgrade,Financials in JPY,Fiscal year is January - December
Profit Margin,-12.676%,-56.345%,2.454%,5.742%,16.727%,14.723%,Upgrade,Financials in JPY,Fiscal year is January - December
Free Cash Flow Margin,5.950%,-47.603%,62.143%,38.968%,51.798%,32.593%,Upgrade,Financials in JPY,Fiscal year is January - December
EBITDA,"2,658,000,000","-7,921,000,000","4,157,000,000","8,188,000,000","2,204,000,000","2,449,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
EBITDA Margin,9.079%,-62.048%,26.700%,46.228%,24.926%,25.180%,Upgrade,Financials in JPY,Fiscal year is January - December
D&A For EBITDA,"3,963,000,000","2,478,000,000","1,345,000,000","1,278,000,000","1,350,000,000","1,489,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
EBIT,"-1,305,000,000","-10,399,000,000","2,812,000,000","6,910,000,000","854,000,000","960,000,000",Upgrade,Financials in JPY,Fiscal year is January - December
EBIT Margin,-4.458%,-81.459%,18.061%,39.013%,9.658%,9.870%,Upgrade,Financials in JPY,Fiscal year is January - December
Effective Tax Rate,-,-,64.564%,-,8.816%,-,Upgrade,Financials in JPY,Fiscal year is January - December
