Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-2,839,000","-3,168,000","439,000","10,763,000","-6,286,000","-8,504,000","-6,997,000","-6,435,000","-6,230,000","-9,473,000","-7,712,000","-6,952,000","-8,939,000","-5,064,000","-4,311,000","-3,992,000","-4,451,000","-4,021,000","-3,936,000","-5,199,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,008,090","2,389,519","2,009,793","1,838,502","1,595,892","1,258,096","1,114,687","1,073,499","1,013,411","980,449","972,126","926,689","774,866","773,965","690,039","525,461","319,278","258,568","157,987","149,687",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,008,090","2,389,519","2,010,309","1,842,803","1,595,892","1,258,096","1,114,687","1,073,499","1,013,411","980,449","972,126","926,689","774,866","773,965","690,039","525,461","319,278","258,568","157,987","149,687",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),88.490%,89.931%,80.347%,71.663%,57.477%,28.318%,14.665%,15.842%,30.785%,26.679%,40.880%,76.357%,142.693%,199.327%,336.769%,251.040%,113.354%,72.998%,5.804%,0.335%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.944,-1.326,0.218,5.854,-3.939,-6.759,-6.277,-5.994,-6.148,-9.662,-7.933,-7.502,-11.536,-6.543,-6.247,-7.597,-13.941,-15.551,-24.913,-34.732,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.944,-1.326,0.178,5.800,-3.940,-6.759,-6.277,-6.000,-6.148,-9.662,-7.933,-7.502,-11.600,-6.543,-6.247,-7.597,-13.941,-15.551,-24.913,-34.732,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,769,000","-2,543,000","-522,000","15,052,000","-5,851,000","-5,003,000","-4,657,000","-6,834,000","-8,019,000","-6,746,000","-5,123,000","-8,433,000","-4,200,000","-4,863,000","-3,631,000","-4,269,000","-3,855,000","-5,292,000","-4,243,000","-6,583,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.921,-1.064,-0.260,8.168,-3.666,-3.977,-4.178,-6.366,-7.913,-6.881,-5.270,-9.100,-5.420,-6.283,-5.262,-8.124,-12.074,-20.467,-26.857,-43.978,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-160.000%,-,50.936%,-,97.389%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-5294.545%,-3212.000%,13.366%,-,39.956%,-,-,-,-,-,-,-,-2557.225%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5161.818%,-3168.000%,14.417%,-,-69.844%,-,-,-,-,-,-,-,-2583.526%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-5034.545%,-2543.000%,-17.143%,-,-65.011%,-,-,-,-,-,-,-,-1213.873%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,909,000","-3,208,000","410,000","-3,584,000","3,599,000","-7,309,000","-5,828,000","-6,374,000","-6,235,000","-9,441,000","-7,659,000","-6,877,000","-8,844,000","-4,953,000","-4,175,000","-3,845,000","-4,311,000","-3,880,000","-3,808,000","-5,076,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,13.465%,-,39.989%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,000","4,000","3,000","4,000","3,000","4,000","4,000","3,000","4,000","5,000","4,000","4,000","4,000","2,000","2,000","3,000","3,000","4,000","4,000","5,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,912,000","-3,212,000","407,000","-3,588,000","3,596,000","-7,313,000","-5,832,000","-6,377,000","-6,239,000","-9,446,000","-7,663,000","-6,881,000","-8,848,000","-4,955,000","-4,177,000","-3,848,000","-4,314,000","-3,884,000","-3,812,000","-5,081,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,13.366%,-,39.956%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
