Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),"-2,524,000","-9,000","3,441,000","-4,255,000","871,000","-1,177,000","-545,000","-3,107,000","1,232,000","1,856,000","735,000","-2,055,000","619,000","-618,000","2,146,000","-1,325,000","-1,265,000","-581,000","-1,341,000","-39,000",Upgrade,Financials in CHF,Fiscal year is January - December
Other Non Operating Income (Expenses),"-3,000","-3,000","-3,000","-3,000","-3,000","-6,000","-3,000","-4,000","-5,000","-3,000","-3,000","-2,000","-2,000","-2,000","-2,000","105,000","-70,000","-42,000","-2,000","17,500",Upgrade,Financials in CHF,Fiscal year is January - December
Pretax Income,"-16,404,000","-15,082,000","-11,325,000","-19,780,000","-11,439,000","-15,987,000","-14,778,000","-17,430,000","-13,322,000","-4,522,000","153,127,000","-17,907,000","-12,309,000","-17,013,000","-16,554,000","-21,567,000","-16,473,000","-11,396,000","-13,339,000","-11,766,500",Upgrade,Financials in CHF,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,"2,000",-,-,-,-,"-24,000","7,000","6,000","5,500",Upgrade,Financials in CHF,Fiscal year is January - December
Net Income,"-16,404,000","-15,082,000","-11,325,000","-19,780,000","-11,439,000","-15,987,000","-14,778,000","-17,430,000","-13,322,000","-4,522,000","153,127,000","-17,909,000","-12,309,000","-17,013,000","-16,554,000","-21,567,000","-16,449,000","-11,403,000","-13,345,000","-11,772,000",Upgrade,Financials in CHF,Fiscal year is January - December
Net Income to Common,"-16,404,000","-15,082,000","-11,325,000","-19,780,000","-11,439,000","-15,987,000","-14,778,000","-17,430,000","-13,322,000","-4,522,000","153,127,000","-17,909,000","-12,309,000","-17,013,000","-16,554,000","-21,567,000","-16,449,000","-11,403,000","-13,345,000","-11,772,000",Upgrade,Financials in CHF,Fiscal year is January - December
Shares Outstanding (Basic),"33,194,037","33,182,251","32,868,901","32,855,184","32,836,681","32,830,804","32,556,916","32,545,527","32,514,169","32,502,323","32,315,628","32,302,890","32,279,008","30,257,335","29,153,173","29,175,026","27,369,178","21,771,672","21,645,410","21,503,505",Upgrade,Financials in CHF,Fiscal year is January - December
Shares Outstanding (Diluted),"33,194,037","33,182,251","32,868,901","32,855,184","32,836,681","32,830,804","32,556,916","32,545,527","32,514,169","32,502,323","33,155,433","32,302,890","32,279,008","30,257,335","29,153,173","29,175,026","27,369,178","21,771,672","21,645,410","21,503,505",Upgrade,Financials in CHF,Fiscal year is January - December
Shares Change (YoY),1.088%,1.070%,0.958%,0.951%,0.992%,1.011%,-1.805%,0.751%,0.729%,7.420%,13.728%,10.721%,17.939%,38.976%,34.685%,35.676%,27.278%,2.103%,1.511%,1.317%,Upgrade,Financials in CHF,Fiscal year is January - December
EPS (Basic),-0.494,-0.455,-0.345,-0.602,-0.348,-0.487,-0.454,-0.536,-0.410,-0.139,4.738,-0.554,-0.381,-0.562,-0.568,-0.739,-0.601,-0.524,-0.617,-0.547,Upgrade,Financials in CHF,Fiscal year is January - December
EPS (Diluted),-0.494,-0.455,-0.345,-0.602,-0.348,-0.487,-0.454,-0.536,-0.410,-0.140,4.620,-0.558,-0.381,-0.562,-0.570,-0.739,-0.601,-0.524,-0.617,-0.547,Upgrade,Financials in CHF,Fiscal year is January - December
Free Cash Flow,"-13,539,000","-15,912,000","-17,171,000","-16,286,000","-13,284,000","-13,401,000","-16,609,000","-14,833,000","-18,338,000","-12,654,000","163,214,000","-19,582,000","-19,452,000","-22,879,000","-29,973,000","2,078,000","-3,528,000","-15,583,000","-13,401,000","-14,357,000",Upgrade,Financials in CHF,Fiscal year is January - December
Free Cash Flow Per Share,-0.408,-0.480,-0.522,-0.496,-0.405,-0.408,-0.510,-0.456,-0.564,-0.389,4.923,-0.606,-0.603,-0.756,-1.028,0.071,-0.129,-0.716,-0.619,-0.668,Upgrade,Financials in CHF,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-6.914%,91.624%,-,-230.654%,-,-,-,-,-217.381%,-251.196%,-258.694%,Upgrade,Financials in CHF,Fiscal year is January - December
Operating Margin,-2142.291%,-1030.045%,-579.182%,-1613.178%,-530.854%,-3827.229%,-494.689%,-554.711%,-621.489%,-53.521%,88.292%,-875.166%,-363.346%,-472.762%,-1896.622%,-1298.576%,-5360.777%,-292.967%,-321.156%,-355.079%,Upgrade,Financials in CHF,Fiscal year is January - December
Profit Margin,-2408.811%,-972.405%,-413.623%,-1916.667%,-450.177%,-3852.289%,-484.525%,-646.513%,-563.536%,-38.459%,88.624%,-992.738%,-348.401%,-494.564%,-1694.371%,-1395.922%,-5812.367%,-307.276%,-350.723%,-344.614%,Upgrade,Financials in CHF,Fiscal year is January - December
Free Cash Flow Margin,-1988.106%,-1025.919%,-627.137%,-1578.101%,-522.786%,-3229.157%,-544.557%,-550.185%,-775.719%,-107.620%,94.462%,-1085.477%,-550.580%,-665.087%,-3067.861%,134.498%,-1246.643%,-419.914%,-352.194%,-420.287%,Upgrade,Financials in CHF,Fiscal year is January - December
EBITDA,"-13,998,000","-15,373,000","-15,253,000","-16,416,000","-12,885,000","-15,279,000","-14,478,000","-14,732,750","-14,108,000","-5,711,000","153,177,000","-15,544,500","-12,214,000","-15,607,000","-17,870,000","-19,819,500","-14,421,000","-10,131,000","-11,524,000","-12,011,000",Upgrade,Financials in CHF,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-48.571%,88.653%,-,-,-,-,-,-,-272.999%,-,-,Upgrade,Financials in CHF,Fiscal year is January - December
D&A For EBITDA,"591,000","603,000","605,000","232,000","604,000","604,000","610,000","222,250","584,000","582,000","623,000","243,500","623,000","656,000","660,000","243,500","750,000","741,000","696,000","118,500",Upgrade,Financials in CHF,Fiscal year is January - December
EBIT,"-14,589,000","-15,976,000","-15,858,000","-16,648,000","-13,489,000","-15,883,000","-15,088,000","-14,955,000","-14,692,000","-6,293,000","152,554,000","-15,788,000","-12,837,000","-16,263,000","-18,530,000","-20,063,000","-15,171,000","-10,872,000","-12,220,000","-12,129,500",Upgrade,Financials in CHF,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-53.521%,88.292%,-,-,-,-,-,-,-292.967%,-,-,Upgrade,Financials in CHF,Fiscal year is January - December
Revenue as Reported,"681,000","1,551,000","2,738,000","1,032,000","2,541,000","415,000","3,050,000","2,696,000","2,364,000","11,758,000","172,783,000","1,804,000","3,533,000","3,440,000","977,000","1,545,000","283,000","3,711,000","3,805,000","3,416,000",Upgrade,Financials in CHF,Fiscal year is January - December
