Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),-,"-1,234",-,-,-,"-59,298",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-21,239","-22,514","-110,172","-65,358","-71,190","-211,443","-71,990","-189,871","-275,533","-309,009","-634,591","-584,563","-747,999","-2,682,385","-622,523","-295,617","-1,373,719","-191,804","-159,998","-230,488",Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-21,239","-22,514","-110,172","-65,358","-71,190","-211,443","-71,990","-189,871","-275,533","-309,009","-634,591","-584,563","-747,999","-2,682,385","-622,523","-295,617","-1,373,719","-191,804","-159,998","-230,488",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-21,239","-22,514","-110,172","-65,358","-71,190","-211,443","-71,990","-189,871","-275,533","-309,009","-634,591","-584,563","-747,999","-2,682,385","-622,523","-295,617","-1,373,719","-191,804","-159,998","-230,488",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-21,239","-22,514","-110,172","-65,358","-71,190","-211,443","-71,990","-189,871","-275,533","-309,009","-634,591","-584,563","-747,999","-2,682,385","-622,523","-295,617","-1,373,719","-191,804","-159,998","-230,488",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"280,449,742","280,449,742","280,449,742","280,450,910","280,348,372","280,348,372","280,120,290","280,120,290","280,120,290","280,120,290","280,120,290","280,334,609","280,120,290","254,532,927","226,895,846","224,467,159","218,555,073","159,070,290","159,070,290","150,972,588",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"280,449,742","280,449,742","280,449,742","280,450,910","280,348,372","280,348,372","280,120,290","280,120,290","280,120,290","280,120,290","280,120,290","280,334,609","280,120,290","254,532,927","226,895,846","224,467,159","218,555,073","159,070,290","159,070,290","150,972,588",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),0.036%,0.036%,0.118%,0.118%,0.081%,0.081%,-,-0.076%,-,10.053%,23.458%,24.889%,28.169%,60.013%,42.639%,48.681%,251.810%,535.667%,535.657%,501.318%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.000,-0.001,-0.001,-0.001,-0.002,-0.002,-0.003,-0.011,-0.003,-0.001,-0.006,-0.001,-0.001,-0.002,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.000,-0.000,-0.000,-0.000,-0.000,-0.001,-0.000,-0.001,-0.001,-0.001,-0.002,-0.002,-0.003,-0.011,-0.003,-0.001,-0.006,-0.001,-0.001,-0.002,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"83,345","-14,333","-1,133","-5,551","7,673","7,701","-28,443","7,626","-28,987","-193,796","-226,196","-621,348","-395,945","-2,622,659","-337,267","-434,426","-250,808","-97,173","-244,375","-339,252",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,0.000,-0.000,-0.001,-0.001,-0.002,-0.001,-0.010,-0.001,-0.002,-0.001,-0.001,-0.002,-0.002,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,76.090%,65.463%,11.293%,39.287%,50.464%,63.845%,67.667%,66.478%,19.819%,43.297%,49.899%,64.253%,12.711%,-75.856%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-17.577%,-16.631%,-130.645%,-74.418%,-53.254%,-134.525%,-18.455%,-99.180%,-481.047%,-77.886%,-299.060%,-120.304%,-297.789%,-2927.794%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-18.674%,-17.596%,-132.124%,-61.342%,-54.308%,-186.956%,-35.424%,-134.762%,-482.055%,-78.092%,-299.552%,-120.565%,-298.381%,-2929.647%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,73.279%,-11.202%,-1.359%,-5.210%,5.853%,6.809%,-13.996%,5.413%,-50.714%,-48.975%,-106.773%,-128.152%,-157.945%,-2864.416%,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-16,300","-15,499","-98,103","-72,095","-56,809","-135,186","-7,232","-137,827","-240,282","-273,801","-599,557","-576,357","-716,371","-2,651,909","-609,279","-287,438","-1,365,842","-190,491",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-14.331%,-12.113%,-117.651%,-67.665%,-43.337%,-119.530%,-3.559%,-97.823%,-,-69.194%,-283.014%,-118.872%,-285.764%,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"3,691","5,781","10,835","7,195","12,999","16,959","30,274","1,911","34,675","34,395","33,992","6,940","30,144","28,779","13,244","8,179","7,877","1,313",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-19,991","-21,280","-108,938","-79,290","-69,808","-152,145","-37,506","-139,738","-274,957","-308,196","-633,549","-583,297","-746,515","-2,680,688","-622,523","-295,617","-1,373,719","-191,804","-159,998","-230,488",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-17.576%,-16.631%,-130.645%,-74.418%,-53.253%,-134.525%,-18.455%,-99.180%,-,-77.886%,-299.060%,-120.304%,-297.789%,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"113,737","127,950","83,385","106,547","131,086","113,098","203,225","140,894","57,158","395,701","211,847","827,100",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
