Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
EPS Growth,51.900%,-59.787%,109.287%,-18.914%,-,-,Upgrade,Financials in JPY,Fiscal year is January - December
Free Cash Flow,"25,226,352,000","11,208,000,000","-3,803,000,000","5,468,735,000","1,156,823,000","242,948,000",Upgrade,Financials in JPY,Fiscal year is January - December
Free Cash Flow Per Share,194.369,86.321,-29.268,42.125,8.910,1.941,Upgrade,Financials in JPY,Fiscal year is January - December
Gross Margin,74.368%,59.968%,67.455%,74.823%,81.606%,35.281%,Upgrade,Financials in JPY,Fiscal year is January - December
Operating Margin,51.374%,23.722%,32.929%,47.172%,59.871%,-85.524%,Upgrade,Financials in JPY,Fiscal year is January - December
Profit Margin,35.826%,10.570%,28.132%,38.505%,38.094%,-47.088%,Upgrade,Financials in JPY,Fiscal year is January - December
Free Cash Flow Margin,52.805%,39.036%,-14.163%,58.389%,9.907%,11.710%,Upgrade,Financials in JPY,Fiscal year is January - December
EBITDA,"26,841,144,000","9,244,000,000","10,815,000,000","5,051,150,000","7,562,340,000","-1,261,798,000",Upgrade,Financials in JPY,Fiscal year is January - December
EBITDA Margin,56.185%,32.196%,40.276%,53.931%,64.761%,-60.819%,Upgrade,Financials in JPY,Fiscal year is January - December
D&A For EBITDA,"2,298,581,000","2,433,000,000","1,973,000,000","633,006,000","571,016,000","512,538,000",Upgrade,Financials in JPY,Fiscal year is January - December
EBIT,"24,542,563,000","6,811,000,000","8,842,000,000","4,418,144,000","6,991,324,000","-1,774,336,000",Upgrade,Financials in JPY,Fiscal year is January - December
EBIT Margin,51.374%,23.722%,32.929%,47.172%,59.871%,-85.524%,Upgrade,Financials in JPY,Fiscal year is January - December
Effective Tax Rate,28.665%,30.278%,-,25.235%,26.107%,-,Upgrade,Financials in JPY,Fiscal year is January - December
