Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-1,465,874","-974,434","-1,573,789","-2,131,709","-1,404,020","-2,358,063","-1,496,391","-1,967,457","-1,921,823","-2,025,056","-1,760,072","-5,010,286","-2,601,218","-4,163,274","-5,366,279","-2,923,314","-4,986,407","-3,594,015","-3,765,520","-1,791,580",Upgrade,Financials in CAD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,643,779",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"-46,257",-,-,-,-,-,-,-,-,-,-,-,-,"-19,776",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,-,"-48,089",-,-,-,"-5,886,924",-,-,-,"-3,676,972",-,-,-,-,"-314,440",-,-,"-444,324",Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-238,398",-,-,-,"2,726","16,393","672,228",-,"67,755","2,431",-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-1,465,874","-974,434","-1,573,789","-2,464,453","-1,404,020","-2,358,063","-1,496,391","-7,851,655","-1,905,430","-1,352,828","-1,760,072","-8,619,503","-2,598,787","-4,163,274","-5,366,279","-2,923,314","-6,964,402","-3,594,015","-3,765,520","-2,235,904",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,"-493,914",-,-,-,"-110,739",-,-,-,"-116,038","-163,000",-,"-78,451","-45,021",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-1,465,874","-974,434","-1,573,789","-2,464,453","-1,404,020","-2,358,063","-1,496,391","-7,357,741","-1,905,430","-1,352,828","-1,760,072","-8,508,764","-2,598,787","-4,163,274","-5,366,279","-2,807,276","-6,801,402","-3,594,015","-3,687,069","-2,190,883",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-1,465,874","-974,434","-1,573,789","-2,464,453","-1,404,020","-2,358,063","-1,496,391","-7,357,741","-1,905,430","-1,352,828","-1,760,072","-8,508,764","-2,598,787","-4,163,274","-5,366,279","-2,807,276","-6,801,402","-3,594,015","-3,687,069","-2,190,883",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"113,019,065","109,744,340","108,986,867","105,556,578","98,820,939","98,386,873","93,606,884","91,291,588","82,297,299","80,093,553","77,748,945","75,002,464","72,282,830","67,732,866","65,190,837","61,492,479","59,499,641","56,033,761","51,846,876","49,342,339",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"113,019,065","109,744,340","108,986,867","105,556,578","98,820,939","98,386,873","93,606,884","91,291,588","82,297,299","80,093,553","77,748,945","75,002,464","72,282,830","67,732,866","65,190,837","61,492,479","59,499,641","56,033,761","51,846,876","49,342,339",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),14.368%,11.544%,16.430%,15.626%,20.078%,22.840%,20.396%,21.718%,13.855%,18.249%,19.264%,21.970%,21.484%,20.879%,25.737%,24.624%,25.555%,25.817%,30.807%,52.450%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.013,-0.009,-0.014,-0.023,-0.014,-0.024,-0.016,-0.081,-0.023,-0.017,-0.023,-0.113,-0.036,-0.061,-0.082,-0.046,-0.114,-0.064,-0.071,-0.044,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.013,-0.009,-0.014,-0.023,-0.014,-0.024,-0.016,-0.081,-0.023,-0.017,-0.023,-0.113,-0.036,-0.061,-0.082,-0.046,-0.114,-0.064,-0.071,-0.044,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-230,463","-731,322","-987,731","-1,380,595","-1,078,077","-1,323,408","-1,586,906","-1,409,848","-1,762,103","-1,896,523","-1,165,099","-1,639,075","-2,522,543","-3,820,971","-4,624,809","-1,962,935","-2,808,665","-2,946,563","-2,643,246","-1,280,754",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.002,-0.007,-0.009,-0.013,-0.011,-0.013,-0.017,-0.015,-0.021,-0.024,-0.015,-0.022,-0.035,-0.056,-0.071,-0.032,-0.047,-0.053,-0.051,-0.026,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,-298.572%,-,78.181%,59.607%,86.753%,43.501%,100.000%,100.000%,100.000%,100.000%,-,100.000%,100.000%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-7716.996%,-60641.435%,-32456.818%,-10050.467%,-18855.858%,-1128.763%,-772.040%,-5288.015%,-3956.248%,-1636.609%,-1158.291%,-2979.353%,-2021.721%,-51083.201%,-140923.067%,-3679.194%,-5691.331%,-,-1347.497%,-1059.437%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-8573.365%,-82230.717%,-38050.991%,-12580.800%,-24515.802%,-1330.090%,-882.072%,-20327.498%,-4581.572%,-1377.190%,-1449.502%,-5379.029%,-2222.496%,-54174.027%,-145113.007%,-3630.255%,-8037.392%,-,-1415.300%,-1343.713%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,-1347.894%,-61714.937%,-23881.310%,-7047.807%,-18824.463%,-746.482%,-935.428%,-3895.038%,-4236.945%,-1930.677%,-959.514%,-1036.183%,-2157.292%,-49719.857%,-125062.439%,-2538.387%,-3319.072%,-,-1014.623%,-785.512%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-1,296,460","-695,777","-1,319,255","-1,935,288","-1,031,478","-1,946,245","-1,260,284","-1,910,611","-1,613,090","-1,533,253","-1,347,339","-4,668,998","-2,159,245","-3,719,377","-5,001,049","-2,799,127","-4,604,656","-3,281,073","-3,286,783","-1,609,294",Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"22,992","22,824","23,159","33,498","48,397","54,894","49,444","3,439","32,274","74,404","59,128","43,862","204,773","206,367","210,286","45,994","211,462","250,139","223,650","118,086",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-1,319,452","-718,601","-1,342,414","-1,968,786","-1,079,875","-2,001,139","-1,309,728","-1,914,050","-1,645,364","-1,607,657","-1,406,467","-4,712,860","-2,364,018","-3,925,744","-5,211,335","-2,845,121","-4,816,118","-3,531,212","-3,510,433","-1,727,380",Upgrade,Financials in CAD,Fiscal year is January - December
