Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-168,498","-454,164","-1,892,342","509,216","-1,643,867","-113,838","-575,047","-3,302,967","2,025,532","-707,748","-1,491,539","-1,590,430","-3,846,535","-5,096,459","-3,987,316","-5,735,473","-4,279,330","-1,568,361","-3,696,245","-2,699,692",Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,"-312,547",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"145,355",-,"-211,932",-,-,-,-,-,"929,867",-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-168,498","-454,164","-1,892,342","509,216","-1,643,867","-113,838","-575,047","-3,157,612","2,025,532","-1,232,227","-1,491,539","-1,590,430","-3,846,535","-5,096,459","-3,987,316","-4,805,606","-4,279,330","-1,568,361","-3,696,245","-2,699,692",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Continuing Operations,"-168,498","-454,164","-1,892,342","509,216","-1,643,867","-113,838","-575,047","-3,157,612","2,025,532","-1,232,227","-1,491,539","-1,590,430","-3,846,535","-5,096,459","-3,987,316","-4,805,606","-4,279,330","-1,568,361","-3,696,245","-2,699,692",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-237,096","-37,918","-246,691","-111,926","-1,331,537",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-168,498","-454,164","-1,892,342","509,216","-1,643,867","-113,838","-575,047","-3,157,612","2,025,532","-1,232,227","-1,491,539","-1,590,430","-3,846,535","-5,096,459","-3,987,316","-5,042,702","-4,317,248","-1,815,052","-3,808,171","-4,031,229",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-168,498","-454,164","-1,892,342","509,216","-1,643,867","-113,838","-575,047","-3,157,612","2,025,532","-1,232,227","-1,491,539","-1,590,430","-3,846,535","-5,096,459","-3,987,316","-5,042,702","-4,317,248","-1,815,052","-3,808,171","-4,031,229",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"57,734,198","56,466,118","56,662,430","56,466,370","56,441,661","56,438,731","56,424,994","56,227,586","56,249,994","56,247,064","56,231,383","56,183,771","56,032,984","55,631,845","51,775,640","47,284,740","46,148,373","42,047,494","40,041,425","40,064,340",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"58,764,751","56,832,784","57,709,649","56,466,370","56,858,327","56,855,397","56,858,327","56,227,586","56,733,327","56,247,064","56,231,383","56,183,771","56,032,984","55,631,845","51,775,640","47,284,740","46,148,373","42,047,494","40,041,425","40,064,340",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),3.353%,-0.040%,1.497%,0.425%,0.220%,1.082%,1.115%,0.078%,1.250%,1.106%,8.606%,18.820%,21.419%,32.307%,29.305%,18.022%,21.054%,14.224%,8.774%,9.812%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.003,-0.008,-0.033,0.009,-0.029,-0.002,-0.010,-0.056,0.036,-0.022,-0.027,-0.028,-0.069,-0.092,-0.077,-0.107,-0.094,-0.043,-0.095,-0.101,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.003,-0.010,-0.033,0.009,-0.030,-0.002,-0.010,-0.060,0.036,-0.022,-0.030,-0.028,-0.070,-0.092,-0.077,-0.107,-0.094,-0.043,-0.095,-0.101,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"527,198","736,743","-1,243,162","574,077","468,057","1,718,590","-293,809","1,865,418","353,909","-1,917,337","-2,450,846","-340,746","-2,331,224","-5,303,246","-7,964,449","-4,188,991","-4,934,671","-5,916,749","-5,254,769","-4,639,294",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,0.009,0.013,-0.022,0.010,0.008,0.030,-0.005,0.033,0.006,-0.034,-0.044,-0.006,-0.042,-0.095,-0.154,-0.089,-0.107,-0.141,-0.131,-0.116,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,28.724%,33.459%,26.530%,40.477%,19.256%,35.400%,36.006%,19.367%,56.939%,39.577%,48.374%,32.538%,-0.610%,-16.124%,1.791%,-7.602%,-21.305%,127.540%,-196.352%,-,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,1.168%,0.979%,-19.555%,8.898%,-15.015%,-1.422%,-3.460%,-24.722%,20.885%,-2.053%,-21.934%,-21.314%,-51.034%,-106.966%,-81.598%,-109.804%,-114.076%,-86.140%,-707.004%,-,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-1.248%,-3.752%,-21.285%,5.096%,-16.370%,-1.009%,-6.535%,-28.726%,19.212%,-13.947%,-28.972%,-23.337%,-54.249%,-110.899%,-97.002%,-105.618%,-136.329%,-182.968%,-838.725%,-,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,3.905%,6.086%,-13.983%,5.745%,4.661%,15.233%,-3.339%,16.971%,3.357%,-21.702%,-47.606%,-5.000%,-32.878%,-115.399%,-193.756%,-87.737%,-155.826%,-596.445%,-1157.328%,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"673,751","1,026,781","-1,073,836","1,664,289","-988,564","614,831","440,286","-2,061,004","3,012,143","576,049","-436,783","-872,182","-2,962,137","-4,361,545","-2,882,189","-4,974,112","-3,115,043","-390,019","-2,816,591","-1,638,993",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,4.991%,8.482%,-12.079%,16.654%,-9.845%,5.450%,5.003%,-18.750%,28.570%,6.520%,-8.484%,-12.798%,-41.776%,-94.907%,-70.117%,-104.181%,-98.366%,-39.316%,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"516,076","908,214","664,650","775,123","519,154","775,227","744,783","656,478","810,165","757,464","692,426","580,389","656,431","554,187","471,940","268,473","497,497","464,493","393,510","498,724",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"157,675","118,567","-1,738,486","889,166","-1,507,718","-160,396","-304,497","-2,717,482","2,201,978","-181,415","-1,129,209","-1,452,571","-3,618,568","-4,915,732","-3,354,129","-5,242,585","-3,612,540","-854,512","-3,210,101","-2,137,717",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,1.168%,0.979%,-19.555%,8.898%,-15.014%,-1.422%,-3.460%,-24.722%,20.885%,-2.053%,-21.934%,-21.314%,-51.034%,-106.966%,-81.598%,-109.804%,-114.076%,-86.140%,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue as Reported,"13,499,282","12,105,697","8,890,417","9,992,997","10,041,746","11,281,793","8,799,940","10,991,985","10,543,139","8,834,795","5,148,214","6,815,183","7,090,467","4,595,591","4,110,563","4,774,488","3,166,786","992,003","454,043",-,Upgrade,Financials in CAD,Fiscal year is January - December
