Fiscal Quarter,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Change (YoY),7.376%,3.035%,0.023%,0.053%,0.119%,6.183%,14.813%,15.981%,20.525%,15.047%,113.470%,13761.449%,13230.133%,13063.719%,6463.953%,-,-,-29.619%,-55.956%,-55.572%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.006,0.024,0.006,-0.029,-0.005,-0.204,-0.157,-0.075,-0.069,-0.073,-0.125,-0.096,-0.088,-0.049,-0.056,-1.405,-1.434,-1.356,-1.628,-1.458,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.006,0.024,0.006,-0.029,-0.005,-0.204,-0.157,-0.075,-0.069,-0.073,-0.125,-0.096,-0.088,-0.049,-0.056,-1.405,-1.434,-1.356,-1.628,-1.458,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,325","-41,814","-36,403","-165,414","-254,421","-734,626","-727,223","-788,211","-442,079","-544,149","-754,408","-862,068","-215,093","-153,916","-32,977","-6,706","-6,868","-10,965","-11,734",-604,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.001,-0.005,-0.005,-0.021,-0.033,-0.095,-0.094,-0.102,-0.057,-0.075,-0.112,-0.129,-0.034,-0.024,-0.010,-0.139,-0.143,-0.228,-0.244,-0.013,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,100.000%,100.000%,52.830%,-,-,-194.107%,85.647%,21.709%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-1045400.000%,-992262.000%,-125608.255%,-,-,-38289.994%,-420.598%,-2705.504%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-2024678.333%,-1166884.000%,-126388.679%,-,-,-39320.810%,-438.080%,-3404.618%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-1212038.333%,-1576422.000%,-104263.915%,-,-,-52920.074%,-166.369%,-1684.167%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-15,210","-92,301","33,335","-366,914","-122,382","-783,400","-621,715","-490,606","-527,054","-501,923","-796,752","-596,326","-518,779","-222,256","-137,700",-,-,"-15,417","-29,927","-20,303",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,993","5,993","5,993","5,993","5,993","5,993","5,525","5,525","5,525","18,025","29,837","27,418","25,000","25,000","4,167",-,-,"4,098","4,098","4,098",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-21,203","-98,294","27,342","-372,907","-128,375","-789,393","-627,240","-496,131","-532,579","-519,948","-826,589","-623,744","-543,779","-247,256","-141,867","-20,906","-22,974","-19,515","-34,025","-24,401",Upgrade,Financials in USD,Fiscal year is January - December
