Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+9 Quarters,Currency,Fiscal_Year_period
Minority Interest in Earnings,-,-,-,-,"-5,000","-5,000","-5,000","-6,000","-5,000",-,"-5,000","-5,000","-5,000","-5,000","-5,000","-5,000","-67,000","38,000","-12,000","-1,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-6,403,000","-4,867,000","-18,453,000","-6,680,000","-62,101,000","-11,469,000","-11,397,000","-25,842,000","-8,606,000",-,"-5,899,000","-16,398,000","-4,599,000","-6,223,000","-11,089,000","-34,610,000","-4,036,000","-611,000","-7,794,000","-158,765,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-6,403,000","-4,867,000","-18,453,000","-6,680,000","-62,101,000","-11,469,000","-11,397,000","-25,842,000","-8,606,000",-,"-5,899,000","-16,398,000","-4,599,000","-6,223,000","-11,089,000","-34,610,000","-4,036,000","-611,000","-7,794,000","-158,765,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"913,923,993","913,579,549","831,363,709","656,779,916","653,080,343","646,690,827","642,140,067","635,659,814","639,624,851",-,"619,113,389","593,742,700","592,631,092","587,218,794","558,997,571","530,285,150","503,793,796","506,379,437","531,521,620","532,431,316",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"913,923,993","913,579,549","831,363,709","656,779,916","653,080,343","646,690,827","642,140,067","635,659,814","639,624,851",-,"619,113,389","593,742,700","592,631,092","587,218,794","558,997,571","530,285,150","503,793,796","506,379,437","531,521,620","532,431,316",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),39.941%,41.270%,29.468%,3.323%,2.104%,-,3.719%,7.060%,7.930%,-,10.754%,11.967%,17.634%,15.964%,5.169%,-0.403%,7.955%,48.773%,56.160%,56.427%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.007,-0.005,-0.022,-0.010,-0.095,-0.018,-0.018,-0.041,-0.013,-,-0.010,-0.028,-0.008,-0.011,-0.020,-0.065,-0.008,-0.001,-0.015,-0.298,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.007,-0.005,-0.022,-0.010,-0.095,-0.018,-0.018,-0.041,-0.013,-,-0.010,-0.028,-0.008,-0.011,-0.020,-0.065,-0.008,-0.001,-0.015,-0.298,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-562,000","431,000","516,000","-859,000","131,000","2,349,000","-6,818,000","11,466,000",-,-,"-3,477,000","1,958,000","-2,086,000","-3,595,000","-4,372,000","-29,098,000","1,603,000","7,134,000","-7,555,000","-13,722,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.001,0.000,0.001,-0.001,0.000,0.004,-0.011,0.018,-,-,-0.006,0.003,-0.004,-0.006,-0.008,-0.055,0.003,0.014,-0.014,-0.026,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,21.387%,39.339%,40.197%,39.659%,40.344%,54.190%,51.623%,26.142%,60.715%,-,51.651%,12.525%,60.414%,60.119%,60.274%,86.061%,60.367%,36.651%,63.255%,44.120%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-38.408%,-23.531%,-25.321%,-30.402%,-60.621%,4.151%,-5.483%,-41.407%,8.544%,-,-4.584%,-48.963%,-3.562%,2.463%,1.537%,-20.537%,-6.833%,-46.681%,-47.905%,-100.246%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-37.375%,-26.088%,-97.935%,-31.841%,-269.981%,-42.204%,-43.369%,-92.837%,-30.626%,-,-22.647%,-57.468%,-17.729%,-22.945%,-48.276%,-203.720%,-26.391%,-4.811%,-61.603%,-1774.704%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-3.280%,2.310%,2.739%,-4.095%,0.570%,8.644%,-25.945%,41.191%,-,-,-13.348%,6.862%,-8.041%,-13.255%,-19.034%,-171.276%,10.482%,56.169%,-59.714%,-153.387%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,515,000","-2,961,000","-3,514,000","-5,040,000","-12,527,000","2,553,000","-61,000","-11,006,000","4,556,000",-,"601,000","-11,003,000","578,000","1,788,000","1,399,000","-2,473,750","1,807,000","-2,751,000","-4,943,000","-6,437,796",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-32.191%,-15.871%,-18.650%,-24.024%,-54.460%,9.395%,-0.232%,-39.539%,16.213%,-,2.307%,-38.561%,2.228%,6.593%,6.090%,-14.561%,11.816%,-21.660%,-39.069%,-71.963%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,065,000","1,429,000","1,257,000","1,338,000","1,417,000","1,425,000","1,380,000","520,000","2,155,000","2,894,000","1,795,000","2,968,000","1,502,000","1,120,000","1,046,000","1,015,250","2,852,000","3,178,000","1,118,000","2,530,204",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-6,580,000","-4,390,000","-4,771,000","-6,378,000","-13,944,000","1,128,000","-1,441,000","-11,526,000","2,401,000",-,"-1,194,000","-13,971,000","-924,000","668,000","353,000","-3,489,000","-1,045,000","-5,929,000","-6,061,000","-8,968,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-38.408%,-23.531%,-25.321%,-30.402%,-60.621%,4.151%,-5.483%,-41.407%,8.544%,-,-4.584%,-48.963%,-3.562%,2.463%,1.537%,-20.537%,-6.833%,-46.681%,-47.905%,-100.246%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,560.679%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"17,132,000","18,656,000","18,842,000","20,979,000","23,002,000","27,175,000","26,279,000","27,836,000","28,100,000",-,"26,048,000","28,534,000","25,941,000","27,121,000","22,970,000","16,989,000","15,293,000","12,701,000","12,652,000","8,946,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,"475,000","338,000","212,000",-,"225,000","460,000","475,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
