Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"122,000",-,-,-,"1,349,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-23,396,000","-40,385,000","-30,818,000","-38,434,000","-35,256,000","-33,982,000","-31,290,000","-29,966,000","-29,515,000","-28,916,000","-29,769,000","-28,118,000","-25,118,000","7,923,000","-27,167,000","-26,073,000","-25,868,000","-26,206,000","-27,704,000","-27,548,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-23,396,000","-40,385,000","-30,818,000","-38,434,000","-35,256,000","-33,982,000","-31,290,000","-29,966,000","-29,515,000","-28,916,000","-29,769,000","-28,118,000","-25,118,000","7,923,000","-27,167,000","-26,073,000","-25,868,000","-26,206,000","-27,704,000","-27,548,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-23,396,000","-40,385,000","-30,818,000","-38,434,000","-35,256,000","-33,982,000","-31,290,000","-29,966,000","-29,515,000","-28,916,000","-29,769,000","-28,118,000","-25,118,000","7,923,000","-27,167,000","-26,073,000","-25,868,000","-26,206,000","-27,704,000","-27,548,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"143,296,662","118,391,224","117,415,047","115,342,613","114,929,523","114,423,000","104,349,696","86,597,405","86,448,632","86,277,599","85,028,235","77,775,497","76,749,641","49,197,828","39,364,507","37,750,145","37,256,247","36,798,562","35,906,917","35,690,600",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"143,296,662","118,391,224","117,415,047","115,342,613","114,929,523","114,423,000","104,349,696","86,597,405","86,448,632","86,277,599","85,028,235","77,775,497","76,749,641","49,197,828","39,364,507","37,750,145","37,256,247","36,798,562","35,906,917","35,690,600",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),24.682%,3.468%,12.521%,33.194%,32.945%,32.622%,22.724%,11.343%,12.637%,75.369%,116.002%,106.027%,106.005%,33.695%,9.629%,5.771%,10.938%,27.160%,26.240%,1359.412%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.163,-0.341,-0.262,-0.333,-0.307,-0.297,-0.300,-0.346,-0.341,-0.335,-0.350,-0.362,-0.327,0.161,-0.690,-0.691,-0.694,-0.712,-0.772,-0.772,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.163,-0.341,-0.264,-0.333,-0.307,-0.300,-0.303,-0.346,-0.341,-0.335,-0.350,-0.362,-0.327,0.161,-0.690,-0.691,-0.694,-0.712,-0.772,-0.772,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-26,843,000","-33,710,000","-19,699,000","-32,180,000","-32,684,000","-41,657,000","-31,857,000","-26,908,000","-27,790,000","-35,263,000","-25,109,000","-16,344,000","-24,352,000","9,664,000","-25,489,000","-20,795,000","-21,747,000","-24,586,000","-28,050,000","-30,765,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.187,-0.285,-0.168,-0.279,-0.284,-0.364,-0.305,-0.311,-0.321,-0.409,-0.295,-0.210,-0.317,0.196,-0.648,-0.551,-0.584,-0.668,-0.781,-0.862,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-217.230%,-,-,-,-,-,-,-292.143%,-,-,-,37.379%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2995.440%,-2284.788%,-293.470%,-2466.709%,-1827.519%,-1425.133%,-748.921%,-988.977%,-542.277%,-402.767%,-972.063%,-1077.085%,-885.192%,19.893%,-2012.380%,-2784.026%,-5339.549%,-2113.391%,-3202.828%,-2894.715%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2540.282%,-2318.312%,-296.812%,-2455.847%,-1803.376%,-1390.995%,-734.162%,-991.923%,-539.481%,-402.114%,-971.573%,-1075.669%,-883.503%,19.961%,-2013.862%,-2776.677%,-5300.820%,-2076.545%,-3133.937%,-2799.593%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-2914.549%,-1935.132%,-189.724%,-2056.230%,-1671.816%,-1705.158%,-747.466%,-890.698%,-507.951%,-490.377%,-819.484%,-625.249%,-856.560%,24.347%,-1889.474%,-2214.590%,-4456.352%,-1948.177%,-3173.077%,-3126.524%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-25,984,000","-38,059,000","-28,550,000","-36,640,000","-33,821,000","-33,017,000","-30,128,000","-28,201,000","-28,164,000","-27,374,000","-28,219,000","-26,566,000","-23,568,000","9,491,000","-25,454,000","-24,468,000","-24,406,000","-25,045,000","-26,871,000","-27,311,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-274.969%,-,-,-,-,-,-,-,-,-,-,23.911%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,604,000","1,742,000","1,921,000","1,964,000","1,907,000","1,799,000","1,791,000","1,676,000","1,504,000","1,589,000","1,565,000","1,589,000","1,598,000","1,595,000","1,693,000","1,674,000","1,651,000","1,626,000","1,442,000","1,173,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-27,588,000","-39,801,000","-30,471,000","-38,604,000","-35,728,000","-34,816,000","-31,919,000","-29,877,000","-29,668,000","-28,963,000","-29,784,000","-28,155,000","-25,166,000","7,896,000","-27,147,000","-26,142,000","-26,057,000","-26,671,000","-28,313,000","-28,484,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-293.470%,-,-,-,-,-,-,-,-,-,-,19.893%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"921,000","1,742,000","10,383,000","1,565,000","1,955,000","2,443,000","4,262,000","3,021,000","5,471,000","7,191,000","3,064,000","2,614,000","2,843,000","39,693,000","1,349,000","939,000","488,000","1,262,000","884,000","984,000",Upgrade,Financials in USD,Fiscal year is January - December
