Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"9,382,000","9,201,000","9,468,000","9,556,000","8,462,000","7,378,000","6,597,000","4,324,000","2,562,000","765,000","261,000","6,000","39,000","48,000","47,000","70,000","269,000","331,000","590,000","766,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-100,000",-,-,-,"100,000",-,-,-,"900,000",-,-,-,"-800,000",-,-,-,"200,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-152,000",-,"101,000","-270,000","266,000","-71,000","23,000","74,000","-208,000","40,000","1,906,000","18,669,000","-44,883,000","1,924,000","-24,995,000","14,000","20,825,000","-25,766,000","8,856,000","-7,177,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"19,818,000","14,906,000","-11,497,000","996,000","13,146,000","4,207,000","-23,716,000","113,374,000","64,092,000","128,374,000","32,859,000","103,222,000","-29,430,000","9,705,000","891,000","-21,789,000","-2,450,000","-51,579,000","-12,671,000","-36,096,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-642,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,"1,000,000",-,-,-,-,"1,000,000",-,"-47,000","1,000,000",-,-,"22,000","6,851,000",-,"76,000","-18,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,"-2,588,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"-45,400,000",-,-,-,-,-,"-5,232,000",-,"6,300,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"19,818,000","14,906,000","-11,497,000","996,000","14,146,000","4,207,000","-23,716,000","67,974,000","64,092,000","129,374,000","32,859,000","100,587,000","-28,430,000","4,473,000","891,000","-15,467,000","4,401,000","-51,579,000","-12,595,000","-36,756,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"2,224,000","3,520,000","-2,776,000","777,000","-147,000","776,000","616,000","241,000","283,000","619,000",-,"808,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"17,594,000","11,386,000","-8,721,000","219,000","14,293,000","3,431,000","-24,332,000","67,733,000","63,809,000","128,755,000","32,859,000","99,779,000","-28,430,000","4,473,000","891,000","-15,467,000","4,401,000","-51,579,000","-12,595,000","-36,756,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,"-8,000",-,-,"131,000","4,569,000",-,"333,000","70,000",-,"367,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"17,594,000","11,386,000","-8,721,000","219,000","14,293,000","3,431,000","-24,332,000","67,741,000","63,809,000","128,755,000","32,728,000","95,210,000","-28,430,000","4,140,000","821,000","-15,467,000","4,034,000","-51,579,000","-12,595,000","-36,756,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,23.095%,231.857%,-,-99.677%,-77.600%,-97.335%,-,-32.117%,-,2778.493%,3587.879%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"131,133,000","130,916,000","130,200,000","129,381,000","128,988,000","128,625,000","127,921,000","127,589,000","127,062,000","126,347,000","124,555,000","121,380,000","116,903,000","114,629,000","112,035,000","110,176,000","109,816,000","97,339,000","85,477,000","83,868,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"154,807,000","154,468,000","130,200,000","133,278,000","154,196,000","152,142,000","127,921,000","151,728,000","151,538,000","149,905,000","149,425,000","149,744,000","116,903,000","118,830,000","113,469,000","110,176,000","111,973,000","97,339,000","85,648,000","83,868,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.396%,1.529%,1.782%,-12.160%,1.754%,1.492%,-14.391%,1.325%,29.627%,26.151%,31.688%,35.913%,4.403%,22.079%,32.483%,31.368%,49.087%,49.550%,34.291%,33.774%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.134,0.087,-0.067,0.002,0.111,0.027,-0.190,0.531,0.502,1.019,0.263,0.784,-0.243,0.036,0.007,-0.140,0.037,-0.530,-0.147,-0.438,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.122,0.082,-0.070,-0.000,0.101,0.027,-0.190,0.455,0.429,0.867,0.216,0.658,-0.243,0.017,0.007,-0.140,-0.154,-0.530,-0.248,-0.438,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,20.773%,207.236%,-,-,-76.498%,-96.925%,-,-30.938%,-,4944.876%,2851.351%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"18,121,000","9,934,000","-17,428,000","12,043,000","30,782,000","27,295,000","26,339,000","33,361,000","60,279,000","13,738,000","-51,801,000","117,461,000","62,582,000","109,723,000","36,285,000","-16,512,000","-28,086,000","-22,507,000","-29,218,000","-24,843,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.117,0.064,-0.134,0.090,0.200,0.179,0.206,0.220,0.398,0.092,-0.347,0.784,0.535,0.923,0.320,-0.150,-0.251,-0.231,-0.341,-0.296,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,66.742%,64.397%,53.134%,63.605%,61.536%,56.942%,40.724%,76.654%,55.706%,63.930%,55.210%,58.505%,38.786%,58.285%,61.141%,-2.694%,6.426%,-156.784%,35.827%,-38.846%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,15.239%,10.032%,-38.139%,-11.688%,8.788%,-2.344%,-61.055%,59.927%,37.811%,50.398%,28.398%,43.741%,15.785%,20.547%,36.660%,-122.777%,-139.779%,-802.549%,-159.227%,-236.698%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,21.821%,15.429%,-17.171%,0.394%,20.561%,5.695%,-51.853%,36.718%,38.042%,50.204%,28.711%,48.808%,-26.258%,7.846%,0.985%,-116.732%,30.073%,-1933.246%,-115.349%,-347.739%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,22.474%,13.462%,-34.314%,21.662%,44.282%,45.304%,56.130%,18.083%,35.937%,5.357%,-45.443%,60.215%,57.802%,207.939%,43.541%,-124.619%,-209.378%,-843.591%,-267.589%,-235.033%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"13,471,000","8,538,000","-18,247,000","-5,384,000","7,224,000","-312,000","-27,637,000","111,397,000","64,313,000","130,352,000","33,357,000","86,342,000","18,168,000","11,938,000","31,657,000","-15,161,000","-17,647,000","-20,161,000","-14,074,000","-21,553,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,16.707%,11.570%,-35.926%,-9.684%,10.392%,-0.518%,-58.896%,60.380%,38.342%,50.827%,29.262%,44.262%,16.780%,22.624%,37.988%,-114.423%,-131.556%,-,-128.894%,-203.907%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,184,000","1,135,000","1,124,000","1,114,000","1,115,000","1,100,000","1,013,000","837,000","890,000","1,100,000","985,000","1,016,000","1,078,000","1,096,000","1,106,000","1,107,000","1,103,000","1,251,000","3,312,000","3,466,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"12,287,000","7,403,000","-19,371,000","-6,498,000","6,109,000","-1,412,000","-28,650,000","110,560,000","63,423,000","129,252,000","32,372,000","85,326,000","17,090,000","10,842,000","30,551,000","-16,268,000","-18,750,000","-21,412,000","-17,386,000","-25,019,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,15.239%,10.032%,-38.139%,-11.688%,8.788%,-2.344%,-61.055%,59.927%,37.811%,50.398%,28.398%,43.741%,15.785%,20.547%,36.660%,-122.777%,-139.779%,-,-159.227%,-236.698%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,11.222%,23.615%,-,78.012%,-,18.445%,-,0.354%,0.441%,0.478%,-,0.803%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"80,630,000","73,795,000","50,790,000","55,596,000","69,514,000","60,249,000","46,925,000","184,492,000","167,735,000","256,464,000","113,992,000","195,070,000","108,270,000","52,767,000","83,335,000","19,550,000","13,414,000","2,668,000","10,919,000","10,570,000",Upgrade,Financials in USD,Fiscal year is January - December
