Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,"-718,000",-,-,-,-,-,-,"-1,400,000",-,"-10,875,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-6,652,000","-9,149,000","-6,469,000","-793,000","-7,560,000","-6,123,000","-6,390,000","1,157,000","-27,526,000","-41,131,000","-28,068,000","-36,893,000","-28,858,000","-22,937,000","33,413,000","-19,933,000","-32,832,000","-40,393,000","-26,179,000","-23,136,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"346,000","100,000","160,000","195,000","187,000","179,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-6,998,000","-9,249,000","-6,629,000","-988,000","-7,747,000","-6,302,000","-6,390,000","1,157,000","-27,526,000","-41,131,000","-28,068,000","-36,893,000","-28,858,000","-22,937,000","33,413,000","-19,933,000","-32,832,000","-40,393,000","-26,179,000","-23,136,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-6,998,000","-9,249,000","-6,629,000","-988,000","-7,747,000","-6,302,000","-6,390,000","1,157,000","-27,526,000","-41,131,000","-28,068,000","-36,893,000","-28,858,000","-22,937,000","33,413,000","-19,933,000","-32,832,000","-40,393,000","-26,179,000","-23,136,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"44,626,943","44,022,356","43,779,456","43,627,270","43,620,532","43,663,112","43,671,589","43,668,690","43,718,351","43,718,748","43,709,238","43,669,581","43,598,350","43,569,482","41,870,759","40,558,850","40,187,173","39,972,174","39,753,583","37,972,735",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"44,626,943","44,022,356","43,779,456","43,627,270","43,620,532","43,663,112","43,671,589","44,692,485","43,718,351","43,718,748","43,709,238","43,669,581","43,598,350","43,569,482","44,383,791","40,558,850","40,187,173","39,972,174","39,753,583","37,972,735",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.307%,0.823%,0.247%,-2.383%,-0.224%,-0.127%,-0.086%,2.342%,0.275%,0.343%,-1.520%,7.670%,8.488%,9.000%,11.647%,6.810%,16.919%,16.899%,16.260%,10.859%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.157,-0.210,-0.151,-0.023,-0.178,-0.144,-0.146,0.026,-0.630,-0.941,-0.642,-0.845,-0.662,-0.526,0.798,-0.491,-0.817,-1.011,-0.659,-0.609,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.157,-0.210,-0.151,-0.023,-0.178,-0.144,-0.150,0.026,-0.630,-0.941,-0.642,-0.845,-0.662,-0.530,0.750,-0.491,-0.817,-1.011,-0.660,-0.609,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-10,665,000","298,000","-3,477,000","-8,036,000","-1,338,000","-4,734,000","-13,124,000","-8,661,000","-19,235,000","-23,100,000","-24,925,000","-34,018,000","-18,147,000","-18,797,000","-32,261,000","-17,739,000","-24,248,000","-27,637,000","-21,782,000","-25,726,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.239,0.007,-0.079,-0.184,-0.031,-0.108,-0.301,-0.194,-0.440,-0.528,-0.570,-0.779,-0.416,-0.431,-0.727,-0.437,-0.603,-0.691,-0.548,-0.677,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,87.823%,86.779%,89.228%,91.272%,87.069%,77.596%,89.714%,93.576%,80.258%,88.515%,82.539%,84.778%,93.865%,96.256%,98.272%,89.383%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-42.522%,-42.938%,-34.660%,-13.693%,-37.885%,-34.808%,-14.908%,-1.704%,-207.522%,-269.241%,-264.114%,-372.557%,-320.178%,-207.397%,-524.967%,-96.839%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-37.907%,-40.569%,-33.260%,-4.229%,-37.875%,-30.370%,-31.554%,3.679%,-219.558%,-380.948%,-267.671%,-384.382%,-321.896%,-209.451%,620.713%,-96.063%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-57.770%,1.307%,-17.445%,-34.396%,-6.542%,-22.813%,-64.807%,-27.542%,-153.426%,-213.948%,-237.698%,-354.428%,-202.421%,-171.646%,-599.313%,-85.489%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-7,729,000","-9,636,000","-6,749,000","-3,038,000","-7,581,000","-6,999,000","-2,837,000","-306,000","-25,791,000","-28,882,000","-27,500,000","-35,467,000","-28,559,000","-22,496,000","-28,129,000","-19,977,000","-32,548,000","-40,352,000","-26,661,000","-23,679,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-41.867%,-42.267%,-33.862%,-13.003%,-37.064%,-33.728%,-14.009%,-0.973%,-205.719%,-267.500%,-262.254%,-,-,-205.424%,-,-96.275%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"121,000","153,000","159,000","161,000","168,000","224,000","182,000","230,000","226,000","188,000","195,000","291,000","145,000","216,000","130,000","117,000","93,000","100,000","86,000","79,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,850,000","-9,789,000","-6,908,000","-3,199,000","-7,749,000","-7,223,000","-3,019,000","-536,000","-26,017,000","-29,070,000","-27,695,000","-35,758,000","-28,704,000","-22,712,000","-28,259,000","-20,094,000","-32,641,000","-40,452,000","-26,747,000","-23,758,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-42.522%,-42.938%,-34.660%,-13.693%,-37.885%,-34.808%,-14.908%,-1.704%,-207.522%,-269.241%,-264.114%,-,-,-207.396%,-,-96.838%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"18,461,000","22,798,000","19,931,000","23,363,000","20,454,000","20,751,000","20,251,000","31,447,000","12,537,000","10,797,000","10,486,000","9,598,000","8,965,000","10,951,000","5,383,000","20,750,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
