Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"123,375,000","106,928,000","87,212,000","76,052,000","74,097,000","71,390,000","70,433,000","57,296,000","53,069,000","49,927,000","48,246,000","47,215,000","43,265,000","37,583,000","37,521,000","37,455,000","37,420,000","8,586,000","2,845,000","2,776,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"123,375,000","106,928,000","87,212,000","76,052,000","74,097,000","71,390,000","70,433,000","57,296,000","53,069,000","49,927,000","48,246,000","47,215,000","43,265,000","37,583,000","37,521,000","37,455,000","37,420,000","8,586,000","2,845,000","2,776,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),66.505%,49.780%,23.823%,32.735%,39.624%,42.989%,45.987%,21.351%,22.660%,32.845%,28.584%,26.058%,15.620%,337.724%,1218.840%,1249.244%,1266.192%,217.530%,8.055%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.652,-0.662,-0.790,-0.795,-0.707,-0.659,-0.744,-0.881,-0.822,-0.915,-0.710,-0.816,-0.677,-0.701,-0.635,-0.435,-0.306,-1.229,-2.139,-3.747,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.652,-0.662,-0.790,-0.798,-0.707,-0.659,-0.744,-0.885,-0.822,-0.915,-0.710,-0.819,-0.680,-0.701,-0.635,-0.435,-0.306,-1.229,-2.139,-3.747,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-67,319,000","-65,535,000","-71,295,000","15,638,000","-37,714,000","-50,429,000","-50,787,000","-40,039,000","-31,852,000","-36,868,000","-30,332,000","-27,922,000","-21,582,000","-28,843,000","-20,206,000","-13,310,000","-9,958,000","-7,791,000","-7,150,000","-5,110,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.546,-0.613,-0.817,0.206,-0.509,-0.706,-0.721,-0.699,-0.600,-0.738,-0.629,-0.591,-0.499,-0.767,-0.539,-0.355,-0.266,-0.907,-2.513,-1.841,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-290.657%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-4200.942%,-4040.391%,-2178.577%,-3043.456%,-2080.376%,-2272.625%,-2579.310%,-1922.174%,-1810.193%,-2125.758%,-1919.777%,-2081.371%,-1353.675%,-1011.392%,-882.286%,-760.644%,-656.701%,-672.810%,-452.872%,-418.478%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-3441.695%,-3461.760%,-1943.410%,-2756.179%,-1857.984%,-2030.440%,-2346.350%,-1822.716%,-1756.608%,-2097.796%,-1907.242%,-2080.886%,-1353.398%,-1010.855%,-881.805%,-759.804%,-655.155%,-685.010%,-448.085%,-719.792%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-2881.807%,-3204.645%,-2012.278%,713.087%,-1338.325%,-2177.418%,-2274.384%,-1445.973%,-1283.320%,-1692.746%,-1689.805%,-1507.667%,-997.781%,-1106.367%,-747.263%,-621.382%,-570.332%,-505.581%,-526.510%,-353.633%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-97,424,000","-81,939,000","-76,546,000","-66,128,000","-58,059,000","-52,105,000","-57,205,000","-52,844,000","-44,559,000","-45,977,000","-34,146,000","-38,339,000","-29,104,000","-26,220,000","-23,749,000","-16,178,000","-11,365,000","-10,294,000","-6,067,000","-5,964,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"710,000","687,000","641,000","615,000","566,000","529,000","391,000","381,000","370,000","322,000","314,000","208,000","176,000","147,000","108,000","115,000","101,000","74,000","83,000","83,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-98,134,000","-82,626,000","-77,187,000","-66,743,000","-58,625,000","-52,634,000","-57,596,000","-53,225,000","-44,929,000","-46,299,000","-34,460,000","-38,547,000","-29,280,000","-26,367,000","-23,857,000","-16,293,000","-11,466,000","-10,368,000","-6,150,000","-6,047,000",Upgrade,Financials in USD,Fiscal year is January - December
