Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"1,821,000","75,000","3,722,000","519,000","3,944,000","1,748,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"336,715,000","427,519,000","-7,078,000","89,154,000","-107,782,000","-160,855,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-6,000,000","-6,000,000",-,-,-,"-13,401,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,"7,300,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"1,462,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-2,300,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-21,750,000","-1,427,000","3,945,000","-22,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"332,177,000","421,519,000","-31,128,000","87,727,000","-96,537,000","-197,056,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-54,776,000","-97,638,000","2,024,000","11,326,000","14,324,000","-436,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"386,953,000","519,157,000","-33,152,000","76,401,000","-110,861,000","-196,620,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-53,607,000","-163,400,000","-125,115,000","-124,570,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"333,346,000","355,757,000","-158,267,000","-48,169,000","-110,861,000","-196,620,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"333,346,000","355,757,000","-158,267,000","-48,169,000","-110,861,000","-196,620,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"166,635,500","166,223,000","163,742,000","160,942,000","158,803,000","157,051,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"169,141,250","169,730,000","163,742,000","164,753,000","158,803,000","157,051,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-0.107%,3.657%,-0.614%,3.747%,1.116%,1.250%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),2.000,2.140,-0.967,-0.299,-0.698,-1.252,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),1.969,2.097,-0.967,-0.296,-0.698,-1.252,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"315,223,000","353,305,000","-17,211,000","73,695,000","40,623,000","-18,865,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.864,2.082,-0.105,0.447,0.256,-0.120,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,83.168%,84.788%,80.386%,83.189%,82.834%,84.595%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,21.166%,25.257%,-0.548%,8.328%,-10.823%,-13.842%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,22.147%,21.387%,-14.235%,-4.104%,-10.672%,-16.792%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,20.943%,21.240%,-1.548%,6.279%,3.911%,-1.611%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"358,806,000","495,049,000","71,773,000","176,398,000","-30,573,000","-81,665,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,23.839%,29.761%,6.455%,15.029%,-2.943%,-6.974%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"40,227,000","74,927,000","77,862,000","78,652,000","81,854,000","80,413,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"318,579,000","420,122,000","-6,089,000","97,746,000","-112,427,000","-162,078,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,21.166%,25.257%,-0.548%,8.328%,-10.823%,-13.842%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,12.910%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,505,121,000","1,663,405,000","1,111,795,000","1,173,751,000","1,038,756,000","1,170,947,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"127,600,000","41,400,000","38,900,000","25,500,000","31,100,000",Upgrade,Financials in USD,Fiscal year is January - December
