Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-10,592,000","-4,319,000","-4,970,000","-10,269,000","-5,609,000","-5,976,000","-7,915,000","-6,770,000","-8,611,000","-6,777,000","-6,867,000","-2,825,000","-4,379,000","-4,244,000","-4,445,000","-2,639,000","-3,395,000","-10,112,000","-1,209,000","-3,797,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,714,278","2,543,244","2,466,174","2,018,459","1,987,283","1,979,258","1,916,665","1,908,541","1,908,507","1,905,534","1,905,223","1,906,389","1,904,898","1,896,769","1,453,904","726,198","683,054","660,925","554,789","508,698",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,714,278","2,543,244","2,466,174","2,018,459","1,987,283","1,979,258","1,916,665","1,908,541","1,908,507","1,905,534","1,905,223","1,906,389","1,904,898","1,896,769","1,453,904","726,198","683,054","660,925","554,789","508,698",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),86.902%,28.495%,28.670%,5.759%,4.128%,3.869%,0.601%,0.113%,0.189%,0.462%,31.042%,162.516%,178.880%,186.987%,162.064%,42.756%,35.214%,40.314%,71.792%,66.508%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.852,-1.698,-2.015,-5.088,-2.822,-3.019,-4.130,-3.547,-4.512,-3.556,-3.604,-1.482,-2.299,-2.237,-3.057,-3.634,-4.970,-15.300,-2.179,-7.464,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.852,-1.698,-2.015,-5.088,-2.822,-3.019,-4.130,-3.547,-4.512,-3.556,-3.604,-1.482,-2.299,-2.237,-3.057,-3.634,-4.970,-15.300,-2.179,-7.464,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-6,113,000","-5,962,000","-6,717,000","-5,488,000","-7,579,000","-5,141,000","-6,017,000","-7,256,000","-7,577,000","-8,062,000","-4,811,000","-4,277,000","-4,288,000","-6,781,000","-3,624,000","-3,140,000","-5,712,000","-4,951,000","-4,344,000","-4,687,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.646,-2.344,-2.724,-2.719,-3.814,-2.597,-3.139,-3.802,-3.970,-4.231,-2.525,-2.244,-2.251,-3.575,-2.493,-4.324,-8.362,-7.491,-7.830,-9.214,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-7,103,000","-6,154,000","-6,645,000","-8,884,000","-5,916,000","-6,380,000","-8,324,000","-7,016,000","-9,052,000","-7,400,000","-7,042,000","-5,171,000","-6,115,000","-5,473,000","-6,044,000","-3,449,000","-6,095,000","-4,982,000","-5,016,000","-4,761,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"32,000","31,000","32,000","35,000","31,000","31,000","30,000","32,000","32,000","34,000","32,000","34,000","42,000","44,000","44,000","46,000","56,000","52,000","46,000","52,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,135,000","-6,185,000","-6,677,000","-8,919,000","-5,947,000","-6,411,000","-8,354,000","-7,048,000","-9,084,000","-7,434,000","-7,074,000","-5,205,000","-6,157,000","-5,517,000","-6,088,000","-3,495,000","-6,151,000","-5,034,000","-5,062,000","-4,813,000",Upgrade,Financials in USD,Fiscal year is January - December
