Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income,"-1,524,000","-1,846,000","-2,154,000","-1,895,000","-2,780,000","-2,549,000","-3,602,000","-2,731,000","-3,576,000","-2,531,000","-2,642,000","-3,451,000","-3,742,000","-2,687,000","-3,407,000","-2,462,000","-2,309,000","-1,672,000","-2,351,000","-2,660,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,524,000","-1,846,000","-2,154,000","-1,895,000","-2,780,000","-2,549,000","-3,602,000","-2,731,000","-3,576,000","-2,531,000","-2,642,000","-3,451,000","-3,742,000","-2,687,000","-3,407,000","-2,462,000","-2,309,000","-1,672,000","-2,351,000","-2,660,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"990,033","510,188","508,897","334,351","271,129","192,054","126,913","126,558","126,508","126,470","125,594","125,395","125,320","125,318","98,892","53,737","53,522","45,982","16,416",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"990,033","510,188","508,897","334,351","271,129","192,054","126,913","126,558","126,508","126,470","125,594","125,395","125,320","125,318","98,892","53,737","53,522","45,982","16,416",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),265.152%,165.648%,300.981%,164.188%,114.318%,51.857%,1.050%,0.927%,0.948%,0.919%,27.001%,133.349%,134.147%,172.537%,502.412%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.539,-3.618,-4.233,-5.668,-10.253,-13.272,-28.382,-21.579,-28.267,-20.013,-21.036,-27.521,-29.860,-21.441,-34.452,-45.816,-43.141,-36.362,-143.214,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.539,-3.620,-4.233,-5.675,-10.253,-13.272,-28.382,-21.609,-28.267,-20.013,-21.060,-27.654,-30.240,-21.600,-34.560,-45.816,-43.141,-36.362,-143.214,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,953,000","-1,777,000","-2,011,000","-2,370,000","-2,900,000","-2,776,000","-2,708,000","-2,705,000","-3,533,000","-2,439,000","-3,573,000","-2,471,000","-2,896,000","-3,270,000","-3,272,000","-2,624,000","-1,979,000","-2,032,000","-2,186,000","-2,541,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.973,-3.483,-3.952,-7.088,-10.696,-14.454,-21.337,-21.374,-27.927,-19.285,-28.449,-19.706,-23.109,-26.094,-33.087,-48.830,-36.975,-44.191,-133.163,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,590,000","-1,913,000","-2,208,000","-1,685,000","-2,761,000","-2,532,000","-3,586,000","-2,715,000","-3,556,000","-2,502,000","-2,618,000","-3,430,000","-3,720,000","-2,666,000","-3,620,000","-2,445,000","-2,288,000","-1,650,000","-2,338,000","-2,653,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,"1,000","1,000","10,000","15,000","15,000","16,000","15,000","15,000","19,000","22,000","20,000","19,000","18,000","18,000","17,000","18,000","19,000","18,000","16,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,590,000","-1,914,000","-2,209,000","-1,695,000","-2,776,000","-2,547,000","-3,602,000","-2,730,000","-3,571,000","-2,521,000","-2,640,000","-3,450,000","-3,739,000","-2,684,000","-3,638,000","-2,462,000","-2,306,000","-1,669,000","-2,356,000","-2,669,000",Upgrade,Financials in USD,Fiscal year is January - December
