Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,376,378,377,382,367,343,"9,074","27,217","10,084","6,007","14,040",-,"42,838",180,249,447,116,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,"58,960",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-6,980,313","-7,623,879","-14,660,024","-11,029,533","-9,745,902","-5,682,018","-5,984,706","-7,639,228","-7,557,563","-5,850,006","-6,059,141","-9,552,532","-7,259,759","-6,178,436","-6,379,667","-4,681,125","-2,744,422","-534,317","-1,221,863","-991,084",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-208,670","51,712",-,-,-,"-543,938",-,-,-,"-14,500,000","-2,500,970",-,-,-,-,-,"32,500",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-6,980,313","-7,623,879","-14,868,694","-10,977,821","-9,745,902","-5,682,018","-5,984,706","-8,183,166","-7,557,563","-5,850,006","-6,059,141","-24,052,532","-9,760,729","-6,178,436","-6,379,667","-4,681,125","-2,744,422","-534,317","-1,189,363","-991,084",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-6,980,313","-7,623,879","-14,868,694","-10,977,821","-9,745,902","-5,682,018","-5,984,706","-8,183,166","-7,557,563","-5,850,006","-6,059,141","-24,052,532","-9,760,729","-6,178,436","-6,379,667","-4,681,125","-2,744,422","-534,317","-1,189,363","-991,084",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"39,801","74,260","138,967","9,608",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-6,940,512","-7,549,619","-14,729,727","-10,968,213","-9,745,902","-5,682,018","-5,984,706","-8,183,166","-7,557,563","-5,850,006","-6,059,141","-24,052,532","-9,760,729","-6,178,436","-6,379,667","-4,681,125","-2,744,422","-534,317","-1,189,363","-991,084",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"5,907,011",-,-,"152,702","167,169",-,-,"37,677",-,-,-,"-102,267",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-12,847,523","-7,549,619","-14,729,727","-11,120,915","-9,913,071","-5,682,018","-5,984,706","-8,220,843","-7,557,563","-5,850,006","-6,059,141","-23,950,265","-9,760,729","-6,178,436","-6,379,667","-4,681,125","-2,744,422","-534,317","-1,189,363","-991,084",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"115,672","45,059","40,272","18,416",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"115,672","45,059","40,272","18,416",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-111.069,-167.550,-365.756,-603.872,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-111.069,-167.550,-365.756,-603.872,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,364,324","-2,289,876","-5,960,931","-3,309,261","-8,043,287","-3,281,830","-3,956,840","-6,808,797","-7,822,612","-2,780,570","-5,347,106","-8,806,334","-4,708,200","-5,239,183","-4,540,179","-3,156,231","-3,829,812","-154,673","-250,917","-48,945",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-20.440,-50.820,-148.017,-179.695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,47.750%,17.421%,-251.633%,14.109%,15.947%,18.362%,8.314%,27.680%,18.563%,10.561%,25.758%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-68588.240%,-13497.111%,-14477.467%,-9780.046%,-6502.907%,-1916.226%,-2647.206%,-4125.147%,-1668.755%,-2687.729%,-2908.960%,-9038.734%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-187445.623%,-17051.267%,-18486.103%,-13679.367%,-7963.201%,-2571.305%,-2740.062%,-4429.429%,-2338.898%,-2724.545%,-2881.477%,-22802.393%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-34495.535%,-5171.822%,-7481.088%,-4070.582%,-6461.198%,-1485.139%,-1811.616%,-3668.612%,-2420.924%,-1295.005%,-2542.863%,-8384.270%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,554,450","-5,817,118","-11,392,714","-7,845,268","-8,039,098","-4,071,033","-5,671,999","-7,523,816","-5,292,183","-5,671,105","-6,020,079","-9,390,893","-5,973,289","-5,674,721","-6,026,789","-4,657,416","-2,743,606",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"146,588","158,863","142,932","105,616","56,111","163,404","109,896","132,292","99,981","99,852","96,852","102,851","99,856","100,286","66,243","14,977",932,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,701,038","-5,975,981","-11,535,646","-7,950,884","-8,095,209","-4,234,437","-5,781,895","-7,656,108","-5,392,164","-5,770,957","-6,116,931","-9,493,744","-6,073,145","-5,775,007","-6,093,032","-4,672,393","-2,744,538","-398,480","-1,056,798","-990,635",Upgrade,Financials in USD,Fiscal year is January - December
