Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,"119,549,970","14,485,000","7,724,000","16,781,000","111,103,764","13,674,000","11,492,000","14,370,000","6,318,000","8,141,000","13,949,000","3,874,000","5,036,000","14,948,000","-4,630,000","-9,327,000","-8,423,000","-1,475,000","1,554,000","7,561,000",Upgrade,Financials in CNY,Fiscal year is January - December
Earnings From Continuing Operations,"-1,080,421,453","-120,405,000","-251,150,000","-367,553,000","1,445,260,869","-381,137,000","-348,431,000","-445,335,000","-557,556,000","-565,726,000","-435,198,000","-590,678,000","-438,114,000","-495,519,000","66,495,000","-472,649,000","-426,617,000","-336,318,000","-364,939,000","-387,895,000",Upgrade,Financials in CNY,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-96,000","1,393,000","1,116,000","1,204,000","-166,000",Upgrade,Financials in CNY,Fiscal year is January - December
Net Income,"-1,080,421,453","-120,405,000","-251,150,000","-367,553,000","1,445,260,869","-381,137,000","-348,431,000","-445,335,000","-557,556,000","-565,726,000","-435,198,000","-590,678,000","-438,114,000","-495,519,000","66,495,000","-472,745,000","-425,224,000","-335,202,000","-363,735,000","-388,061,000",Upgrade,Financials in CNY,Fiscal year is January - December
Net Income to Common,"-1,080,421,453","-120,405,000","-251,150,000","-367,553,000","1,445,260,869","-381,137,000","-348,431,000","-445,335,000","-557,556,000","-565,726,000","-435,198,000","-590,678,000","-438,114,000","-495,519,000","66,495,000","-472,745,000","-425,224,000","-335,202,000","-363,735,000","-388,061,000",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Outstanding (Basic),"104,967,751","104,698,659","104,272,901","104,077,312","105,214,857","104,632,644","104,166,520","103,762,778","103,484,904","102,804,848","102,462,866","95,026,647","92,767,022","91,866,044","91,457,210","90,846,552","88,382,544","77,710,036","77,334,429","60,684,557",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Outstanding (Diluted),"104,967,751","104,698,659","104,272,901","104,077,312","105,214,857","104,632,644","104,166,520","103,762,778","103,484,904","102,804,848","102,462,866","95,026,647","92,767,022","91,866,044","96,729,975","90,846,552","88,382,544","77,710,036","77,334,429","60,684,557",Upgrade,Financials in CNY,Fiscal year is January - December
Shares Change (YoY),-0.235%,0.063%,0.102%,0.303%,1.672%,1.778%,1.663%,9.193%,11.554%,11.907%,5.927%,4.601%,4.961%,18.216%,25.080%,49.703%,47.025%,29.932%,29.764%,2.191%,Upgrade,Financials in CNY,Fiscal year is January - December
EPS (Basic),-10.293,-1.150,-2.409,-3.532,13.736,-3.643,-3.345,-4.292,-5.388,-5.503,-4.247,-6.216,-4.723,-5.394,0.727,-5.204,-4.811,-4.313,-4.703,-6.395,Upgrade,Financials in CNY,Fiscal year is January - December
EPS (Diluted),-10.293,-1.150,-2.409,-3.532,13.736,-3.643,-3.345,-4.354,-5.388,-5.503,-4.247,-6.276,-4.723,-5.394,0.650,-5.204,-4.811,-4.337,-4.703,-6.395,Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow,"-92,010,024","-205,538,000","-465,150,000","-378,597,000","-437,926,048","-415,358,000","-689,362,000","-439,549,000","-670,561,000","-430,249,000","-281,694,000","-622,818,000","-562,756,000","-458,797,000","82,706,000","-367,023,000","-374,922,000","-295,547,000","-363,477,000","-282,645,000",Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow Per Share,-0.877,-1.963,-4.461,-3.638,-4.162,-3.970,-6.618,-4.236,-6.480,-4.185,-2.749,-6.554,-6.066,-4.994,0.855,-4.040,-4.242,-3.803,-4.700,-4.658,Upgrade,Financials in CNY,Fiscal year is January - December
Gross Margin,83.281%,85.134%,83.379%,285.807%,88.543%,83.874%,81.735%,394.916%,-29.739%,-31.562%,-48.439%,-123.868%,-93.446%,-161.583%,41.669%,-276.239%,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
Operating Margin,-13.897%,-11.533%,-34.770%,-60.624%,-15.774%,-53.542%,-82.907%,-123.504%,-113.087%,-128.640%,-144.569%,-267.921%,-223.951%,-316.576%,11.581%,-484.428%,-483.242%,-546.777%,-717.947%,-682.059%,Upgrade,Financials in CNY,Fiscal year is January - December
Profit Margin,-14.708%,-12.958%,-33.413%,-57.936%,27.453%,-64.029%,-77.809%,-117.164%,-143.838%,-165.624%,-141.931%,-276.045%,-212.223%,-330.364%,10.975%,-472.273%,-466.869%,-510.706%,-698.698%,-682.101%,Upgrade,Financials in CNY,Fiscal year is January - December
Free Cash Flow Margin,-1.253%,-22.121%,-61.884%,-59.677%,-8.319%,-69.777%,-153.944%,-115.642%,-172.991%,-125.961%,-91.869%,-291.065%,-272.600%,-305.881%,13.651%,-366.656%,-411.640%,-450.289%,-698.202%,-496.810%,Upgrade,Financials in CNY,Fiscal year is January - December
EBITDA,"-854,224,187","-83,407,000","-237,238,000","-361,906,000","-680,635,107","-297,220,000","-352,046,000","-452,198,000","-422,956,000","-424,750,000","-427,519,000","-560,806,000","-450,364,000","-463,428,000","79,799,000","-477,084,000","-431,793,000","-351,010,000","-366,006,000","-380,553,000",Upgrade,Financials in CNY,Fiscal year is January - December
EBITDA Margin,-11.629%,-8.976%,-31.562%,-57.046%,-12.929%,-49.931%,-78.617%,-118.970%,-109.114%,-124.351%,-139.427%,-262.084%,-218.157%,-,13.171%,-,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
D&A For EBITDA,"166,622,433","23,754,000","24,110,000","22,700,000","149,791,901","21,495,000","19,212,000","17,235,000","15,401,000","14,649,000","15,768,000","12,489,000","11,961,000","11,410,000","9,632,000","7,828,000","8,344,000","7,867,000","7,750,000","7,484,000",Upgrade,Financials in CNY,Fiscal year is January - December
EBIT,"-1,020,846,620","-107,161,000","-261,348,000","-384,606,000","-830,427,008","-318,715,000","-371,258,000","-469,433,000","-438,357,000","-439,399,000","-443,287,000","-573,295,000","-462,325,000","-474,838,000","70,167,000","-484,912,000","-440,137,000","-358,877,000","-373,756,000","-388,037,000",Upgrade,Financials in CNY,Fiscal year is January - December
EBIT Margin,-13.897%,-11.533%,-34.770%,-60.624%,-15.774%,-53.542%,-82.907%,-123.504%,-113.087%,-128.640%,-144.569%,-267.921%,-223.951%,-,11.581%,-,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,7.139%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CNY,Fiscal year is January - December
Revenue as Reported,"7,345,759,139","929,166,000","751,652,000","634,409,000","5,264,429,811","595,261,000","447,801,000","380,095,000","387,628,000","341,572,000","306,626,000","213,979,000","206,440,000","149,992,000","605,872,000","100,100,000","91,080,000","65,635,000","52,059,000","56,892,000",Upgrade,Financials in CNY,Fiscal year is January - December
