Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-160,545,000","-143,318,000","-135,643,000","-136,896,000","-129,422,000","-128,637,000","-131,289,000","-137,380,000","-142,310,000","-19,820,000","-89,445,000","-30,570,000","-76,086,000","-61,554,000","-47,104,000","-43,930,000","-3,175,000","-40,780,000","-39,405,000","-30,640,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"117,685,000","109,240,000","101,924,000","99,067,000","96,071,000","95,755,000","95,164,000","94,681,000","93,758,000","85,731,000","84,996,000","84,087,000","80,329,000","71,754,000","71,195,000","70,833,000","68,279,000","59,605,000","59,270,000","59,133,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"117,685,000","109,240,000","101,924,000","99,067,000","96,071,000","95,755,000","95,164,000","94,681,000","93,758,000","85,731,000","84,996,000","84,087,000","80,329,000","71,754,000","71,195,000","70,833,000","68,279,000","59,605,000","59,270,000","59,133,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),22.498%,14.083%,7.104%,4.632%,2.467%,11.692%,11.963%,12.599%,16.717%,19.479%,19.385%,18.712%,17.648%,20.383%,20.120%,19.786%,16.438%,3.395%,8.116%,8.126%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.364,-1.312,-1.331,-1.382,-1.347,-1.343,-1.380,-1.451,-1.518,-0.231,-1.052,-0.364,-0.947,-0.858,-0.662,-0.620,-0.046,-0.684,-0.665,-0.518,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.364,-1.312,-1.331,-1.382,-1.347,-1.343,-1.380,-1.451,-1.518,-0.231,-1.052,-0.365,-0.950,-0.858,-0.662,-0.620,-0.046,-0.684,-0.665,-0.518,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-102,201,000","-101,228,000","-129,507,000","-74,114,000","-96,425,000","-122,522,000","-122,688,000","-101,395,000","-90,371,000","-91,332,000","-27,753,000","-62,491,000","-54,470,000","-38,288,000","-36,145,000","45,595,000","11,775,000","-28,303,000","-31,176,000","-20,361,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.868,-0.927,-1.271,-0.748,-1.004,-1.280,-1.289,-1.071,-0.964,-1.065,-0.327,-0.743,-0.678,-0.534,-0.508,0.644,0.172,-0.475,-0.526,-0.344,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,35.790%,-,21.766%,-,-,-,-,41.945%,-,-,-251.765%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-30410.583%,-52277.912%,-15117.964%,-7620.694%,-32345.238%,-14077.163%,-2698.309%,-6491.058%,-4311.769%,-12.222%,-6781.969%,-39.036%,-1272.779%,-1927.436%,-620.205%,-541.610%,12.435%,-900.584%,-793.778%,-454.835%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-34674.946%,-57557.430%,-16244.671%,-8187.560%,-34238.624%,-14837.024%,-2846.065%,-7019.928%,-5658.449%,-22.278%,-7791.376%,-54.982%,-1399.411%,-2165.107%,-719.365%,-653.526%,-7.616%,-1134.985%,-1030.196%,-587.874%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-22073.650%,-40653.815%,-15509.820%,-4432.656%,-25509.259%,-14131.719%,-2659.614%,-5181.145%,-3593.280%,-102.657%,-2417.509%,-112.394%,-1001.839%,-1346.746%,-552.001%,678.295%,28.246%,-787.726%,-815.059%,-390.656%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-138,390,000","-127,766,000","-123,904,000","-121,083,000","-120,411,000","-120,194,000","-122,625,000","-125,372,000","-107,033,000","-9,467,000","-76,516,000","-20,970,000","-68,739,000","-54,254,000","-40,074,000","-35,936,000","5,720,000","-31,942,000","-29,954,000","-23,315,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-10.641%,-,-37.716%,-,-,-,-,13.721%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,411,000","2,406,000","2,331,000","6,335,000","1,854,000","1,855,000","1,848,000","1,658,000","1,408,000","1,407,000","1,341,000","734,000","462,000","543,000","537,000","471,000","536,000","416,000","408,000","391,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-140,801,000","-130,172,000","-126,235,000","-127,418,000","-122,265,000","-122,049,000","-124,473,000","-127,030,000","-108,441,000","-10,874,000","-77,857,000","-21,704,000","-69,201,000","-54,797,000","-40,611,000","-36,407,000","5,184,000","-32,358,000","-30,362,000","-23,706,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-12.222%,-,-39.036%,-,-,-,-,12.435%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"463,000","249,000","835,000","1,672,000","378,000","867,000","4,613,000","1,957,000","2,515,000","88,968,000","1,148,000","55,600,000","5,437,000","2,843,000","6,548,000","6,722,000","41,688,000","3,593,000","3,825,000","5,212,000",Upgrade,Financials in USD,Fiscal year is January - December
