Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+12 Quarters,Currency,Fiscal_Year_period
EPS (Diluted),-0.790,-0.612,-0.640,-1.005,-1.046,-1.253,-1.540,-1.319,-2.710,-3.335,-3.374,-2.471,-2.402,-2.550,-2.840,-5.068,-6.599,-5.913,-8.332,-9.962,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-23,723,000","-21,753,000","-25,341,000","-20,913,000","-18,280,000","-28,001,000","-28,501,000","-35,336,000","-21,268,000","-17,014,000","-27,374,000","-21,534,000","-18,661,000","-17,449,000","-21,401,000","1,247,000","-15,644,000","-13,146,000","-29,955,000","-21,890,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.572,-0.531,-0.664,-1.034,-0.911,-1.424,-1.457,-3.077,-2.823,-2.261,-3.646,-2.859,-2.492,-2.331,-3.596,0.296,-4.859,-4.094,-9.349,-6.844,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-275.750%,-,1499.620%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-386.805%,-1318.026%,-591.376%,-509.782%,-519.894%,-506.327%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-406.743%,-1315.740%,-590.044%,-508.425%,-520.173%,-506.747%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-275.798%,-1422.026%,-682.752%,-527.594%,-485.504%,-641.709%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-34,777,000","-26,553,000","-26,535,000","-21,678,000","-22,526,000","-25,803,000","-31,353,000","-23,499,000","-20,694,000","-23,140,000","-24,663,000","-17,892,000","-17,280,000","-17,966,000","-16,152,000","-20,551,000","-20,460,000","-17,640,000","-23,889,000","-31,524,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"405,000","1,235,000","327,000","587,000","588,000","1,103,000","677,000","539,000","438,000","722,000","709,000","760,000","751,000","719,000","734,000","796,000","766,000","1,334,000","1,026,000","806,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-35,182,000","-27,788,000","-26,862,000","-22,265,000","-23,114,000","-26,906,000","-32,030,000","-24,038,000","-21,132,000","-23,862,000","-25,372,000","-18,652,000","-18,031,000","-18,685,000","-16,886,000","-21,347,000","-21,226,000","-18,974,000","-24,915,000","-32,330,000",Upgrade,Financials in USD,Fiscal year is January - December
