Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,-,-,-,-,"-800,000",-,-,-,-,-,-,-,-,-,"-2,725,000","-960,000",-,"-806,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,203,000","-14,458,000","942,000","-19,448,000","-1,757,000","122,260,000","-33,876,000","-14,429,000","-29,584,000","-13,345,000","-10,151,000","-29,243,000","-655,000","-2,480,000","-3,576,000","-42,715,000","909,000","-9,525,000","-7,002,000","-14,458,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-395,000",-,"531,000","138,000",-,-,-,-,-,-,"-4,700,000",-,"-50,000","-4,138,000","1,100,000","-4,000",-,"-3,144,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-2,808,000","-14,458,000","411,000","-19,586,000","-1,757,000","122,260,000","-33,876,000","-14,429,000","-29,584,000","-13,345,000","-5,451,000","-29,243,000","-605,000","1,658,000","-4,676,000","-42,711,000","909,000","-6,381,000","-7,002,000","-14,458,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,808,000","-14,458,000","411,000","-19,586,000","-1,757,000","122,260,000","-33,876,000","-14,429,000","-29,584,000","-13,345,000","-5,451,000","-29,243,000","-605,000","1,658,000","-4,676,000","-42,711,000","909,000","-6,381,000","-7,002,000","-14,458,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,808,000","-14,458,000","411,000","-19,586,000","-1,757,000","122,260,000","-33,876,000","-14,429,000","-29,584,000","-13,345,000","-5,451,000","-29,243,000","-605,000","1,658,000","-4,676,000","-42,711,000","909,000","-6,381,000","-7,002,000","-14,458,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"48,618,693","48,511,656","48,245,559","47,922,490","47,891,996","47,837,393","47,757,246","47,556,316","47,503,821","43,285,232","32,051,228","27,873,751","26,616,628","26,015,292","25,802,700","12,493,550","10,627,618","10,009,614","9,744,577","6,596,281",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"48,618,693","48,511,656","48,565,051","47,922,490","47,891,996","49,923,361","47,757,246","47,556,316","47,503,821","43,285,232","33,189,428","27,873,751","27,754,828","26,487,973","26,523,920","12,493,550","13,389,014","10,009,614","9,744,577","6,596,281",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.517%,-2.828%,1.691%,0.770%,0.817%,15.336%,43.893%,70.613%,71.155%,63.415%,25.130%,123.105%,107.296%,164.625%,172.192%,89.403%,99.600%,87.876%,97.588%,37.488%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.058,-0.298,0.009,-0.409,-0.037,2.556,-0.709,-0.303,-0.623,-0.308,-0.170,-1.049,-0.023,0.064,-0.181,-3.419,0.086,-0.637,-0.719,-2.192,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.060,-0.300,0.009,-0.434,-0.040,2.458,-0.710,-0.303,-0.623,-0.310,-0.182,-1.049,-0.057,-0.217,-0.226,-3.419,-0.279,-0.640,-0.720,-2.192,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"765,000","-10,860,000","-4,007,000","-7,735,000","12,419,000","74,398,000","-18,923,000","-22,806,000","-22,508,000","-18,581,000","-15,988,000","-25,520,000","-16,586,000","-11,695,000","-759,000","-16,572,000","-9,869,000","-8,856,000","-14,061,000","-13,458,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.016,-0.224,-0.083,-0.161,0.259,1.490,-0.396,-0.480,-0.474,-0.429,-0.482,-0.916,-0.598,-0.442,-0.029,-1.326,-0.737,-0.885,-1.443,-2.040,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,-153.303%,78.478%,99.676%,87.876%,87.139%,87.861%,89.116%,85.590%,72.027%,71.899%,-,100.000%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1563.636%,-1255.027%,-692.498%,-397.878%,-527.995%,88.635%,-945.310%,-1475.131%,-1400.193%,-1643.084%,-2873.071%,-3734.841%,-3767.636%,-,-13.228%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-425.455%,-1964.402%,29.934%,-337.864%,-99.773%,93.006%,-2997.876%,-946.785%,-1900.064%,-1008.692%,-793.450%,-4898.325%,-117.248%,-,-38.805%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,115.909%,-1475.543%,-291.843%,-133.431%,705.224%,56.596%,-1674.602%,-1496.457%,-1445.601%,-1404.460%,-2327.220%,-4274.707%,-3214.341%,-,-6.299%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-10,175,000","-9,092,000","-9,363,000","-22,936,000","-9,151,000","116,667,000","-10,531,000","-22,326,000","-21,651,000","-21,592,000","-19,583,000","-22,051,000","-19,393,000","-17,450,000","-1,567,000","-15,308,000","-11,483,000","-11,800,000","-12,451,000","-14,081,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,88.751%,-,-,-,-,-,-,-,-,-13.004%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"145,000","145,000","145,000","129,000","147,000","153,000","151,000","155,000","150,000","146,000","155,000","246,000","48,000","58,000","27,000","29,000","28,000","26,000","28,000","26,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-10,320,000","-9,237,000","-9,508,000","-23,065,000","-9,298,000","116,514,000","-10,682,000","-22,481,000","-21,801,000","-21,738,000","-19,738,000","-22,297,000","-19,441,000","-17,508,000","-1,594,000","-15,337,000","-11,511,000","-11,826,000","-12,479,000","-14,107,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,88.635%,-,-,-,-,-,-,-,-,-13.228%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,56.369%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"660,000","736,000","1,373,000","5,797,000","1,761,000","131,454,000","1,130,000","1,524,000","1,557,000","1,323,000",-,"597,000","516,000",-,"12,050,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
