Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+8 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-72,705,000","-55,987,000","-53,344,000","-55,186,000","-39,659,000","-31,083,000","-25,831,000","-23,059,000","-35,542,000","-27,403,000","-26,029,000","-32,424,000","-24,330,000","-28,933,000","-15,090,000","-29,711,000","-21,403,000","-16,207,000","-11,886,000","-15,611,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"69,442,136","69,160,484","59,307,759","55,717,726","55,613,120","51,867,854","46,944,059","46,760,783","38,663,469","35,383,685","35,005,501","34,886,574","34,862,116","34,814,631","34,744,275","34,684,466","34,002,769","28,602,976","28,499,475","28,335,405",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"69,442,136","69,160,484","59,307,759","55,717,726","55,613,120","51,867,854","46,944,059","46,760,783","38,663,469","35,383,685","35,005,501","34,886,574","34,862,116","34,814,631","34,744,275","34,684,466","34,002,769","28,602,976","28,499,475","28,335,405",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),24.866%,33.340%,26.337%,19.155%,43.839%,46.587%,34.105%,34.037%,10.904%,1.635%,0.752%,0.583%,2.527%,21.717%,21.912%,22.407%,21.331%,775.140%,16856.807%,18424.716%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.047,-0.810,-0.899,-0.990,-0.713,-0.599,-0.550,-0.493,-0.919,-0.774,-0.744,-0.929,-0.698,-0.831,-0.434,-0.857,-0.629,-0.567,-0.417,-0.551,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.047,-0.810,-0.899,-0.990,-0.713,-0.600,-0.550,-0.493,-0.919,-0.774,-0.744,-0.929,-0.698,-0.831,-0.434,-0.857,-0.629,-0.567,-0.417,-0.551,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-70,424,000","-58,452,000","-35,140,000","-48,627,000","-49,719,000","-22,389,000","-24,632,000","-25,508,000","-24,624,000","-19,509,000","-22,876,000","-26,695,000","-14,606,000","-20,034,000","-18,346,000","-23,400,000","-13,651,000","-22,584,000","-11,317,000","-11,649,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.014,-0.845,-0.593,-0.873,-0.894,-0.432,-0.525,-0.545,-0.637,-0.551,-0.653,-0.765,-0.419,-0.575,-0.528,-0.675,-0.401,-0.790,-0.397,-0.411,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-81,702,000","-65,740,000","-59,953,000","-61,871,000","-46,610,000","-35,618,000","-28,742,000","-25,410,000","-36,080,000","-27,583,000","-26,040,000","-32,428,000","-24,344,000","-28,956,000","-15,117,000","-29,772,000","-21,536,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,000","1,000","1,000","2,000","5,000","11,000","11,000","10,000","11,000","11,000","11,000","11,000","9,000","10,000","11,000","11,000","2,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-81,703,000","-65,741,000","-59,954,000","-61,873,000","-46,615,000","-35,629,000","-28,753,000","-25,420,000","-36,091,000","-27,594,000","-26,051,000","-32,439,000","-24,353,000","-28,966,000","-15,128,000","-29,783,000","-21,538,000","-16,454,000","-12,379,000","-16,221,000",Upgrade,Financials in USD,Fiscal year is January - December
