Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Investments,-,-,"745,000","1,212,000",-,-,"729,000","870,000",-,-,"-76,000","-67,000",-,-,"-456,000","-410,000",-,-,"24,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-18,570,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,126,000","-6,076,000","-30,299,000","-59,822,000","-44,272,000","-45,267,000","-41,183,000","-38,551,000","-42,072,000","-44,489,000","-43,863,000","-56,934,000","-45,510,000","-37,588,000","-30,923,000","-25,199,000","-23,614,000","-11,632,000","-9,339,000","-8,743,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"-126,000",-,-,-,"-415,000",-,"150,000",-,"1,007,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,126,000","-6,076,000","-30,299,000","-59,696,000","-44,272,000","-45,267,000","-41,183,000","-38,136,000","-42,072,000","-44,639,000","-43,863,000","-57,941,000","-45,510,000","-37,588,000","-30,923,000","-25,199,000","-23,614,000","-11,632,000","-9,339,000","-8,743,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,126,000","-6,076,000","-30,299,000","-59,696,000","-44,272,000","-45,267,000","-41,183,000","-38,136,000","-42,072,000","-44,639,000","-43,863,000","-57,941,000","-45,510,000","-37,588,000","-30,923,000","-25,199,000","-23,614,000","-11,632,000","-9,339,000","-8,743,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"115,399,516","115,127,044","114,690,726","114,178,914","113,894,188","94,625,837","93,303,672","92,979,767","84,948,837","64,467,483","63,993,053","63,361,810","62,962,434","62,344,718","62,193,734","62,004,560","40,465,705","2,625,648","2,215,958","1,830,370",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"115,399,516","115,127,044","114,690,726","114,178,914","113,894,188","94,625,837","93,303,672","92,979,767","84,948,837","64,467,483","63,993,053","63,361,810","62,962,434","62,344,718","62,193,734","62,004,560","40,465,705","2,625,648","2,215,958","1,830,370",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.322%,21.666%,22.922%,22.800%,34.074%,46.781%,45.803%,46.744%,34.920%,3.405%,2.893%,2.189%,55.595%,2274.451%,2706.630%,3287.542%,2665.144%,150.016%,87.665%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.036,-0.053,-0.264,-0.523,-0.389,-0.478,-0.441,-0.410,-0.495,-0.692,-0.685,-0.914,-0.723,-0.603,-0.497,-0.406,-0.584,-4.430,-4.214,-4.777,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.036,-0.053,-0.264,-0.523,-0.389,-0.478,-0.441,-0.410,-0.495,-0.692,-0.685,-0.914,-0.723,-0.603,-0.497,-0.406,-0.584,-4.430,-4.214,-4.777,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,439,000","-11,319,000","-44,380,000","-30,735,000","-34,476,000","-27,122,000","-32,118,000","-31,571,000","-35,127,000","-28,878,000","-46,476,000","-27,698,000","-36,470,000","-23,176,000","-19,001,000","-21,328,000","-18,057,000","-11,118,000","-10,543,000","-8,989,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.073,-0.098,-0.387,-0.269,-0.303,-0.287,-0.344,-0.340,-0.414,-0.448,-0.726,-0.437,-0.579,-0.372,-0.306,-0.344,-0.446,-4.234,-4.758,-4.911,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,537,500","-7,162,500","-22,735,500","-43,695,000","-46,875,000","-47,219,000","-43,145,000","-40,348,000","-42,865,000","-44,538,000","-42,727,000","-55,702,000","-45,460,000","-37,622,000","-30,845,000","-25,398,000","-23,882,000","-12,134,000","-9,822,000","-9,500,250",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"99,500","99,500","99,500","141,000","86,000","85,000","86,000","86,000","85,000","86,000","466,000","94,000","44,000","33,000","18,000","18,000","18,000","19,000","18,000","4,750",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,637,000","-7,262,000","-22,835,000","-43,836,000","-46,961,000","-47,304,000","-43,231,000","-40,434,000","-42,950,000","-44,624,000","-43,193,000","-55,796,000","-45,504,000","-37,655,000","-30,863,000","-25,416,000","-23,900,000","-12,153,000","-9,840,000","-9,505,000",Upgrade,Financials in USD,Fiscal year is January - December
