Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"1,189,000","827,000","1,097,000","549,000","523,000","655,000","545,000","432,000","288,000","41,000","16,000","24,000","33,000","67,000","89,000","134,000","158,000","193,000","789,000","329,917",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"3,463,000","-284,000","-535,000","12,215,000","-8,677,000","1,905,000","3,857,000","16,459,000","-12,838,000","-10,426,000","-2,647,000","-1,693,000","-3,367,000","381,000","-1,615,000","2,659,000","1,875,000","-352,000","-757,000","82,727",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-53,000",-,"-1,000","54,000","-554,000","-34,000","252,000","397,000","-434,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-38,746,000","-48,620,000","-49,460,000","-34,492,000","-44,297,000","-29,581,000","-30,364,000","-27,613,000","-37,284,000","-33,973,000","-31,045,000","-9,912,000","-25,945,000","-20,086,000","-23,617,000","-10,461,000","-6,432,000","-25,418,000","-15,681,000","-4,945,251",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-105,740",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"499,000",-,-,-,"300,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-584,000",-,"29,018,000","54,208,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-39,330,000","-48,620,000","-20,442,000","20,215,000","-44,297,000","-29,581,000","-30,364,000","-27,313,000","-37,284,000","-33,973,000","-31,045,000","-9,912,000","-25,945,000","-20,086,000","-23,617,000","-10,461,000","-6,432,000","-25,418,000","-15,681,000","-5,050,991",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"430,060",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-39,330,000","-48,620,000","-20,442,000","20,215,000","-44,297,000","-29,581,000","-30,364,000","-27,313,000","-37,284,000","-33,973,000","-31,045,000","-9,912,000","-25,945,000","-20,086,000","-23,617,000","-10,461,000","-6,432,000","-25,418,000","-15,681,000","-5,481,051",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-39,330,000","-48,620,000","-20,442,000","20,215,000","-44,297,000","-29,581,000","-30,364,000","-27,313,000","-37,284,000","-33,973,000","-31,045,000","-9,912,000","-25,945,000","-20,086,000","-23,617,000","-10,461,000","-6,432,000","-25,418,000","-15,681,000","-5,481,051",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"71,633,150","64,376,396","64,065,895","62,312,120","59,526,642","55,349,534","48,638,151","46,848,728","44,687,635","44,668,240","44,501,314","44,274,001","44,170,299","44,137,773","43,974,395","40,075,640","37,223,375","36,969,682","36,624,950","36,312,241",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"71,633,150","64,376,396","64,065,895","62,312,120","59,526,642","55,349,534","48,638,151","46,848,728","44,687,635","44,668,240","44,501,314","44,274,001","44,170,299","44,137,773","43,974,395","40,075,640","37,223,375","36,969,682","36,624,950","36,312,241",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),20.338%,16.309%,31.719%,33.007%,33.206%,23.913%,9.296%,5.815%,1.171%,1.202%,1.198%,10.476%,18.663%,19.389%,20.067%,10.364%,7.385%,12.620%,27.272%,35.866%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.549,-0.755,-0.319,0.324,-0.744,-0.534,-0.624,-0.583,-0.834,-0.761,-0.698,-0.224,-0.587,-0.455,-0.537,-0.261,-0.173,-0.688,-0.428,-0.151,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.549,-0.755,-0.320,0.324,-0.744,-0.534,-0.624,-0.583,-0.834,-0.761,-0.698,-0.224,-0.587,-0.455,-0.537,-0.264,-0.173,-0.688,-0.428,-0.151,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-25,752,000","-20,785,000","-38,419,000","-17,577,000","-27,978,000","-33,987,000","-45,997,000","-24,759,000","-30,737,000","-41,807,000","-20,758,000","-5,541,000","-29,088,000","-26,836,000","4,584,000","-37,577,000","-15,098,000","-15,796,000","-16,420,000","-26,721,075",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.359,-0.323,-0.600,-0.282,-0.470,-0.614,-0.946,-0.528,-0.688,-0.936,-0.466,-0.125,-0.659,-0.608,0.104,-0.938,-0.406,-0.427,-0.448,-0.736,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-9.853%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,-,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-367.012%,-16279.787%,-6710.473%,-2144.804%,-642.015%,-813.136%,-952.609%,-,-473.588%,-220.820%,-510.101%,-36.544%,-324.583%,-400.371%,-479.478%,-348.944%,-165.554%,-1019.604%,-372.423%,-76.880%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-360.495%,-17241.135%,-2932.855%,990.931%,-868.058%,-835.621%,-910.738%,-,-774.169%,-315.764%,-551.127%,-47.104%,-373.417%,-392.611%,-513.972%,-276.162%,-126.316%,-1027.405%,-372.470%,-78.947%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-236.040%,-7370.567%,-5512.052%,-861.618%,-548.266%,-960.085%,-1379.634%,-,-638.227%,-388.577%,-368.507%,-26.332%,-418.653%,-524.550%,99.761%,-992.001%,-296.504%,-638.480%,-390.024%,-384.878%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-36,781,000","-42,687,000","-43,497,000","-39,842,000","-29,283,000","-25,538,000","-28,668,000","-38,563,000","-20,780,000","-21,673,000","-26,616,000","-5,628,000","-20,515,000","-18,467,000","-20,274,000","-11,867,000","-7,365,000","-24,284,000","-14,864,000","-4,668,132",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-201.441%,-,-26.745%,-295.265%,-,-,-,-144.639%,-,-,-67.238%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,260,000","3,222,000","3,275,000","3,912,000","3,479,000","3,247,000","3,092,000","2,492,000","2,028,000","2,085,000","2,118,000","2,062,000","2,037,000","2,016,000","1,758,000","1,351,000","1,065,000","941,000","815,000","669,462",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-40,041,000","-45,909,000","-46,772,000","-43,754,000","-32,762,000","-28,785,000","-31,760,000","-41,055,000","-22,808,000","-23,758,000","-28,734,000","-7,690,000","-22,552,000","-20,483,000","-22,032,000","-13,218,000","-8,430,000","-25,225,000","-15,679,000","-5,337,594",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-220.820%,-,-36.544%,-,-,-,-,-165.554%,-,-,-76.880%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"10,910,000","282,000","697,000",-,"5,103,000","3,540,000","3,334,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
