Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+8 Quarters,Currency,Fiscal_Year_period
Asset Writedown,-,-,"-4,796,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-17,250,000",-,-,-,-,"8,905,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-24,368,000","-21,380,000","-29,584,000","-21,572,000","-22,769,000","-23,999,000","-25,272,000","-56,474,000","-21,224,000","-21,901,000","-20,808,000","-21,185,000","-19,292,000","-17,934,000","-34,534,000","-11,159,000","-12,913,000","-11,458,000","-8,487,000","-7,691,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-24,368,000","-21,380,000","-29,584,000","-21,572,000","-22,769,000","-23,999,000","-25,272,000","-56,474,000","-21,224,000","-21,901,000","-20,808,000","-21,185,000","-19,292,000","-17,934,000","-34,534,000","-11,159,000","-12,913,000","-11,458,000","-8,487,000","-7,691,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-24,368,000","-21,380,000","-29,584,000","-21,572,000","-22,769,000","-23,999,000","-25,272,000","-56,474,000","-21,224,000","-21,901,000","-20,808,000","-21,185,000","-19,292,000","-17,934,000","-34,534,000","-11,159,000","-12,913,000","-11,458,000","-8,487,000","-7,691,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"101,272,580","101,272,580","97,299,955","44,598,408","44,574,377","44,432,955","43,664,783","38,308,186","30,564,995","30,248,767","28,127,288","29,931,224","25,320,091","21,749,439","21,174,698","20,755,234","18,405,840","12,695,989","10,749,460","10,248,905",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"101,272,580","101,272,580","97,299,955","44,598,408","44,574,377","44,432,955","43,664,783","38,308,186","30,564,995","30,248,767","28,127,288","29,931,224","25,320,091","21,749,439","21,174,698","20,755,234","18,405,840","12,695,989","10,749,460","10,248,905",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),127.199%,127.922%,122.834%,16.420%,45.835%,46.892%,55.240%,27.987%,20.714%,39.078%,32.834%,44.210%,37.566%,71.310%,96.984%,102.512%,83.639%,31.304%,1169.192%,1110.091%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.241,-0.211,-0.304,-0.484,-0.511,-0.540,-0.579,-1.474,-0.694,-0.724,-0.740,-0.708,-0.762,-0.825,-1.631,-0.538,-0.702,-0.902,-0.790,-0.750,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.241,-0.211,-0.304,-0.484,-0.511,-0.540,-0.579,-1.474,-0.694,-0.724,-0.740,-0.708,-0.762,-0.825,-1.631,-0.538,-0.702,-0.902,-0.790,-0.750,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-20,853,000","-17,211,000","-24,000,000","-14,192,000","-17,356,000","-19,997,000","-19,617,000","-15,103,000","-13,669,000","-15,791,000","-20,693,000","-23,700,000","-17,619,000","-29,023,000","-12,958,000","-13,987,000","-11,968,000","-9,282,000","-11,033,000","-6,290,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.206,-0.170,-0.247,-0.318,-0.389,-0.450,-0.449,-0.394,-0.447,-0.522,-0.736,-0.792,-0.696,-1.334,-0.612,-0.674,-0.650,-0.731,-1.026,-0.614,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-25,684,000","-22,783,000","-23,855,000","-23,358,000","-23,536,000","-24,999,000","-27,219,000","-24,338,000","-20,099,000","-20,590,000","-21,414,000","-21,681,000","-18,371,000","-19,155,000","-15,123,000","-14,180,250","-13,502,000","-12,216,000","-9,000,000","-16,674,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"42,000","31,000","26,000","23,000","34,000","22,000","32,000","19,000","17,000","20,000","21,000","40,000","16,000","15,000","14,000","9,750","43,000","6,000","14,000","12,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-25,726,000","-22,814,000","-23,881,000","-23,381,000","-23,570,000","-25,021,000","-27,251,000","-24,357,000","-20,116,000","-20,610,000","-21,435,000","-21,721,000","-18,387,000","-19,170,000","-15,137,000","-14,190,000","-13,545,000","-12,222,000","-9,014,000","-16,686,000",Upgrade,Financials in USD,Fiscal year is January - December
