Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Operating Expenses,"24,402,000","27,754,000","24,888,000","29,357,000","29,805,000","20,158,000","23,188,000","21,857,000","19,849,000","20,492,000","18,512,000","7,879,000","15,989,000","19,759,000","19,672,000","32,236,000","32,411,000","34,413,000","35,951,000","58,996,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,748,000","-5,517,000","-3,617,000","-6,093,000","-1,238,000","16,061,000","13,811,000","22,479,000","10,354,000","10,111,000","14,231,000","20,553,000","6,433,000","1,993,000","3,401,000","-5,833,000","-3,808,000","-16,634,000","-16,433,000","-2,311,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-761,000","-758,000","-757,000","-755,000","-752,000","-751,000","-1,122,000","-1,313,000","-2,052,000","-2,269,000","-2,327,000","-2,437,000","-2,495,000","-2,605,000","-2,684,000","-2,598,000","-3,050,000","-1,604,000","-8,674,000","-13,121,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"887,000","842,000",-,-,"605,000","650,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"45,000","8,000","716,000","-8,739,000","-467,000","11,000","802,000","-146,000","-18,000","-115,000","-82,000","-464,000","145,000","-62,000","70,000","2,334,000","54,000","-698,000","-3,524,000","10,585,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,577,000","-5,425,000","-3,658,000","-15,587,000","-1,852,000","15,971,000","13,491,000","21,020,000","8,284,000","7,727,000","11,822,000","17,652,000","4,083,000","-674,000","787,000","-6,097,000","-6,804,000","-18,936,000","-28,631,000","-4,847,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-720,000","-2,842,000","-5,734,000","-3,400,000",-,-,-,-,"-400,000",-,-,"-300,000","-1,289,000","-12,219,000","-768,000","-8,919,000",-,"-3,891,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-17,432,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"156,000","111,750,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-40,808,000","-238,831,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-189,790,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,"-10,600,000",-,"-11,300,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-300,000",-,-,"27,332,000","17,532,000","-241,000","-19,085,000","-12,442,000","-3,900,000","-1,300,000","-1,645,000","-2,012,000","-300,000","-2,195,000","594,000","400,000","-1,900,000","-16,272,000","-39,841,000","983,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,877,000","-3,525,000","-4,378,000","-31,905,000","-228,885,000","12,330,000","-5,594,000","8,578,000","4,384,000","8,427,000","9,777,000","5,040,000","3,783,000","-14,469,000","5,092,000","-35,348,000","-9,472,000","-43,971,000","43,278,000","-197,545,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"44,000","149,000","132,000","25,479,000","50,659,000","3,860,000","-2,110,000","-79,975,000","210,000","593,000","713,000","434,000","46,000","-300,000","548,000","-10,995,000","1,050,000","-9,472,000","2,048,000","-4,919,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,921,000","-3,674,000","-4,510,000","-57,384,000","-279,544,000","8,470,000","-3,484,000","88,553,000","4,174,000","7,834,000","9,064,000","4,606,000","3,737,000","-14,169,000","4,544,000","-24,353,000","-10,522,000","-34,499,000","41,230,000","-192,626,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,921,000","-3,674,000","-4,510,000","-57,384,000","-279,544,000","8,470,000","-3,484,000","88,553,000","4,174,000","7,834,000","9,064,000","4,606,000","3,737,000","-14,169,000","4,544,000","-24,353,000","-10,522,000","-34,499,000","41,230,000","-192,626,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,8.118%,-,1822.558%,11.694%,-,99.472%,-,-,-,-88.979%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"95,352,000","95,240,000","94,980,000","94,669,000","81,713,000","56,142,000","51,005,000","48,300,000","48,180,000","46,274,000","45,204,000","45,017,000","44,969,000","44,706,000","37,824,000","29,935,250","29,891,000","24,640,000","20,277,750","18,206,250",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"95,352,000","95,240,000","94,980,000","94,669,000","81,713,000","70,144,000","51,005,000","67,074,000","57,386,000","47,579,000","46,127,000","45,388,000","45,055,000","44,706,000","38,480,000","29,935,250","29,891,000","24,640,000","20,305,500","18,206,250",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),16.691%,35.778%,86.217%,41.141%,42.392%,47.426%,10.575%,47.779%,27.369%,6.426%,19.873%,51.621%,50.731%,81.437%,89.505%,64.423%,64.356%,52.854%,26.437%,13.782%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.031,-0.039,-0.047,-0.606,-3.421,0.151,-0.068,1.833,0.087,0.169,0.201,0.102,0.083,-0.317,0.120,-0.814,-0.352,-1.400,2.033,-10.580,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.031,-0.040,-0.047,-0.606,-3.421,0.129,-0.068,1.336,0.081,0.160,0.200,0.102,0.080,-0.320,0.120,-0.814,-0.352,-1.400,2.033,-10.593,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-19.514%,-,1205.979%,1.745%,-,66.667%,-,-,-,-94.098%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-35,000","7,387,000","7,508,000","5,607,000","2,579,000","18,073,000","22,717,000","26,423,000","10,045,000","14,430,000","27,426,000","4,078,000","4,654,000","964,000","-4,226,000","-5,982,000","-14,432,000","-20,096,000","-25,072,000","7,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,0.078,0.079,0.059,0.032,0.258,0.445,0.394,0.175,0.303,0.595,0.090,0.103,0.022,-0.110,-0.200,-0.483,-0.816,-1.235,0.434,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,74.147%,71.442%,65.554%,70.529%,80.183%,88.358%,87.126%,88.056%,88.282%,87.111%,89.614%,85.310%,88.026%,85.729%,85.968%,82.571%,82.751%,86.235%,93.312%,95.674%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-9.410%,-17.725%,-11.147%,-18.472%,-3.475%,39.182%,32.522%,44.645%,30.264%,28.781%,38.948%,61.669%,25.255%,7.855%,12.672%,-18.242%,-11.017%,-80.681%,-78.563%,-3.901%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-10.002%,-11.804%,-13.899%,-173.970%,-784.641%,20.663%,-8.204%,175.875%,12.200%,22.299%,24.807%,13.820%,14.671%,-55.843%,16.931%,-76.160%,-30.441%,-167.333%,197.112%,-325.118%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-0.120%,23.733%,23.139%,16.999%,7.239%,44.090%,53.495%,52.479%,29.361%,41.075%,75.062%,12.236%,18.271%,3.799%,-15.746%,-18.708%,-41.753%,-97.473%,-119.864%,13.334%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"3,963,000","1,194,000","2,079,000","-1,185,000","9,119,000","22,541,000","20,295,000","30,842,000","18,476,000","18,323,000","22,930,000","27,932,000","13,845,000","9,467,000","10,213,000","1,130,000","2,341,000","-11,383,000","-8,365,000","23,410,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,13.570%,3.836%,6.407%,-3.592%,25.596%,54.990%,47.791%,61.255%,54.004%,52.156%,62.757%,83.809%,54.354%,37.311%,38.053%,3.534%,6.773%,-55.212%,-39.991%,39.512%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,711,000","6,711,000","5,696,000","4,908,000","10,357,000","6,480,000","6,484,000","8,363,000","8,122,000","8,212,000","8,699,000","7,379,000","7,412,000","7,474,000","6,812,000","6,963,000","6,149,000","5,251,000","8,068,000","25,721,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,748,000","-5,517,000","-3,617,000","-6,093,000","-1,238,000","16,061,000","13,811,000","22,479,000","10,354,000","10,111,000","14,231,000","20,553,000","6,433,000","1,993,000","3,401,000","-5,833,000","-3,808,000","-16,634,000","-16,433,000","-2,311,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-9.410%,-17.725%,-11.147%,-18.472%,-3.475%,39.182%,32.522%,44.645%,30.264%,28.781%,38.948%,61.669%,25.255%,7.855%,12.672%,-18.242%,-11.017%,-80.681%,-78.563%,-3.900%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,31.306%,-,-,4.790%,7.037%,7.293%,8.611%,1.216%,-,10.762%,-,-,-,4.732%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"29,204,000","31,126,000","32,448,000","32,985,000","35,627,000","40,991,000","42,466,000","50,350,000","34,212,000","35,131,000","36,538,000","33,328,000","25,472,000","25,373,000","26,839,000","30,176,000","34,565,000","20,617,000","20,917,000","59,226,000",Upgrade,Financials in USD,Fiscal year is January - December
