Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+1 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-6,048,738","-1,429,044","-425,158","-1,229,466","-361,425","-10,210,529","-1,977,858","4,366,455","-3,026,476","-3,751,904","-3,277,922","-4,236,045","-2,926,933","-2,293,842","-3,154,377","-5,391,118","-4,269,609","-2,932,126","-2,537,344","-2,613,563",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,320,000","1,206,600","1,036,700","847,160","428,200","294,500","300,100","282,784","279,520","278,376","277,568","271,992","247,864","158,848","118,760","72,986","47,551","50,303","50,303","123,407",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,320,000","1,206,600","1,036,700","847,160","428,200","294,500","300,100","282,784","279,520","278,376","277,568","271,992","247,864","158,848","118,760","72,986","47,551","50,303","50,303","123,407",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),208.267%,309.711%,245.452%,199.578%,53.191%,5.792%,8.118%,3.968%,12.772%,75.247%,133.722%,272.663%,421.259%,215.782%,136.089%,-40.857%,83.736%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.582,-1.184,-0.410,-1.451,-0.844,-34.671,-6.591,15.441,-10.827,-13.478,-11.809,-15.574,-11.809,-14.440,-26.561,-73.865,-89.790,-58.289,-50.441,-21.178,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.582,-1.184,-0.410,-1.451,-0.844,-34.671,-6.591,15.441,-10.827,-13.500,-11.809,-15.574,-11.809,-14.440,-26.561,-73.865,-90.000,-58.289,-50.441,-21.178,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,031,048","-853,534","-1,831,541","-1,066,000","-1,171,910","-1,240,156","-1,697,850","-2,785,657","-2,420,484","-2,527,112","-3,485,406","-2,048,365","-1,080,236","-1,998,606","-3,586,716","-1,205,647","-3,251,318","-1,909,574","-1,741,272","-1,519,672",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.781,-0.707,-1.767,-1.258,-2.737,-4.211,-5.658,-9.851,-8.659,-9.078,-12.557,-7.531,-4.358,-12.582,-30.201,-16.519,-68.375,-37.961,-34.616,-12.314,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,357,980","-1,579,650","-1,690,095","-2,131,198","-1,428,069","-1,827,989","-2,920,251","-5,887,341","-3,165,715","-3,795,013","-3,281,213","-4,237,324","-2,928,138","-2,293,933","-3,153,946","-2,962,792","-2,575,175","-3,006,531","-2,607,040","-2,689,554",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,689","1,317","1,399","1,210","1,723","1,724","1,690","1,526","1,491","1,378","1,319","1,239","1,240","1,240","1,247","1,234","1,231","1,236","1,171","1,096",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,359,669","-1,580,967","-1,691,494","-2,132,408","-1,429,792","-1,829,713","-2,921,941","-5,888,867","-3,167,206","-3,796,391","-3,282,532","-4,238,563","-2,929,378","-2,295,173","-3,155,193","-2,964,026","-2,576,406","-3,007,767","-2,608,211","-2,690,650",Upgrade,Financials in USD,Fiscal year is January - December
