Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,"7,000","7,000","7,000","22,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","2,000","9,000","9,000","2,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-6,274,000","-5,119,000","-5,151,000","-5,161,000","-4,471,000","-4,477,000","-5,272,000","-3,751,000","-3,059,000","-3,358,000","-3,508,000","-3,246,000","-3,450,000","-3,274,000","-3,622,000","-4,200,000","-3,193,000","-2,474,000","-2,425,000","-2,480,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-6,274,000","-5,119,000","-5,151,000","-5,161,000","-4,471,000","-4,477,000","-5,272,000","-3,751,000","-3,059,000","-3,358,000","-3,508,000","-3,246,000","-3,450,000","-3,274,000","-3,622,000","-4,200,000","-3,193,000","-2,474,000","-2,425,000","-2,480,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"42,751,577","38,068,378","37,958,000","38,012,905","37,949,422","27,312,008","26,448,941","26,443,067","26,443,067","26,443,067","26,443,067","26,502,109","19,035,713","18,786,157","18,766,656","18,763,033","16,689,074","14,139,074","13,107,725","12,007,085",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"42,751,577","38,068,378","37,958,000","38,012,905","37,949,422","27,312,008","26,448,941","26,443,067","26,443,067","26,443,067","26,443,067","26,502,109","19,035,713","18,786,157","18,766,656","18,763,033","16,689,074","14,139,074","13,107,725","12,007,085",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),12.654%,39.383%,43.514%,43.754%,43.514%,3.286%,0.022%,-0.223%,38.913%,40.758%,40.905%,41.246%,14.061%,32.867%,43.172%,56.266%,38.996%,18.028%,9.625%,37.146%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.147,-0.134,-0.136,-0.136,-0.118,-0.164,-0.199,-0.142,-0.116,-0.127,-0.133,-0.122,-0.181,-0.174,-0.193,-0.224,-0.191,-0.175,-0.185,-0.207,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.147,-0.134,-0.136,-0.136,-0.118,-0.164,-0.199,-0.142,-0.116,-0.127,-0.133,-0.122,-0.181,-0.174,-0.193,-0.224,-0.191,-0.175,-0.185,-0.207,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-4,479,000","-4,519,000","-6,662,000","-3,815,000","-4,807,000","-5,034,000","-5,096,000","-2,798,000","-2,404,000","-2,502,000","-3,888,000","-2,811,000","-3,048,000","-2,093,000","-4,322,000","-3,061,000","-2,347,000","-844,000","-2,980,000","-1,867,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.105,-0.119,-0.176,-0.100,-0.127,-0.184,-0.193,-0.106,-0.091,-0.095,-0.147,-0.106,-0.160,-0.111,-0.230,-0.163,-0.141,-0.060,-0.227,-0.155,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-6,873,000","-5,628,000","-5,733,000","-5,840,000","-5,149,000","-4,734,000","-5,514,000","-3,967,000","-3,121,000","-3,358,000","-3,530,000","-3,240,000","-3,410,000","-3,359,000","-3,613,000","-4,263,000","-3,314,000","-2,703,000","-2,398,000","-4,065,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"10,000","10,000","8,000","8,000","8,000","7,000","7,000","6,000","7,000","6,000","6,000","6,000","6,000","6,000","6,000","5,000","5,000","5,000","6,000","5,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-6,883,000","-5,638,000","-5,741,000","-5,848,000","-5,157,000","-4,741,000","-5,521,000","-3,973,000","-3,128,000","-3,364,000","-3,536,000","-3,246,000","-3,416,000","-3,365,000","-3,619,000","-4,268,000","-3,319,000","-2,708,000","-2,404,000","-4,070,000",Upgrade,Financials in USD,Fiscal year is January - December
