Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"215,055,000","168,568,000","-14,618,000","94,154,000","146,820,000","104,438,000","69,420,000","-240,724,000","-19,648,000","34,665,000","1,647,000","-35,351,000","-52,833,000","-363,316,000","121,832,000","133,414,000","148,234,000","114,801,000","-157,833,000","73,992,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,46.475%,61.405%,-,-,-,201.278%,4114.936%,-,-,-,-98.648%,-,-,-,-,80.309%,44.935%,-56.166%,-,-53.601%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"61,414,000","62,882,000","62,537,000","62,578,000","63,114,000","63,991,000","63,494,000","63,052,000","62,785,000","62,436,000","61,865,000","61,503,000","61,284,000","59,448,000","56,468,000","55,935,000","55,545,000","55,413,000","55,956,000","56,418,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"63,174,000","69,625,000","62,537,000","69,673,000","71,293,000","73,540,000","73,771,000","63,052,000","62,785,000","63,431,000","62,907,000","61,503,000","61,284,000","59,448,000","58,393,000","57,174,000","56,236,000","55,864,000","55,956,000","57,262,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-11.388%,-5.324%,-15.228%,10.501%,13.551%,15.937%,17.270%,2.519%,2.449%,6.700%,7.730%,7.572%,8.976%,6.416%,4.355%,-0.154%,-2.093%,-2.722%,-3.659%,-5.216%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),3.502,2.681,-0.234,1.505,2.326,1.632,1.093,-3.818,-0.313,0.555,0.027,-0.575,-0.862,-6.111,2.158,2.385,2.669,2.072,-2.821,1.311,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),3.420,2.491,-0.234,1.422,2.142,1.516,1.035,-3.818,-0.313,0.550,0.027,-0.575,-0.862,-6.111,2.090,2.330,2.640,2.060,-2.821,1.283,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,59.661%,64.283%,-,-,-,175.704%,3789.287%,-,-,-,-98.726%,-,-,-,-,81.582%,48.315%,-54.825%,-,-51.280%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"387,959,000","324,261,000","260,325,000","157,237,000","302,896,000","291,026,000","316,886,000","332,593,000","422,893,000","290,758,000","196,687,000","167,788,000","265,732,000","34,517,000","282,829,000","182,156,000","254,520,000","179,829,000","268,139,000","80,661,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,6.141,4.657,4.163,2.257,4.249,3.957,4.296,5.275,6.736,4.584,3.127,2.728,4.336,0.581,4.844,3.186,4.526,3.219,4.792,1.409,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,89.420%,89.266%,92.622%,92.599%,89.492%,89.811%,92.363%,90.005%,85.791%,86.686%,93.691%,93.119%,82.672%,84.146%,93.385%,92.463%,92.995%,95.020%,94.641%,93.924%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,24.665%,19.480%,11.658%,23.178%,17.733%,16.466%,21.003%,27.436%,15.745%,17.258%,19.797%,39.346%,3.385%,-9.256%,26.683%,31.466%,34.317%,35.760%,27.811%,10.528%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,20.385%,16.465%,-1.621%,9.304%,15.103%,10.909%,7.775%,-24.763%,-2.089%,3.716%,0.202%,-3.942%,-6.304%,-48.325%,20.052%,20.047%,24.669%,20.411%,-29.517%,12.719%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,36.774%,31.672%,28.861%,15.538%,31.158%,30.400%,35.493%,34.213%,44.957%,31.168%,24.171%,18.711%,31.706%,4.591%,46.550%,27.371%,42.357%,31.973%,50.145%,13.865%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"425,442,000","362,478,000","268,533,000","393,750,000","334,950,000","317,213,000","344,873,000","411,441,000","296,928,000","317,197,000","340,803,000","517,448,000","195,946,000","77,725,000","235,090,000","281,086,000","277,701,000","268,839,000","216,089,000","239,192,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,40.327%,35.404%,29.771%,38.911%,34.455%,33.136%,38.628%,42.324%,31.566%,34.002%,41.882%,57.704%,23.379%,10.338%,38.693%,42.236%,46.215%,47.799%,40.411%,41.117%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"165,232,000","163,035,000","163,383,000","159,201,000","162,558,000","159,577,000","157,360,000","144,731,000","148,826,000","156,203,000","179,711,000","164,620,000","167,577,000","147,315,000","72,971,000","71,672,000","71,494,000","67,713,000","67,374,000","177,947,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"260,210,000","199,443,000","105,150,000","234,549,000","172,392,000","157,636,000","187,513,000","266,710,000","148,102,000","160,994,000","161,092,000","352,828,000","28,369,000","-69,590,000","162,119,000","209,414,000","206,207,000","201,126,000","148,715,000","61,245,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,24.665%,19.480%,11.658%,23.178%,17.733%,16.466%,21.003%,27.436%,15.745%,17.258%,19.797%,39.346%,3.385%,-9.256%,26.683%,31.466%,34.317%,35.760%,27.811%,10.528%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,24.553%,-,-,-,12.884%,7.468%,11.511%,32.293%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,054,969,000","1,023,825,000","901,983,000","1,011,935,000","972,140,000","957,317,000","892,812,000","972,123,000","940,652,000","932,878,000","813,721,000","896,731,000","838,115,000","751,811,000","607,581,000","665,517,000","600,888,000","562,436,000","534,726,000","581,740,000",Upgrade,Financials in USD,Fiscal year is January - December
