Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"82,043,671","81,224,628","61,457,793","60,971,625","60,599,025","60,339,475","58,723,432","57,089,966","52,345,732","46,957,196","46,499,602","46,296,326","46,162,544","46,116,175","45,907,590","40,309,125","36,887,266","29,900,913","23,197,971","23,094,954",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"82,043,671","81,224,628","61,457,793","60,971,625","60,599,025","60,339,475","58,723,432","57,089,966","52,345,732","46,957,196","46,499,602","46,296,326","46,162,544","46,116,175","45,907,590","40,309,125","37,877,552","31,777,960","23,197,971","23,094,954",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),35.388%,34.613%,4.656%,6.799%,15.767%,28.499%,26.288%,23.314%,13.394%,1.824%,1.290%,14.853%,21.873%,45.120%,97.895%,74.537%,65.065%,38.609%,1.456%,6.884%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.595,-0.591,-0.947,0.509,-0.813,-0.638,-0.852,-0.606,-0.372,-0.554,-0.841,-0.823,-0.669,-0.133,-0.661,-1.477,0.465,0.999,-0.845,-0.640,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.595,-0.591,-0.947,0.509,-0.813,-0.638,-0.852,-0.606,-0.372,-0.554,-0.841,-0.829,-0.670,-0.133,-0.661,-1.477,0.450,0.940,-0.845,-0.640,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-65,344,000","8,699,000","-65,187,000","12,631,000","-33,830,000","-32,799,000","-61,933,000","-27,231,000","65,116,000","-5,386,000","-36,808,000","-24,117,000","-29,403,000","-10,676,000","-32,806,000","-20,504,000","-20,664,000","-14,266,000","-19,497,000","-15,205,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.796,0.107,-1.061,0.207,-0.558,-0.544,-1.055,-0.477,1.244,-0.115,-0.792,-0.521,-0.637,-0.232,-0.715,-0.509,-0.546,-0.449,-0.840,-0.658,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-141.267%,-,52.722%,-169.847%,-299.462%,-210.865%,-,-26.114%,-15.077%,-,-180.899%,-212.340%,9.769%,-53.902%,-174.680%,-8.629%,-82.099%,-146.351%,-53.843%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-797.171%,-189.392%,-435.048%,37.945%,-260.069%,-443.517%,-333.257%,-570.227%,-84.344%,-68.974%,-663.592%,-328.853%,-407.115%,-34.957%,-129.666%,-263.578%,-65.741%,-192.386%,-270.875%,-132.110%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-572.617%,-186.797%,-447.517%,27.317%,-291.208%,-369.996%,-394.903%,-400.765%,-77.496%,-92.583%,-663.219%,-357.847%,-362.827%,-21.933%,-207.087%,-719.304%,96.162%,315.472%,-273.979%,-130.818%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-766.948%,33.840%,-501.130%,11.107%,-199.894%,-315.012%,-488.662%,-315.466%,258.941%,-19.170%,-624.182%,-226.366%,-345.227%,-38.062%,-223.779%,-247.693%,-115.940%,-150.660%,-272.609%,-134.498%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-66,120,000","-46,895,000","-54,830,000","44,883,000","-42,275,000","-44,448,000","-40,622,000","-47,694,000","-19,772,000","-17,982,000","-37,805,000","-33,721,000","-33,556,000","-8,685,000","-17,718,000","-20,647,000","-10,750,000","-17,158,000","-18,274,000","-13,718,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-182.428%,-,39.468%,-249.793%,-,-,-,-78.626%,-64.002%,-,-,-,-30.964%,-120.859%,-249.420%,-60.315%,-181.202%,-255.509%,-121.344%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,799,000","1,790,000","1,761,000","1,731,000","1,739,000","1,731,000","1,615,000","1,528,000","1,438,000","1,397,000","1,327,000","1,315,000","1,118,000","1,120,000","1,291,000","1,172,000","967,000","1,059,000","1,099,000","1,217,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-67,919,000","-48,685,000","-56,591,000","43,152,000","-44,014,000","-46,179,000","-42,237,000","-49,222,000","-21,210,000","-19,379,000","-39,132,000","-35,036,000","-34,674,000","-9,805,000","-19,009,000","-21,819,000","-11,717,000","-18,217,000","-19,373,000","-14,935,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-189.392%,-,37.945%,-260.068%,-,-,-,-84.344%,-68.974%,-,-,-,-34.957%,-129.666%,-263.578%,-65.741%,-192.386%,-270.875%,-132.110%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,33.724%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
