Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EPS (Diluted),-0.704,-0.705,-1.050,-5.500,-5.296,-5.488,-6.288,-6.599,-6.172,-7.500,-6.831,-8.241,-15.894,-16.500,-15.111,-16.034,-14.317,-13.109,-13.732,-13.157,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-781,000","-1,681,000","-1,917,000","-7,385,000","-6,375,000","-7,137,000","-9,442,000","-7,246,000","-6,159,000","-8,244,000","-7,799,000","-15,485,000","-9,947,000","-23,329,000","-16,030,000","-20,802,000","-18,077,000","-17,493,000","-10,419,000","-11,708,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.488,-1.050,-1.197,-4.612,-3.984,-4.464,-5.909,-4.865,-4.295,-5.752,-5.443,-10.820,-6.955,-16.320,-11.238,-14.647,-12.740,-12.331,-7.821,-9.783,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-171.144%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-29150.000%,-174200.000%,-336000.000%,-,-205675.000%,-,-54736.364%,-283.889%,-,-,-,-4722.613%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-28225.000%,-168200.000%,-784300.000%,-,-219325.000%,-,-83263.636%,-304.054%,-,-,-,-5711.809%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-42025.000%,-191700.000%,-738500.000%,-,-178425.000%,-,-65872.727%,-211.577%,-,-,-,-2499.246%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,150,000","-1,165,000","-1,740,000","-3,119,000","-6,555,000","-7,528,000","-8,976,000","-5,327,000","-7,573,000","-8,681,000","-8,396,000","-9,449,000","-18,123,000","-21,960,000","-21,023,000","-22,354,000","-20,003,000","-18,358,000","-18,518,000","-15,860,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-260.151%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,"1,000","2,000","241,000","679,000","699,000","696,000","694,000","691,000","685,000","689,000","705,000","673,000","679,000","540,000","420,000","318,000","248,000","142,000","176,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,150,000","-1,166,000","-1,742,000","-3,360,000","-7,234,000","-8,227,000","-9,672,000","-6,021,000","-8,264,000","-9,366,000","-9,085,000","-10,154,000","-18,796,000","-22,639,000","-21,563,000","-22,774,000","-20,321,000","-18,606,000","-18,660,000","-16,036,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-283.889%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
