Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Assets,-,-,-,"132,000",-,-,-,"9,700,000",-,"6,600,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,"-6,111,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"5,475,000",-,"158,000",-,"-8,000","406,000","-2,081,000","7,000","3,207,000","536,000","2,050,000","5,922,000","-14,300,000","1,044,000","3,431,000","-2,196,000","-6,840,000","1,664,000","-4,625,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-67,214,000","-54,797,000","-63,454,000","-48,582,000","-64,532,000","-73,430,000","-70,893,000","-74,102,000","-56,715,000","-49,235,000","-50,604,000","-67,607,000","177,277,000","-83,991,000","-54,403,000","-37,730,000","-51,646,000","-48,244,000","-45,271,000","-30,851,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-67,214,000","-54,797,000","-63,454,000","-48,582,000","-64,532,000","-73,430,000","-70,893,000","-74,102,000","-56,715,000","-49,235,000","-50,604,000","-67,607,000","177,277,000","-83,991,000","-54,403,000","-37,730,000","-51,646,000","-48,244,000","-45,271,000","-30,851,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"828,000","1,716,000","1,568,000","2,292,000","2,331,000","4,414,000","2,639,000","3,009,000","2,493,000","2,801,000","2,279,000","2,096,000","1,275,000","701,000","726,000","123,000","493,000","764,000","597,000","796,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-66,386,000","-53,081,000","-61,886,000","-46,290,000","-62,201,000","-69,016,000","-68,254,000","-71,093,000","-54,222,000","-46,434,000","-48,325,000","-65,511,000","178,552,000","-83,290,000","-53,677,000","-37,607,000","-51,153,000","-47,480,000","-44,674,000","-30,055,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"54,000","54,000","54,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","52,000","52,000","52,000","52,000","52,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-66,440,000","-53,135,000","-61,940,000","-46,343,000","-62,254,000","-69,069,000","-68,307,000","-71,146,000","-54,275,000","-46,487,000","-48,378,000","-65,564,000","178,499,000","-83,343,000","-53,730,000","-37,659,000","-51,205,000","-47,532,000","-44,726,000","-30,107,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"21,550,000","21,062,000","20,368,000","18,685,384","18,908,000","17,569,000","15,855,000","15,437,916","14,342,700","13,851,650","12,915,500","13,001,346","11,770,350","11,145,300","10,016,550","9,432,500","9,133,350","8,456,500","7,253,050","7,011,590",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"21,550,000","21,062,000","20,368,000","18,685,384","18,908,000","17,569,000","15,855,000","15,437,916","14,342,700","13,851,650","12,915,500","13,001,346","12,336,300","11,145,300","10,016,550","9,432,500","9,133,350","8,456,500","7,253,050","7,011,590",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),13.973%,19.882%,28.464%,21.036%,31.830%,26.837%,22.759%,18.741%,16.264%,24.282%,28.942%,37.836%,35.069%,31.796%,38.101%,34.527%,32.734%,25.620%,-2.375%,14.831%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.083,-2.523,-3.041,-2.480,-3.292,-3.931,-4.308,-4.609,-3.784,-3.356,-3.746,-5.043,15.165,-7.478,-5.364,-3.992,-5.606,-5.621,-6.167,-4.294,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.083,-2.523,-3.041,-2.480,-3.292,-3.931,-4.308,-4.609,-3.784,-3.400,-3.746,-5.076,14.400,-7.478,-5.364,-3.992,-5.606,-5.621,-6.167,-4.294,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-53,299,000","-38,641,000","-38,226,000","-40,625,000","-68,683,000","-64,480,000","-60,368,000","-61,684,000","-47,911,000","-61,905,000","-56,935,000","-31,889,000","108,987,000","-57,827,000","-42,940,000","-36,424,000","-32,496,000","-38,493,000","-35,149,000","-32,836,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.473,-1.835,-1.877,-2.174,-3.632,-3.670,-3.808,-3.996,-3.340,-4.469,-4.408,-2.453,8.835,-5.188,-4.287,-3.862,-3.558,-4.552,-4.846,-4.683,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-64.081%,-56.902%,-57.229%,20.069%,-112.824%,-135.369%,-159.418%,-114.796%,-103.403%,-124.524%,-65.703%,-168.333%,82.703%,-,-222.399%,-16.341%,-122.795%,-45.422%,-140.369%,-6.762%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-132.873%,-128.432%,-117.415%,-5.202%,-190.594%,-216.074%,-239.049%,-202.994%,-182.909%,-214.910%,-138.765%,-276.773%,74.249%,-485.508%,-361.934%,-80.409%,-219.748%,-98.104%,-210.524%,-42.467%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-264.575%,-226.020%,-221.175%,-55.301%,-256.042%,-273.043%,-298.258%,-250.638%,-238.341%,-222.149%,-186.492%,-323.597%,70.566%,-776.729%,-458.486%,-120.455%,-345.233%,-176.404%,-295.650%,-87.267%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-212.245%,-164.367%,-136.497%,-48.478%,-282.483%,-254.902%,-263.593%,-217.304%,-210.394%,-295.828%,-219.479%,-157.391%,43.086%,-538.928%,-366.414%,-116.505%,-219.094%,-142.858%,-232.344%,-95.177%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-30,021,000","-26,830,000","-29,508,000","842,000","-43,489,000","-51,685,000","-52,185,000","-55,733,000","-39,945,000","-43,282,000","-34,337,000","-54,422,000","189,496,000","-50,372,000","-40,686,000","-23,301,000","-30,743,000","-24,643,000","-30,148,000","-12,990,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-119.548%,-114.126%,-105.367%,1.005%,-178.864%,-204.321%,-227.862%,-196.340%,-175.413%,-206.834%,-132.366%,-268.605%,74.913%,-,-,-74.530%,-207.275%,-91.457%,-199.286%,-37.652%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,346,000","3,363,000","3,374,000","5,201,000","2,852,000","2,973,000","2,562,000","1,889,000","1,707,000","1,690,000","1,660,000","1,655,000","1,681,000","1,723,000","1,729,000","1,838,000","1,850,000","1,791,000","1,700,000","1,661,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-33,367,000","-30,193,000","-32,882,000","-4,359,000","-46,341,000","-54,658,000","-54,747,000","-57,622,000","-41,652,000","-44,972,000","-35,997,000","-56,077,000","187,815,000","-52,095,000","-42,415,000","-25,139,000","-32,593,000","-26,434,000","-31,848,000","-14,651,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-132.873%,-128.432%,-117.415%,-5.202%,-190.594%,-216.074%,-239.049%,-202.994%,-182.909%,-214.910%,-138.765%,-276.773%,74.249%,-,-,-80.409%,-219.748%,-98.103%,-210.523%,-42.467%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"25,112,000","23,509,000","28,005,000","83,801,000","24,314,000","25,296,000","22,902,000","28,386,000","22,772,000","20,926,000","25,941,000","20,261,000","252,954,000","10,730,000","11,719,000","31,264,000","14,832,000","26,945,000","15,128,000","34,500,000",Upgrade,Financials in USD,Fiscal year is January - December
