Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+1 Quarters,Currency,Fiscal_Year_period
Net Income,"-3,483,000","-3,631,000","-3,868,000","-3,417,000","-4,081,000","-7,970,000","-8,753,000","-8,272,000","-8,080,000","-6,190,000","-5,104,000","-5,036,000","-2,968,000","-2,770,000","-1,704,000","-1,951,000","-1,224,000","-1,081,000","-1,695,000","14,740,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,483,000","-3,631,000","-3,868,000","-3,417,000","-4,081,000","-7,970,000","-8,753,000","-8,272,000","-8,080,000","-6,190,000","-5,104,000","-5,036,000","-2,968,000","-2,770,000","-1,704,000","-1,951,000","-1,224,000","-1,081,000","-1,695,000","14,740,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"17,532,177","14,304,007","14,207,588","13,013,724","11,822,458","11,083,707","11,049,812","11,265,488","11,438,671","11,408,664","11,404,515","11,400,944","11,397,803","10,813,350","7,837,589","7,196,980","6,969,868","6,488,089","6,488,089",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"17,532,177","14,304,007","14,207,588","13,013,724","11,822,458","11,083,707","11,049,812","11,265,488","11,438,671","11,408,664","11,404,515","11,400,944","11,397,803","10,813,350","7,837,589","7,196,980","6,969,868","6,488,089","6,488,089",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),48.296%,29.054%,28.578%,15.519%,3.355%,-2.848%,-3.110%,-1.188%,0.359%,5.505%,45.511%,58.413%,63.530%,66.665%,20.800%,-,275.741%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.199,-0.254,-0.272,-0.263,-0.345,-0.719,-0.792,-0.734,-0.706,-0.543,-0.448,-0.442,-0.260,-0.256,-0.217,-0.271,-0.176,-0.167,-0.261,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.199,-0.254,-0.272,-0.263,-0.345,-0.719,-0.792,-0.734,-0.706,-0.543,-0.448,-0.442,-0.260,-0.256,-0.217,-0.271,-0.176,-0.167,-0.261,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,-,-,-,"-3,717,000","-5,222,000","-7,488,000","-7,187,000","-5,704,000","-5,297,000","-5,712,000","-3,725,000","-3,028,000","-2,580,000","-5,709,000","-1,296,000","-1,556,000","-921,000","-880,000","-1,923,000","4,261,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-,-,-0.286,-0.442,-0.676,-0.650,-0.506,-0.463,-0.501,-0.327,-0.266,-0.226,-0.528,-0.165,-0.216,-0.132,-0.136,-0.296,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,693,250","-3,754,500","-4,031,250","-3,832,000","-4,348,000","-8,179,000","-9,033,000","-8,628,000","-8,300,000","-6,240,000","-5,307,000","-5,013,000","-2,882,000","-2,746,000","-1,692,000","-1,936,000","-1,217,000","-1,096,000","-1,699,000","10,461,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"16,750","13,500","16,750","16,000","19,000","16,000","16,000","14,000","17,000","14,000","13,000","11,000","9,000","7,000","7,000","6,000","8,000","5,000","5,000","5,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,710,000","-3,768,000","-4,048,000","-3,848,000","-4,367,000","-8,195,000","-9,049,000","-8,642,000","-8,317,000","-6,254,000","-5,320,000","-5,024,000","-2,891,000","-2,753,000","-1,699,000","-1,942,000","-1,225,000","-1,101,000","-1,704,000","10,456,000",Upgrade,Financials in USD,Fiscal year is January - December
