Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Pretax Income,"24,222,000","-4,367,000","294,299,000","77,521,000","-75,240,000","-152,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"3,744,000","2,022,000","1,143,000","808,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"20,478,000","-6,389,000","293,156,000","76,713,000","-75,240,000","-152,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,"283,000","4,569,000",-,"3,267,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"20,478,000","-6,389,000","292,873,000","72,144,000","-75,240,000","-155,867,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-66.498%,-,282.146%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"130,406,250","128,733,000","126,398,000","116,264,000","100,753,000","72,024,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"132,579,750","128,733,000","150,797,000","133,006,000","101,504,000","72,024,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-1.324%,-14.632%,13.376%,31.035%,40.931%,15.493%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.157,-0.050,2.317,0.621,-0.747,-2.164,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.151,-0.050,1.966,0.569,-0.782,-2.164,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-67.550%,-,245.391%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"22,670,000","96,459,000","55,577,000","326,051,000","-96,323,000","-143,653,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.171,0.749,0.369,2.451,-0.949,-1.995,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,62.089%,55.882%,63.818%,53.168%,0.581%,-105.863%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2.370%,-13.109%,46.439%,32.136%,-183.389%,-337.511%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,7.852%,-2.751%,40.526%,16.417%,-186.927%,-442.565%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,8.692%,41.526%,7.690%,74.197%,-239.306%,-407.885%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,623,000","-26,109,000","339,419,000","145,517,000","-67,043,000","-103,670,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-0.622%,-11.240%,46.967%,33.114%,-166.562%,-294.358%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,557,000","4,342,000","3,812,000","4,296,000","6,773,000","15,198,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-6,180,000","-30,451,000","335,607,000","141,221,000","-73,816,000","-118,868,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-2.369%,-13.109%,46.439%,32.136%,-183.389%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,15.457%,-,0.388%,1.042%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"260,810,000","232,284,000","722,683,000","439,442,000","46,551,000","35,219,000",Upgrade,Financials in USD,Fiscal year is January - December
