Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+4 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-11,219,000","-9,513,000","-11,095,000","-10,221,000","-9,860,000","-11,294,000","-9,045,000","-38,967,000","-7,691,000","-8,539,000","-10,755,000","-10,228,000","-10,777,000","-12,782,000","-13,465,000","-8,808,000","-7,970,000","-7,140,000","-10,060,000","-2,519,186",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"22,329,772","21,233,163","11,420,948","11,364,903","11,347,887","11,307,842","11,303,869","11,267,389","11,265,475","11,255,215","11,250,127","11,235,765","11,235,507","11,232,010","11,226,929","11,203,105","6,324,295","5,843,203","5,560,507","2,628,640",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"22,329,772","21,233,163","11,420,948","11,364,903","11,347,887","11,307,842","11,303,869","11,267,389","11,265,475","11,255,215","11,250,127","11,235,765","11,235,507","11,232,010","11,226,929","11,203,105","6,324,295","5,843,203","5,560,507","2,628,640",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),96.775%,87.774%,1.036%,0.865%,0.732%,0.468%,0.478%,0.281%,0.267%,0.207%,0.207%,0.292%,77.656%,92.224%,101.905%,326.194%,146.616%,128.391%,111.625%,-78.330%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.502,-0.448,-0.971,-0.899,-0.869,-0.999,-0.800,-3.458,-0.683,-0.759,-0.956,-0.910,-0.959,-1.138,-1.199,-0.786,-1.260,-1.222,-1.809,-0.958,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.502,-0.448,-0.971,-0.899,-0.869,-0.999,-0.800,-3.458,-0.683,-0.759,-0.956,-0.910,-0.959,-1.138,-1.199,-0.786,-1.260,-1.222,-1.809,-0.958,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,442,000","-7,742,000","-10,379,000","-8,700,000","-6,598,000","-9,410,000","-12,894,000","-5,032,000","-5,430,000","-5,143,000","-10,972,000","-6,951,000","-6,137,000","-9,800,000","-12,210,000","-7,277,000","-3,894,000","-5,727,000","-7,393,000","-1,134,555",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.378,-0.365,-0.909,-0.766,-0.581,-0.832,-1.141,-0.447,-0.482,-0.457,-0.975,-0.619,-0.546,-0.873,-1.088,-0.650,-0.616,-0.980,-1.330,-0.432,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-12,246,000","-10,578,000","-11,768,000","-10,934,000","-10,621,000","-12,062,000","-9,655,000","-9,917,000","-7,910,000","-8,652,000","-10,818,000","-10,233,000","-10,809,000","-12,737,000","-13,548,000","-8,925,000","-8,035,000","-7,244,000","-10,110,000","-2,515,186",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"84,000","83,000","83,000","107,000","79,000","78,000","77,000","75,000","64,000","53,000","56,000","54,000","21,000","55,000","32,000","32,000","27,000","22,000","50,000","4,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-12,330,000","-10,661,000","-11,851,000","-11,041,000","-10,700,000","-12,140,000","-9,732,000","-9,992,000","-7,974,000","-8,705,000","-10,874,000","-10,287,000","-10,830,000","-12,792,000","-13,580,000","-8,957,000","-8,062,000","-7,266,000","-10,160,000","-2,519,186",Upgrade,Financials in USD,Fiscal year is January - December
