Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Earnings From Equity Investments,"-1,910,000","1,454,000","-1,051,000","-9,144,000","-4,459,000","-3,090,000","-4,059,000","-3,858,000","-3,612,000","-3,528,000","-4,100,000","-2,885,000","-3,867,000","-3,903,000","-5,915,000","-2,161,000","-4,629,000","-3,661,000","17,000","1,407,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-2,500,000",-,-,-,"13,100,000",-,-,"710,000","1,519,000","3,235,000","-1,887,000","4,976,000","-3,962,000","-2,701,000","-4,685,000","4,413,000","-3,632,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),"-11,291,000","1,367,000","3,312,000","-678,000","4,401,000","10,591,000","-9,676,000","-24,140,000","2,016,000","20,311,000","359,000","4,473,000","-4,474,000","-30,000","-30,000","286,000","-1,103,000","170,000","-8,000","5,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"-46,841,000","-35,606,000","-18,620,000","17,432,000","-13,272,000","-23,383,000","-3,717,000","23,069,000","-14,424,000","10,578,000","-5,929,000","13,176,000","11,344,000","-5,037,000","3,997,000","7,125,000","7,522,000","-7,046,000","18,870,000","13,569,000",Upgrade,Financials in EUR,Fiscal year is January - December
Merger & Restructuring Charges,"6,199,000","-68,456,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-787,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-6,233,000","-393,000","-8,162,000","1,922,000","-16,632,000","8,065,000","-2,498,000","-45,501,000","-28,940,000","-34,914,000","-62,804,000","-33,465,000","129,047,000","65,705,000","50,443,000","1,457,000",-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,"-147,000",-,-,-,"-50,000",-,-,-,"-139,000",Upgrade,Financials in EUR,Fiscal year is January - December
Asset Writedown,-,-,-,"120,000","-12,000","-5,119,000",-,-,-,-,-,-,-,"-683,000",-,"-3,244,000",-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Other Unusual Items,-,-,-,"-43,500,000",-,-,-,"4,908,000",-,-,-,"2,600,000",-,-,-,"1,206,000",-,-,-,"175,000",Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"-46,875,000","-104,455,000","-26,782,000","-24,026,000","-29,916,000","-20,437,000","-6,215,000","-17,524,000","-43,364,000","-24,336,000","-68,733,000","-17,836,000","140,391,000","59,985,000","54,440,000","6,494,000","7,522,000","-7,046,000","18,870,000","12,818,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"-7,241,000","-9,523,000","-6,109,000","-7,895,000","9,039,000","-5,508,000","7,683,000","9,677,000","3,911,000","3,601,000","4,509,000","13,642,000","6,120,000","-30,000","1,738,000","6,065,000","8,932,000","2,771,000","1,794,000","5,299,000",Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Continuing Operations,"-39,634,000","-94,932,000","-20,673,000","-16,131,000","-38,955,000","-14,929,000","-13,898,000","-27,201,000","-47,275,000","-27,937,000","-73,242,000","-31,478,000","134,271,000","60,015,000","52,702,000","429,000","-1,410,000","-9,817,000","17,076,000","7,519,000",Upgrade,Financials in EUR,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"839,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"-39,634,000","-94,932,000","-20,673,000","-16,131,000","-38,955,000","-14,929,000","-13,898,000","-27,201,000","-47,275,000","-27,937,000","-73,242,000","-31,478,000","134,271,000","60,015,000","52,702,000","429,000","-1,410,000","-9,817,000","17,076,000","8,358,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"-39,634,000","-94,932,000","-20,673,000","-16,131,000","-38,955,000","-14,929,000","-13,898,000","-27,201,000","-47,275,000","-27,937,000","-73,242,000","-31,478,000","134,271,000","60,015,000","52,702,000","429,000","-1,410,000","-9,817,000","17,076,000","8,358,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,208.632%,-94.867%,-,-,30.800%,-73.702%,Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"177,347,294","177,303,470","177,180,779","176,936,286","176,935,744","176,935,744","176,858,127","176,589,405","176,702,653","176,702,653","176,702,653","172,677,468","164,525,457","164,330,394","164,088,077","161,849,406","151,017,103","151,017,372","150,951,064","150,412,808",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"177,347,294","177,303,470","177,180,779","176,936,286","176,935,744","176,935,744","176,858,127","176,589,405","176,702,653","176,702,653","176,702,653","172,677,468","164,525,457","164,330,394","164,088,077","166,540,098","151,017,103","151,017,372","150,951,064","157,610,640",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),0.233%,0.208%,0.182%,0.196%,0.132%,0.132%,0.088%,2.265%,7.401%,7.529%,7.688%,3.685%,8.945%,8.816%,8.703%,5.666%,0.822%,0.963%,1.214%,-0.056%,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),-0.223,-0.535,-0.117,-0.091,-0.220,-0.084,-0.079,-0.154,-0.268,-0.158,-0.414,-0.182,0.816,0.365,0.321,0.003,-0.009,-0.065,0.113,0.056,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),-0.223,-0.535,-0.117,-0.091,-0.220,-0.084,-0.079,-0.154,-0.270,-0.160,-0.414,-0.182,0.816,0.365,0.320,0.001,-0.010,-0.070,0.110,0.052,Upgrade,Financials in EUR,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190.912%,-98.207%,-,-,25.664%,-74.102%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"15,823,000","-89,739,000","-84,349,000","-42,110,000","-22,173,000","-68,807,000","-42,481,000","-54,966,000","-79,813,000","138,539,000","20,697,000","41,575,000","-6,813,000","2,370,000","-33,838,000","-19,787,000","1,121,000","-46,476,000","10,791,000","30,021,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,0.089,-0.506,-0.476,-0.238,-0.125,-0.389,-0.240,-0.311,-0.452,0.784,0.117,0.241,-0.041,0.014,-0.206,-0.119,0.007,-0.308,0.071,0.190,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,9.889%,8.643%,16.653%,18.711%,19.271%,27.204%,24.929%,34.258%,16.344%,17.941%,19.611%,27.836%,27.037%,18.538%,23.052%,26.015%,27.911%,17.738%,27.865%,27.249%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,-17.681%,-19.850%,-8.723%,15.812%,-6.203%,-18.305%,5.861%,15.658%,-7.780%,-2.189%,0.281%,6.677%,11.110%,1.606%,5.093%,10.930%,12.647%,2.529%,13.480%,13.528%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,-21.437%,-52.125%,-9.904%,-8.013%,-19.847%,-8.767%,-6.508%,-11.301%,-27.188%,-16.223%,-44.478%,-16.827%,84.098%,43.421%,39.600%,0.305%,-1.089%,-8.798%,14.301%,6.682%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,8.558%,-49.274%,-40.411%,-20.918%,-11.297%,-40.408%,-19.892%,-22.837%,-45.900%,80.451%,12.569%,22.224%,-4.267%,1.715%,-25.426%,-14.082%,0.866%,-41.650%,9.038%,24.002%,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"-7,381,000","-11,746,500","-437,500","49,602,500","12,221,000","-8,792,500","28,260,500","53,430,500","-1,004,250","15,089,000","12,987,750","25,014,750","27,291,250","16,759,500","16,331,250","24,911,250","24,465,750","16,997,500","24,191,750","24,507,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,-3.992%,-6.450%,-0.210%,24.639%,6.226%,-5.163%,13.233%,22.199%,-0.578%,8.762%,7.887%,13.372%,17.093%,12.125%,12.271%,17.729%,18.903%,15.232%,20.261%,19.594%,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"25,310,000","24,404,500","17,770,500","17,770,500","24,396,000","22,377,500","15,744,500","15,744,500","12,524,750","18,859,000","12,524,750","12,524,750","9,553,250","14,539,500","9,553,250","9,553,250","8,096,750","14,175,500","8,096,750","7,587,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"-32,691,000","-36,151,000","-18,208,000","31,832,000","-12,175,000","-31,170,000","12,516,000","37,686,000","-13,529,000","-3,770,000","463,000","12,490,000","17,738,000","2,220,000","6,778,000","15,358,000","16,369,000","2,822,000","16,095,000","16,920,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,-17.681%,-19.850%,-8.723%,15.812%,-6.203%,-18.305%,5.861%,15.658%,-7.780%,-2.189%,0.281%,6.677%,11.110%,1.606%,5.093%,10.930%,12.647%,2.529%,13.480%,13.528%,Upgrade,Financials in EUR,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,4.359%,-,3.193%,93.394%,118.745%,-,9.507%,41.340%,Upgrade,Financials in EUR,Fiscal year is January - December
