Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income,"-38,115,000","-37,473,000","-53,152,000","-55,699,000","-141,176,000","-67,318,000","-59,793,000","-145,952,000","-84,693,000","-61,435,000","-64,342,000","-63,098,000","-74,376,000","-72,197,000","-71,639,000","-78,309,000","-81,257,000","-60,590,000","-61,933,000","-45,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-38,115,000","-37,473,000","-53,152,000","-55,699,000","-141,176,000","-67,318,000","-59,793,000","-145,952,000","-84,693,000","-61,435,000","-64,342,000","-63,098,000","-74,376,000","-72,197,000","-71,639,000","-78,309,000","-81,257,000","-60,590,000","-61,933,000","-45,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"104,212,891","103,870,235","91,919,018","90,146,142","86,613,425","83,685,919","81,134,111","80,126,454","72,208,285","70,061,457","68,333,117","68,034,811","67,782,033","67,462,413","66,636,830","63,298,758","60,526,740","54,257,320","53,868,036","45,626,470",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"104,212,891","103,870,235","91,919,018","90,146,142","86,613,425","83,685,919","81,134,111","80,126,454","72,208,285","70,061,457","68,333,117","68,034,811","67,782,033","67,462,413","66,636,830","63,298,758","60,526,740","54,257,320","53,868,036","45,626,470",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),20.320%,24.119%,13.293%,12.505%,19.949%,19.446%,18.733%,17.773%,6.530%,3.853%,2.546%,7.482%,11.987%,24.338%,23.704%,38.733%,39.737%,25.421%,29.494%,25.574%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.366,-0.361,-0.578,-0.618,-1.630,-0.804,-0.737,-1.822,-1.173,-0.877,-0.942,-0.927,-1.097,-1.070,-1.075,-1.237,-1.342,-1.117,-1.150,-0.993,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.366,-0.361,-0.578,-0.619,-1.630,-0.804,-0.737,-1.822,-1.173,-0.877,-0.942,-0.930,-1.097,-1.070,-1.075,-1.237,-1.342,-1.117,-1.150,-0.993,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-41,151,000","-41,598,000","-67,651,000","-44,510,000","-55,465,000","-53,116,000","-70,370,000","-31,470,000","-58,873,000","-43,689,000","-62,726,000","-48,968,000","-54,169,000","-49,985,000","-78,791,000","-64,522,000","-56,463,000","-17,787,000","-43,828,000","-33,803,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.395,-0.400,-0.736,-0.494,-0.640,-0.635,-0.867,-0.393,-0.815,-0.624,-0.918,-0.720,-0.799,-0.741,-1.182,-1.019,-0.933,-0.328,-0.814,-0.741,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,51.549%,73.031%,43.577%,48.097%,52.859%,67.642%,34.419%,13.752%,-26.965%,-21.390%,-52.892%,-43.927%,-82.228%,-85.423%,-136.619%,-99.829%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-53.869%,-52.786%,-90.163%,-73.186%,-69.415%,-103.554%,-102.045%,-149.480%,-267.048%,-203.899%,-246.312%,-237.395%,-368.311%,-374.053%,-526.446%,-564.852%,-2011.160%,-19098.662%,-105103.448%,-51876.404%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-63.653%,-57.308%,-102.341%,-79.799%,-260.896%,-123.717%,-130.627%,-292.366%,-291.894%,-216.564%,-254.709%,-243.152%,-376.683%,-383.945%,-538.680%,-703.395%,-2118.827%,-20264.214%,-106781.034%,-50928.090%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-68.724%,-63.616%,-130.258%,-63.769%,-102.500%,-97.616%,-153.734%,-63.040%,-202.905%,-154.008%,-248.312%,-188.701%,-274.343%,-265.821%,-592.458%,-579.556%,-1472.308%,-5948.829%,-75565.517%,-37980.899%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-31,004,000","-33,087,000","-44,846,000","-49,664,000","-35,437,000","-52,816,000","-40,092,000","-56,244,000","-68,701,000","-51,233,000","-56,845,000","-56,185,000","-67,573,000","-65,294,000","-65,771,000","-58,566,000","-73,349,000","-55,692,000","-60,221,000","-45,413,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-51.778%,-50.600%,-86.349%,-71.153%,-65.488%,-97.065%,-87.587%,-112.666%,-236.778%,-180.601%,-225.031%,-216.512%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,252,000","1,429,000","1,981,000","1,419,000","2,125,000","3,531,000","6,618,000","18,378,000","8,783,000","6,609,000","5,376,000","5,419,000","5,150,000","5,043,000","4,241,000","4,319,000","3,779,000","1,413,000","739,000","757,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-32,256,000","-34,516,000","-46,827,000","-51,083,000","-37,562,000","-56,347,000","-46,710,000","-74,622,000","-77,484,000","-57,842,000","-62,221,000","-61,604,000","-72,723,000","-70,337,000","-70,012,000","-62,885,000","-77,128,000","-57,105,000","-60,960,000","-46,170,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-53.869%,-52.786%,-90.163%,-73.186%,-69.415%,-103.554%,-102.045%,-149.480%,-267.048%,-203.899%,-246.312%,-237.395%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"59,879,000","65,389,000","51,936,000","69,799,000","54,112,000","54,413,000","45,774,000","49,921,000","29,015,000","28,368,000","25,261,000","25,950,000","19,745,000","18,804,000","13,299,000","11,133,000","3,835,000","299,000","58,000","89,000",Upgrade,Financials in USD,Fiscal year is January - December
