Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"68,465,801","68,299,170","68,030,966","67,839,463","67,607,713","67,033,150","66,265,703","45,394,089","38,009,022","37,437,063","37,293,438","37,088,835","36,934,311","36,843,087","22,263,994","324,454","228,144","156,454","145,016","118,291",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"68,465,801","68,299,170","68,030,966","67,839,463","67,607,713","67,033,150","66,265,703","45,394,089","38,009,022","37,437,063","37,293,438","37,088,835","36,934,311","36,843,087","22,263,994","324,454","228,144","156,454","145,016","118,291",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.269%,1.889%,2.664%,49.446%,77.873%,79.056%,77.687%,22.393%,2.910%,1.612%,67.506%,11331.154%,16089.035%,23448.830%,15252.785%,174.285%,96.045%,38.959%,28.800%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.403,-0.408,-0.453,-0.387,-0.491,-0.447,-0.429,-0.527,-0.626,-0.579,-0.610,-0.492,-0.502,-0.499,-0.672,-54.963,-61.233,-56.854,-59.056,-37.188,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.403,-0.408,-0.453,-0.387,-0.491,-0.447,-0.429,-0.527,-0.626,-0.579,-0.610,-0.492,-0.502,-0.499,-0.672,-54.963,-61.233,-56.854,-59.056,-37.188,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-23,319,000","-21,856,000","-30,579,000","-24,137,000","-28,363,000","-24,499,000","-24,362,000","-18,667,000","-19,200,000","-30,824,000","-24,915,000","-18,755,000","-17,979,000","-17,484,000","-18,820,000","-15,111,000","-9,832,000","-8,880,000","-6,630,000","-5,702,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.341,-0.320,-0.449,-0.356,-0.420,-0.365,-0.368,-0.411,-0.505,-0.823,-0.668,-0.506,-0.487,-0.475,-0.845,-46.574,-43.096,-56.758,-45.719,-48.203,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-27,662,000","-28,166,000","-31,383,000","-27,232,000","-34,423,000","-31,304,000","-29,585,000","-24,093,000","-23,209,000","-21,217,000","-22,374,000","-17,911,000","-18,228,000","-18,026,000","-13,419,000","-15,421,000","-11,593,000","-7,935,000","-7,812,000","-3,887,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"851,000","869,000","943,000","892,000","893,000","870,000","837,000","632,000","892,000","575,000","426,000","395,000","374,000","354,000","311,000","242,000","192,000","105,000","66,000","41,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-28,513,000","-29,035,000","-32,326,000","-28,124,000","-35,316,000","-32,174,000","-30,422,000","-24,725,000","-24,101,000","-21,792,000","-22,800,000","-18,306,000","-18,602,000","-18,380,000","-13,730,000","-15,663,000","-11,785,000","-8,040,000","-7,878,000","-3,928,000",Upgrade,Financials in USD,Fiscal year is January - December
