Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"275,881,170","252,366,533","249,220,335","248,919,098","248,520,724","248,003,322","229,770,381","200,675,146","200,670,590","200,461,441","199,629,218","199,259,802","199,179,763","199,021,587","193,530,053","178,225,571","165,527,024","164,065,087","160,338,743","155,230,741",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"275,881,170","252,366,533","249,220,335","248,919,098","248,520,724","248,003,322","229,770,381","200,675,146","200,670,590","200,461,441","199,629,218","199,259,802","199,179,763","199,021,587","193,530,053","178,225,571","165,527,024","164,065,087","160,338,743","155,230,741",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),11.009%,1.759%,8.465%,24.041%,23.845%,23.716%,15.099%,0.710%,0.748%,0.723%,3.152%,11.802%,20.331%,21.306%,20.701%,14.813%,7.071%,6.709%,4.832%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.087,-0.233,-0.095,-0.133,-0.080,-0.082,-0.099,-0.111,0.435,-0.088,-0.096,-0.126,-0.149,-0.101,-0.089,-0.234,-0.178,-0.264,-0.349,-1.090,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.087,-0.233,-0.095,-0.133,-0.080,-0.082,-0.099,-0.111,0.435,-0.088,-0.096,-0.126,-0.149,-0.101,-0.089,-0.234,-0.178,-0.264,-0.349,-1.090,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-23,615,000","-25,430,000","-18,441,000","-16,811,000","-17,244,000","-15,869,000","-18,542,000","-15,449,000",-,"-8,771,000","-20,362,000","-17,362,000","-19,288,000",-,"-17,398,000","-17,938,000","-20,028,000","-15,687,000","-30,895,000","-36,826,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.086,-0.101,-0.074,-0.068,-0.069,-0.064,-0.081,-0.077,-,-0.044,-0.102,-0.087,-0.097,-,-0.090,-0.101,-0.121,-0.096,-0.193,-0.237,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-5.876%,-,-,-,-11.457%,-,-,-,15.088%,-,-144.785%,-273.480%,-,-280.970%,-234.760%,-26.524%,0.950%,19.849%,16.375%,92.748%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2231.060%,-3667.503%,-2292.019%,-1904.642%,-1518.274%,-1195.246%,-1268.395%,-1236.358%,-45.533%,-808.107%,-393.089%,-593.702%,-645.965%,-672.949%,-650.073%,-184.927%,-93.652%,-38.884%,-55.634%,-61.046%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2516.055%,-8199.721%,-2228.920%,-2691.857%,-1435.460%,-1149.915%,-1228.201%,-1257.856%,522.539%,-605.806%,-349.193%,-679.533%,-893.009%,-525.557%,-504.163%,-215.492%,-125.124%,-142.499%,-187.673%,-995.265%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-2477.964%,-3546.722%,-1731.549%,-1368.974%,-1250.471%,-898.076%,-1001.729%,-876.290%,-,-301.305%,-369.345%,-471.281%,-578.698%,-,-506.492%,-92.784%,-84.926%,-51.561%,-103.542%,-216.598%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-20,588,000","-24,700,000","-22,815,000","-21,775,000","-19,287,000","-19,427,000","-21,767,000","-16,502,000","-5,790,668","-18,924,000","-19,753,000","-14,285,000","-18,131,000","-22,153,000","-18,807,000","-32,074,000","-18,300,000","-8,051,000","-12,801,000","-9,208,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-34.629%,-,-,-,-,-,-,-165.903%,-77.598%,-26.463%,-42.902%,-54.158%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"674,000","1,596,000","1,595,000","1,614,000","1,650,000","1,693,000","1,711,000","5,295,000","1,823,332","4,600,000","1,918,000","7,587,000","3,399,000","3,520,000","3,523,000","3,678,000","3,786,000","3,779,000","3,799,000","1,171,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-21,262,000","-26,296,000","-24,410,000","-23,389,000","-20,937,000","-21,120,000","-23,478,000","-21,797,000","-7,614,000","-23,524,000","-21,671,000","-21,872,000","-21,530,000","-25,673,000","-22,330,000","-35,752,000","-22,086,000","-11,830,000","-16,600,000","-10,379,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-45.533%,-,-,-,-,-,-,-184.927%,-93.652%,-38.884%,-55.634%,-61.046%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"953,000","717,000","1,065,000","1,228,000","1,379,000","1,767,000","1,851,000","1,763,000","16,722,000","2,911,000","5,513,000","3,684,000","3,333,000","3,815,000","3,435,000","19,333,000","23,583,000","30,424,000","29,838,000","17,002,000",Upgrade,Financials in USD,Fiscal year is January - December
